id,label,interval,followers,popularity,id,componentnumber,strongcompnum,indegree,outdegree,unique_collabs,weighted_indegree,weighted_outdegree,total_collabs,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
Akwid,Akwid,,1078033,59,3mYFuz6iY7D9X78rOXg5CG,0,84,0,1,1,0,1,1,10,0.174614,0.182587,0,6,0.0002
Frankie Ruiz,Frankie Ruiz,,1049705,65,4dLvccxeQIM5u80Ri0u9OV,0,85,0,1,1,0,1,1,2,0.666667,0.75,0,3,0.0002
Panther,Panther,,63138,54,6bigFvZX5HdrC98srqxRLQ,0,50,1,0,1,1,0,1,0,0,0,0,10,0.000271
Fey,Fey,,1031817,58,3uC20p2EoNm5LYtzSVWdkL,0,86,0,1,1,0,1,1,8,0.219661,0.232031,0,6,0.0002
La Zowi,La Zowi,,155476,52,1jB62pOe5WpGiHOBDtKBBG,0,66,5,7,12,8,8,16,8,0.247649,0.276472,176.791649,10,0.000647
Blunted Vato,Blunted Vato,,270915,54,15RLdM61VHtknTIYIuNviR,0,66,4,4,8,7,9,16,7,0.243152,0.265862,287.832136,10,0.000774
Salastkbron,Salastkbron,,62708,59,3WMlRpW5JWuDI95TcEWt3r,0,48,2,0,2,2,0,2,0,0,0,0,10,0.000359
Fili Wey,Fili Wey,,76527,52,77pCqwW8HaKBjkTHe395eo,0,49,2,0,2,4,0,4,0,0,0,0,10,0.000406
Homer El Mero Mero,Homer El Mero Mero,,214137,62,0Xo4VFS3v07L0GwIVkZLfg,0,66,12,6,18,24,8,32,7,0.265814,0.293252,8960.903755,10,0.001197
TREN LOKOTE,TREN LOKOTE,,998976,58,6DjBv6gyR1HLsvwGUOD5V9,0,66,2,4,6,2,8,10,8,0.210723,0.226255,3616.175995,4,0.000544
Under Side 821,Under Side 821,,453886,55,2NtN73hhhgFt2NmbBOlFz1,0,62,1,0,1,2,0,2,0,0,0,0,4,0.000315
El Pinche Mara,El Pinche Mara,,658745,52,3L7OHIT4kfdcDSnnGM0TKN,0,66,2,1,3,7,1,8,10,0.152245,0.158817,784,4,0.00049
Joe Vasconcellos,Joe Vasconcellos,,264829,53,4sGC7K2rSpWrWudBgYPMce,0,66,3,2,5,3,3,6,8,0.233866,0.248009,1133.198083,2,0.000813
Bardero$,Bardero$,,297743,58,5Q2fyL2TcdUY9IqKTkGk5G,0,66,2,4,6,7,19,26,8,0.222723,0.243844,248.435072,10,0.000369
Recycled J,Recycled J,,184266,59,4bWHA8fMNjzfGPQqnh5D6y,0,66,13,9,22,38,18,56,7,0.250079,0.277119,2361.523393,10,0.001915
Selecta,Selecta,,14822,50,1m9WPOccw8sizsVYUhSVjZ,0,66,8,14,22,16,46,62,7,0.264745,0.29991,2000.862518,10,0.001248
Cruz Cafuné,Cruz Cafuné,,210026,68,0jeYkqwckGJoHQhhXwgzk3,0,66,14,8,22,20,11,31,7,0.250635,0.276377,1885.885859,10,0.002192
Frijo,Frijo,,603763,57,4D2d63igYEdzhzFnxrSow7,0,66,5,6,11,5,7,12,7,0.252477,0.279219,204.77355,10,0.000644
Yung Beef,Yung Beef,,317526,63,1rTUwYS38LkQTlT2fhikch,0,66,7,14,21,21,41,62,7,0.259527,0.290136,1579.398236,10,0.000995
Nicola Cruz,Nicola Cruz,,310891,52,0OltT51j3hIkgaDJqqPzDn,0,33,1,1,2,1,1,2,2,0.666667,0.75,11.167888,6,0.000265
Aterciopelados,Aterciopelados,,685797,56,3MqjsWDLhq8SyY6N3PE8yW,0,66,3,6,9,4,6,10,7,0.263773,0.282872,2567.036687,6,0.000492
Myriam Hernandez,Myriam Hernandez,,962137,59,6NHTDaYSUeMaroI5U0jytT,0,87,0,4,4,0,4,4,8,0.23626,0.253248,0,6,0.0002
Los Piojos,Los Piojos,,954826,59,0SnyKkoyBaB2fG8IJH4xmU,0,88,0,1,1,0,1,1,9,0.183953,0.192242,0,6,0.0002
DrefQuila,DrefQuila,,952125,62,5pughe5rcsOq3GF0utMOs5,0,66,3,3,6,3,4,7,8,0.240122,0.261132,56.843973,10,0.000586
Nickzzy,Nickzzy,,83801,53,6ddcxDK0BEkhe5LCdoA5Ki,0,66,5,3,8,7,3,10,8,0.231265,0.251135,108.326625,10,0.000789
Estani,Estani,,13180,59,4QmDIEVrROsBAad02Mlc1p,0,66,6,7,13,7,10,17,7,0.265725,0.28881,3114.050365,10,0.001357
Remik Gonzalez,Remik Gonzalez,,880668,57,4Hzj6dfl1y5x5TzCSsvLB6,0,66,1,3,4,1,6,7,9,0.179545,0.190824,791,4,0.000616
Intoxicados,Intoxicados,,863710,60,4VgvR7eu3k2T20mo6mXhXF,0,89,0,1,1,0,2,2,8,0.234718,0.248078,0,6,0.0002
El Canto Del Loco,El Canto Del Loco,,861451,62,5RK6c1tyaKpwcDpbgCGNgj,0,90,0,5,5,0,6,6,7,0.262355,0.283719,0,6,0.0002
Chano,Chano,,138189,54,14lvrkdaXxggonwjKZpePM,0,66,2,3,5,2,5,7,8,0.251033,0.267729,1021.487437,10,0.000374
Los Tipitos,Los Tipitos,,438072,52,1SykQGBiBwkQ1fcGpJ1BJt,0,66,3,7,10,4,11,15,8,0.231129,0.249373,1180.170388,6,0.000455
Oscu,Oscu,,430203,65,5iDqEobZRSTiBSAk6jLp4A,0,66,2,3,5,5,7,12,8,0.233383,0.250894,339.790953,10,0.000417
Divididos,Divididos,,835352,58,6ZIgPKHzpcswB8zh7sRIhx,0,78,1,1,2,1,1,2,8,0.230344,0.244022,85.501126,6,0.000259
Los Hermanos Rosario,Los Hermanos Rosario,,238289,50,40FzPNKgu0k9VMvvidiKCl,0,66,3,3,6,7,3,10,8,0.234352,0.252601,2392.368901,11,0.000617
Ilegales,Ilegales,,126282,51,1hMa6SwU2t8eUEETAAbk9z,0,66,2,2,4,2,2,4,7,0.241886,0.263038,809.945966,6,0.000889
La Vela Puerca,La Vela Puerca,,826253,60,6nVcjUJemqpJjc1WevwTvL,0,66,2,2,4,2,3,5,8,0.209939,0.219759,794.896438,6,0.000439
Raly Barrionuevo,Raly Barrionuevo,,164771,50,0mdD8YXAyJDJ2BHxIKF0Yf,0,66,4,1,5,5,1,6,8,0.216498,0.226899,1071.000135,6,0.000789
Simon la Letra,Simon la Letra,,103773,61,6hYxQDiGct9yfRlSEv3F8a,0,66,1,4,5,1,8,9,8,0.222097,0.242036,62.515524,10,0.000467
King Savagge,King Savagge,,98748,68,7DXregrznS25AM30UY9sUU,0,66,7,3,10,10,4,14,8,0.225328,0.24219,154.759542,10,0.001703
Jairo Vera,Jairo Vera,,188539,63,5CAruGjgds3QlF5ICtEnnc,0,66,6,3,9,10,4,14,8,0.23359,0.25351,882.554894,10,0.001872
Soto Asa,Soto Asa,,114618,58,6gyhsZUy2fzzWZBRVPmOw4,0,66,2,5,7,3,9,12,8,0.239394,0.262976,81.317596,10,0.000527
Ms Nina,Ms Nina,,141480,53,43Hr2FjhVehkROIIEb7EfQ,0,66,4,3,7,4,5,9,8,0.246567,0.267467,170.395266,10,0.000679
Los Mesoneros,Los Mesoneros,,153410,51,0OluGbRuQQEcYyttGww517,0,66,1,5,6,1,5,6,7,0.259954,0.28016,1290.264007,2,0.00029
South Park Mexican,South Park Mexican,,756343,61,4kKaAWGdu6WW0W415RWaQA,0,66,1,1,2,6,3,9,9,0.206212,0.218894,0,2,0.000288
Mr. Capone-E,Mr. Capone-E,,212113,52,3BG9cpTxZQzQChcsp7ss9a,0,66,1,4,5,2,7,9,9,0.206482,0.221215,1566,2,0.000288
King Lil G,King Lil G,,394224,55,6L3x3if9RVimruryD9LoFb,0,66,1,1,2,1,1,2,9,0.206212,0.218894,0,2,0.000288
Pepe Quintana,Pepe Quintana,,777241,53,7LXdYckhvHWU4ejXbkHa3N,0,91,0,17,17,0,29,29,7,0.300076,0.342532,0,0,0.0002
Cupido,Cupido,,81522,51,4cK5uxWRVJ3QOSfaBMX2Ex,0,66,1,2,3,1,2,3,7,0.250794,0.268737,0,2,0.000258
Foyone,Foyone,,157587,52,1F2erLLqRHbaFvEYHeVIHJ,0,66,8,12,20,16,21,37,8,0.254757,0.280426,4849.735774,10,0.001285
Pedro Guerra,Pedro Guerra,,169201,53,2GrNjfw23jqL1NTopPlc6c,0,66,2,13,15,3,17,20,7,0.275742,0.303876,1217.904145,6,0.0004
Rosana,Rosana,,733263,61,5ttV0N9HvMH3KLqNKcS2M0,0,93,0,2,2,0,3,3,8,0.245576,0.264909,0,6,0.0002
Natalie Perez,Natalie Perez,,191022,61,1Y99HOeRzRc27my6NJE3rE,0,66,5,3,8,6,5,11,7,0.264657,0.284581,2376.694153,6,0.00063
La Nueva Luna,La Nueva Luna,,720832,58,6pVmT18pd1QaofDegZUEKX,0,94,0,1,1,0,1,1,1,1,1,0,6,0.0002
Cristian,Cristian,,723578,60,3udlGv7o6NeUWRlRFGqPY9,0,95,1,0,1,2,0,2,0,0,0,0,6,0.000285
Gilda,Gilda,,715886,56,6Q6qTNC2rAegcR5QjzcRgE,0,66,2,2,4,2,2,4,8,0.230321,0.244542,917.359984,6,0.001746
Zoe Gotusso,Zoe Gotusso,,80761,52,3XBw8ImFEo86mEB2dYh0vS,0,66,5,1,6,5,1,6,9,0.187248,0.194795,245.333815,6,0.001697
Movimiento Original,Movimiento Original,,701223,60,50u2mXgysmTttY0BizYWAo,0,66,6,4,10,8,4,12,8,0.213514,0.228279,3633.075579,13,0.001479
Shamanes Crew,Shamanes Crew,,200842,50,6J9Vq69rGl3fJftWDT8jaK,0,66,1,5,6,1,6,7,8,0.220547,0.237358,802.995771,13,0.000514
Portavoz,Portavoz,,282862,52,271TPCWy79Q4utmSP6uSQg,0,5,1,1,2,1,3,4,1,1,1,27.221498,13,0.000514
Bubaseta,Bubaseta,,179456,53,7AiFAkvE8VYLDdsmLC78ik,0,66,1,1,2,1,2,3,9,0.175986,0.183814,0,13,0.000514
Natos y Waor,Natos y Waor,,677881,63,1QJbbsxg2wqidJj51d3otw,0,66,7,7,14,13,12,25,8,0.237737,0.263238,692.653911,10,0.000968
Denom,Denom,,120850,51,0fwnNjAay5ZHP5bAd63g8Y,0,66,8,18,26,11,19,30,7,0.269809,0.306823,3918.214771,13,0.001051
Maka,Maka,,377989,61,4lHAjTCvXGu8QIM3cEe93m,0,66,7,8,15,9,17,26,7,0.253124,0.281501,2272.63609,10,0.00105
El Jincho,El Jincho,,249782,55,2w1wJcGdJQ4Lw08oKBnDsw,0,66,4,4,8,6,6,12,8,0.223101,0.244551,2792.499982,13,0.000602
Dollar Selmouni,Dollar Selmouni,,67255,55,2544NCTfffschCn1NZVMSb,0,66,8,10,18,14,14,28,7,0.254346,0.281573,3007.29275,10,0.001127
Carlos Ponce,Carlos Ponce,,174706,57,4ff5IojFqry4841QjwULTV,0,66,1,1,2,1,1,2,8,0.220301,0.232908,0,7,0.000263
Viejas Locas,Viejas Locas,,664282,57,7wTu5u7W3kc9Id5JAvSAFV,0,79,1,0,1,2,0,2,0,0,0,0,6,0.000259
Jenny And The Mexicats,Jenny And The Mexicats,,207676,50,2faVKByk0IA651ICKyYYOa,0,66,1,1,2,1,2,3,9,0.183764,0.192217,0,6,0.000372
Antônio Carlos Jobim,Antônio Carlos Jobim,,542755,64,3pO5VjZ4wOHCMBXOvbMISG,0,46,2,1,3,10,9,19,1,1,1,784,12,0.001508
Daniela Spalla,Daniela Spalla,,112608,58,2VSRhqonKsL7KRAIk8SMmt,0,66,5,3,8,6,5,11,8,0.217212,0.231269,1585.353866,6,0.001038
Conociendo Rusia,Conociendo Rusia,,137919,55,79R7PUc6T6j09G8mJzNml2,0,66,1,4,5,1,5,6,8,0.218776,0.234393,148.12203,6,0.000439
Loquillo,Loquillo,,275987,52,5Fv0DQ1ZBuc2DlidtOUCZr,0,66,1,4,5,1,4,5,8,0.238815,0.256346,152.21409,6,0.000439
Generación 12,Generación 12,,422883,55,1w76rpst0I6hGUgCR2B33C,0,66,3,11,14,4,14,18,8,0.222912,0.247057,1804.036223,8,0.001157
Ingrid Rosario,Ingrid Rosario,,526564,51,39PYJNgoQuBHjE6LEn3ZdE,0,66,3,2,5,4,2,6,10,0.164241,0.175445,5.470707,8,0.000987
Musiko,Musiko,,158887,54,4A03xFVufDpEqOY9fQlFue,0,66,6,8,14,13,12,25,7,0.254265,0.281866,5664.664352,8,0.001953
Flans,Flans,,609090,59,4zbqGb99bANxJBsvwRr2zT,0,28,1,0,1,2,0,2,0,0,0,0,6,0.000257
La Gusana Ciega,La Gusana Ciega,,591088,55,4bx914GWsNvshDzfYNSKjY,0,96,0,1,1,0,1,1,9,0.178636,0.186443,0,6,0.0002
SFDK,SFDK,,586276,57,56n1NeXsTOOxjX3Z4lVMTJ,0,66,5,8,13,7,16,23,8,0.249369,0.269956,2319.377682,13,0.001073
Kaze,Kaze,,197849,53,2X11x8C63wCzAf1WwsIuLg,0,66,3,1,4,5,1,6,8,0.203924,0.215785,50.371491,13,0.000633
Green Valley,Green Valley,,251590,51,1v7iZcyrm4fHfsEBiseomy,0,66,5,8,13,6,12,18,8,0.24056,0.26022,2931.035734,13,0.001396
Morodo,Morodo,,423207,53,2OnH4HpywAxWkSOEsyjdjn,0,66,5,3,8,6,3,9,8,0.214908,0.228556,192.245398,13,0.000962
Kabasaki,Kabasaki,,4587,54,4rO00pQq33bIv73QyJdivX,0,66,10,10,20,15,21,36,7,0.26272,0.291878,3526.776272,10,0.001652
Juancho Marqués,Juancho Marqués,,138533,51,5JcO3FHEBbWTQMUHmWtU2g,0,66,7,4,11,7,4,11,8,0.231536,0.251822,159.244855,10,0.000926
Soge Culebra,Soge Culebra,,209457,53,2SNfNJDsahTSVFwgxposF5,0,66,4,7,11,5,7,12,7,0.27364,0.297851,5788.826345,10,0.00082
Tranzas,Tranzas,,586719,55,1GfaAWKfZE9hrYS8IqkWKB,0,97,0,1,1,0,1,1,8,0.230679,0.247276,0,3,0.0002
Pepe : Vizio,Pepe : Vizio,,29097,51,4rvJ0Ktz2X2Erea9XUHxfu,0,66,6,10,16,9,12,21,7,0.256327,0.284822,961.7153,10,0.000984
Cabas,Cabas,,571475,54,3W4lVkySjtIvd67UUg0F3i,0,98,0,4,4,0,5,5,8,0.247188,0.265726,0,6,0.0002
Hillsong en Español,Hillsong en Español,,570156,60,3phVKYqeq84Ai91CHTQfNq,0,99,0,4,4,0,4,4,9,0.207666,0.224241,0,8,0.0002
Las Pelotas,Las Pelotas,,568267,57,1Qv4E1VgZOGnOYd99Kp5Bs,0,100,0,1,1,0,2,2,9,0.178153,0.184403,0,6,0.0002
Ayax y Prok,Ayax y Prok,,566214,61,5Ypafuz95Xk09YDf4tgAvU,0,66,7,10,17,17,33,50,8,0.234213,0.258712,821.644395,10,0.000998
Blasfem,Blasfem,,6413,55,4FActBvkmDc8h3sI5vbMPZ,0,66,4,9,13,23,22,45,8,0.230321,0.253808,421.817146,10,0.000778
Cookin Soul,Cookin Soul,,121835,55,06s35sbFfZJUEwFjAaZfiW,0,66,5,1,6,20,5,25,9,0.182532,0.194185,33.198644,10,0.00088
Hard GZ,Hard GZ,,208444,56,79N4S7UXdjo2fAh3OHJQuB,0,66,7,5,12,22,31,53,8,0.222975,0.242505,914.463927,13,0.001058
Easy-S,Easy-S,,44260,50,4oNsvVnFz4HQ0UPpPFSuJX,0,66,10,7,17,20,26,46,8,0.222097,0.242972,896.584425,10,0.001635
Banda XXI,Banda XXI,,557742,57,4She1focTkX0pwpJUtS5eo,0,15,1,0,1,1,0,1,0,0,0,0,6,0.00026
Stan Getz,Stan Getz,,346785,62,0FMucZsEnCxs5pqBjHjIc8,0,46,1,1,2,9,9,18,1,1,1,0,12,0.00148
Karen Méndez,Karen Méndez,,530472,52,0txXDZCdXBzha20sgN1GRk,0,66,1,3,4,2,4,6,7,0.259442,0.282896,161.377374,10,0.000306
Living,Living,,71036,51,2miffAnnUvKSyB9ykA2su9,0,66,2,4,6,2,8,10,9,0.183295,0.198299,2.091667,8,0.000489
Sandra Echeverria,Sandra Echeverria,,12501,50,0LfJXLNpLGZtn4OAki9W31,0,66,1,1,2,3,2,5,8,0.224687,0.237664,27.635103,6,0.000311
Los Abuelos De La Nada,Los Abuelos De La Nada,,517003,60,5R3NywPPOyhLfdvutgg0me,0,101,0,5,5,0,9,9,8,0.229342,0.246715,0,6,0.0002
Benjamín Amadeo,Benjamín Amadeo,,90715,50,6GYXfifD78PYARjZzxQzrG,0,66,3,6,9,4,8,12,8,0.251994,0.273522,723.427097,6,0.000338
Majo y Dan,Majo y Dan,,238409,55,0cEa9u1e3cDLXCZxxiuEmi,0,66,2,3,5,2,6,8,8,0.203608,0.21891,1635.283206,8,0.001921
Tan Bionica,Tan Bionica,,506850,60,37MCoi4pcUf9EKsPXeuCqU,0,102,0,1,1,0,1,1,8,0.240134,0.253276,0,6,0.0002
La Sonora Matancera,La Sonora Matancera,,191404,55,01p7Homi0d4XxZ06f2NYYD,0,66,1,1,2,29,18,47,10,0.177568,0.184422,0,9,0.00046
Johnny Pacheco,Johnny Pacheco,,192323,50,09947uhj2ZwU9mFXK5v50o,0,66,1,1,2,3,5,8,10,0.177568,0.184422,0,9,0.00046
Rojo,Rojo,,461456,52,5NvKO965JkIJanRuKQPVN6,0,66,2,1,3,2,4,6,10,0.15588,0.16368,40.032307,8,0.000745
Los Claxons,Los Claxons,,449315,55,4AgfaZvOiSS97uy5ekQ7bf,0,66,2,2,4,5,2,7,7,0.24078,0.254864,140.565434,6,0.000304
Porter,Porter,,306865,54,7eBQrhxTHcor6gcbcLhqE5,0,66,1,2,3,2,2,4,9,0.218232,0.231694,141.763581,6,0.000541
Árbol,Árbol,,234597,52,6OO01j5rLKCyPg4i3FuzIT,0,66,1,2,3,1,2,3,8,0.215965,0.228472,13.607915,6,0.000255
Aiman JR,Aiman JR,,143194,50,4BwfloY1F2zHUPcYlYnDnz,0,66,1,2,3,1,4,5,7,0.249921,0.269599,6.425118,10,0.00037
Xtreme,Xtreme,,426404,54,47bVt95bvBMpmJFWoyhH0C,0,104,0,1,1,0,1,1,9,0.202561,0.212376,0,6,0.0002
Los Manseros Santiagueños,Los Manseros Santiagueños,,226445,52,0IAWTLWnUIzKVQDTGoYJk2,0,66,1,2,3,1,2,3,8,0.223986,0.239346,97.62265,6,0.000304
Guasones,Guasones,,411658,55,2wjmZuSHtRx96Qxb8HiP2o,0,45,1,0,1,1,0,1,0,0,0,0,6,0.00026
Golpe a Golpe,Golpe a Golpe,,404145,51,0nqpXa8bkBlWgS9FKhNCuj,0,105,0,5,5,0,9,9,7,0.273135,0.301704,0,0,0.0002
La Mosca Tse-Tse,La Mosca Tse-Tse,,403962,61,60nua3AsVSfADZtg5Hdz3W,0,106,0,1,1,0,1,1,9,0.18666,0.19487,0,6,0.0002
Rawayana,Rawayana,,398730,56,2AbQwU2cuEGfD465wCXlg2,0,66,4,5,9,5,7,12,7,0.257413,0.276519,1426.533813,2,0.000459
Los Amigos Invisibles,Los Amigos Invisibles,,373907,61,5x3mrCTZmkoTXURN7pWdGN,0,66,1,6,7,2,6,8,8,0.250873,0.272393,128.839994,6,0.000278
Yiyo Sarante,Yiyo Sarante,,395616,59,2rwLjVHS15sfzciKXXNbgA,0,66,3,3,6,3,3,6,8,0.237594,0.255815,810.384208,13,0.001219
El Roockie,El Roockie,,157999,50,3sc8HnadkPW5YaIGbCljw4,0,66,3,7,10,6,10,16,7,0.284582,0.317556,887.71663,0,0.000461
Mach & Daddy,Mach & Daddy,,103191,52,5Q1vijNjTVhQBoVrZVXms8,0,66,3,3,6,5,4,9,8,0.234074,0.250497,178.292003,2,0.000439
La Factoria,La Factoria,,297989,65,4VsbQvC84B8Z3IsBY1HLQy,0,66,2,3,5,3,5,8,8,0.204663,0.216083,7.422219,2,0.000395
Stailok,Stailok,,43440,52,3raEZI89hszEBTTvb5wLsi,0,4,3,0,3,5,0,5,0,0,0,0,13,0.000969
Yoskar Sarante,Yoskar Sarante,,374386,51,5VcamBo0Goh74iFQDqj6Q4,0,107,0,1,1,0,1,1,1,1,1,0,3,0.0002
Calo,Calo,,370195,56,2Qm12OdHFDHSpWhBMpO16L,0,108,0,1,1,0,2,2,8,0.219661,0.232031,0,6,0.0002
Adalberto Santiago,Adalberto Santiago,,118501,56,6tZxUxheS7w3953cQFOXkd,0,109,0,1,1,0,1,1,10,0.177713,0.184821,0,9,0.0002
Palabra en Acción,Palabra en Acción,,38664,50,4umfGspINdkBEwCjc1f5Xw,0,43,1,1,2,5,5,10,1,1,1,0,8,0.002763
Estelares,Estelares,,354982,56,6Nm62oNQCdPxVoiQtFSksF,0,110,1,3,4,2,3,5,8,0.237609,0.253746,375.337891,6,0.000285
Robleis,Robleis,,354242,58,32AuV4BxATEf2i7YVhIjht,0,66,1,1,2,1,1,2,8,0.209995,0.220631,0,10,0.000364
Airbag,Airbag,,342697,60,1wKDGglKV4FsFS85r2Dmpr,0,111,0,1,1,0,1,1,10,0.174614,0.182587,0,6,0.0002
Dillom,Dillom,,332419,62,4cJD9t5QBFTUQcd3xfbOb2,0,66,1,2,3,1,2,3,7,0.235962,0.254726,11.117602,10,0.000274
Saramalacara,Saramalacara,,108288,54,3QchzUOTSCKWmaRGEEiuir,0,66,4,1,5,7,2,9,8,0.200864,0.210521,21.300725,10,0.000892
Ratones Paranoicos,Ratones Paranoicos,,329345,51,5fVtUielMhdztOA34ArB6c,0,112,0,3,3,0,4,4,8,0.23626,0.251597,0,6,0.0002
La Banda Baston,La Banda Baston,,328962,51,3vV4Tf1iC8vEP9fLOLGUfP,0,113,0,2,2,0,2,2,7,0.247885,0.265445,0,2,0.0002
Grupo Limite,Grupo Limite,,317898,57,2qWNYueLfc979iEdLOIK2C,0,114,0,2,2,0,4,4,8,0.22449,0.236989,0,6,0.0002
Gloosito,Gloosito,,20849,52,1MXug5KOetEEQjjvCPWwIm,0,66,1,1,2,1,2,3,8,0.205355,0.219619,0,10,0.00026
Calero LDN,Calero LDN,,115029,50,0VD8vX2wvCYYD0SMFCZeRR,0,66,6,4,10,8,4,12,9,0.189267,0.20344,2818.171219,13,0.001706
Abhir Hathi,Abhir Hathi,,12866,65,2D8UzkIVdg1bj0Iqz6gjk0,0,66,6,4,10,7,10,17,8,0.21632,0.23377,76.2257,10,0.001123
Guayacán Orquesta,Guayacán Orquesta,,303641,59,2pZ81eCkqxemIjqqfE1fhE,0,116,0,5,5,0,5,5,8,0.255897,0.27486,0,6,0.0002
Perotá Chingó,Perotá Chingó,,296246,52,5cMTiWeaWidGI8hVoZY8Ox,0,51,1,0,1,1,0,1,0,0,0,0,10,0.000323
Arce,Arce,,295499,51,7eH1UUCyxL8Wf9PztvvPJ6,0,66,2,5,7,2,10,12,7,0.25666,0.27833,1233.14707,13,0.000366
Miranda,Miranda,,66694,50,0DjGDEVSQsodFbL1bMVPRs,0,66,3,5,8,4,6,10,8,0.212309,0.228189,778.510321,13,0.000689
Cyril Kamer,Cyril Kamer,,59202,57,3J1MhhyXLJRNRZVrx11Lbf,0,66,3,3,6,4,3,7,7,0.233521,0.254693,36.883712,10,0.000502
Skinny Flex,Skinny Flex,,103044,53,4FhC69hLxEcpLUaC08ityW,0,66,3,2,5,4,3,7,8,0.213168,0.229462,431.903896,4,0.00096
Nicho Hinojosa,Nicho Hinojosa,,292529,51,6fs2zAuQ7tpU2kGIpyouQh,0,117,0,1,1,0,1,1,8,0.20696,0.21871,0,6,0.0002
Quantic,Quantic,,289632,59,5ZMwoAjeDtLJ0XRwRTgaK8,0,31,1,0,1,1,0,1,0,0,0,0,6,0.000641
Ingratax,Ingratax,,290716,63,62YF0FglEltB3CnVIjoko8,0,66,1,1,2,1,1,2,8,0.234213,0.2514,0,2,0.000258
La Fuga,La Fuga,,284810,52,5YyScSZOuBHpoFhGvHFedc,0,120,0,2,2,0,2,2,9,0.190385,0.198576,0,6,0.0002
Celtas Cortos,Celtas Cortos,,217656,50,3hIPQBm8PBt8B5aahP6cVP,0,119,1,1,2,1,1,2,9,0.19019,0.197562,0,6,0.000285
Obie Bermudez,Obie Bermudez,,277826,52,0caLxEeeNrpE0noxdInoGe,0,121,0,2,2,0,5,5,8,0.225613,0.240762,0,6,0.0002
NB Ridaz,NB Ridaz,,263098,50,2KNDYRKdCzuKzCCUyjAcF4,0,61,1,0,1,1,0,1,0,0,0,0,2,0.000261
Fulanito,Fulanito,,263401,50,0hD97064k3LBUrRvfT42SE,0,123,2,0,2,2,0,2,0,0,0,0,11,0.000426
Laureano Brizuela,Laureano Brizuela,,238525,51,5388C04OP0Fc6xqbvct7kv,0,66,1,1,2,1,1,2,9,0.19306,0.20285,0,6,0.000503
Dani J,Dani J,,46923,51,3TEhIeweC59okLmqFu6LWv,0,41,1,0,1,1,0,1,0,0,0,0,11,0.000336
Proyecto Uno,Proyecto Uno,,253505,54,6w1XCiB8efbfnusJ2jzmvu,0,124,0,1,1,0,1,1,1,1,1,0,11,0.0002
Chusterfield,Chusterfield,,26785,51,3m6N2XBSZqfkujRvGYcdi8,0,66,2,1,3,2,1,3,9,0.19396,0.203247,0,13,0.000541
Mancha De Rolando,Mancha De Rolando,,250710,50,4DuhYdfd2jHMdaqYVYZp04,0,57,1,1,2,1,1,2,1,1,1,0,0,0.001654
JC Reyes,JC Reyes,,67543,64,0FwnPHExlRRxEZPLAi5tmG,0,66,10,8,18,19,18,37,7,0.262284,0.292185,1707.569922,13,0.001394
Kika Edgar,Kika Edgar,,248463,53,2QTmeZpVjHmIoYSRwsoucA,0,125,0,4,4,0,4,4,8,0.240791,0.25962,0,6,0.0002
Alejandro Santamaria,Alejandro Santamaria,,15998,52,7HXJp9OMIL5tdwZYleuBvy,0,66,5,7,12,5,13,18,7,0.280341,0.305741,428.141142,2,0.000528
La Raíz,La Raíz,,245667,50,036IY6CphXdsPiqIXdqvCP,0,126,0,1,1,0,1,1,9,0.173693,0.179512,0,6,0.0002
Los Huayra,Los Huayra,,180136,51,796YUyTCTkXZAZg4CLUoWl,0,129,0,3,3,0,3,3,8,0.210821,0.224279,0,6,0.0002
Nikone,Nikone,,234628,53,105iYV1T7lf8Rysxo0KzfD,0,66,4,3,7,16,16,32,9,0.186233,0.199733,95.013673,13,0.00093
Lupita's Friends,Lupita's Friends,,4931,50,7gGKjAXKRyDUhSUhFDIaAW,0,66,6,7,13,33,19,52,8,0.219079,0.240057,1427.760987,13,0.001139
Volován,Volován,,233711,50,0htSEnHjTcKdNapBwIsEaA,0,130,0,1,1,0,2,2,8,0.210037,0.221829,0,6,0.0002
Xavibo,Xavibo,,53847,50,3v2sYzsuZVd0gAhMWgl9I7,0,66,3,3,6,3,3,6,9,0.192777,0.206856,617.829308,10,0.000921
Dromedarios Mágicos,Dromedarios Mágicos,,71260,53,3UP83Ekm9Jse6j0dWZJlH9,0,66,1,1,2,1,2,3,8,0.201891,0.21327,0,2,0.000539
Sayian Jimmy,Sayian Jimmy,,41116,61,3ZfYo6sKskRv0wOyrZZdAj,0,66,3,2,5,4,3,7,9,0.199545,0.212265,25.431686,10,0.001485
Sebastián Cortés,Sebastián Cortés,,30837,50,3BCFlhrVzBKHbzBnWr13d9,0,66,1,1,2,1,1,2,8,0.214908,0.225992,0,10,0.000299
Walls,Walls,,95376,55,6tvDaHOPNWfkc9Q8IghqSR,0,66,3,3,6,4,5,9,8,0.217093,0.23097,2144.861948,10,0.000781
Luis Miguel Del Amargue,Luis Miguel Del Amargue,,206344,50,0tJDMMp9vT1q6zrPih0yFQ,0,132,0,1,1,0,1,1,9,0.192177,0.201772,0,13,0.0002
Rojuu,Rojuu,,206916,62,04mTej6RpWzBxGwhfThpIi,0,66,3,4,7,6,10,16,8,0.212881,0.228969,111.744851,10,0.000587
