id,label,interval,followers,popularity,id,componentnumber,strongcompnum,indegree,outdegree,unique_collabs,weighted_indegree,weighted_outdegree,total_collabs,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
Julianno Sosa,Julianno Sosa,,217372,69,4IC2X34tZmHG3VfTbpzvwL,0,66,7,5,12,17,12,29,8,0.23359,0.25467,1149.477457,10,0.001603
Young Cister,Young Cister,,198675,68,0Yg29FX1M4ayqjXs0ttZFq,0,66,7,10,17,11,18,29,7,0.261071,0.29374,563.420898,10,0.001029
Tobi,Tobi,,132698,52,6H70hylNqfc86Omz8GoyDB,0,66,8,6,14,9,8,17,7,0.246567,0.269578,692.092618,10,0.001025
Mesita,Mesita,,197858,61,2IKdK6PbitvCiXt1t2bPU6,0,66,4,10,14,8,19,27,7,0.264126,0.295118,1964.133467,10,0.000878
CA7RIEL,CA7RIEL,,149097,54,348pk4o3EhKmsSahzuClSf,0,66,5,3,8,13,11,24,7,0.256078,0.279274,471.768104,10,0.000672
Kidd Keo,Kidd Keo,,2234672,69,0VZrPa7mWAYXH4CwmYk8Km,0,66,4,5,9,12,22,34,7,0.254757,0.277562,3752.646356,4,0.001307
Marcianos Crew,Marcianos Crew,,162361,52,0Hkx0YcHHxDRRbH9WsSW0I,0,66,3,6,9,3,13,16,7,0.256161,0.282315,324.6219,10,0.000424
Dani Ribba,Dani Ribba,,340502,61,6cC67GpmPCjQjOYLpmOGhN,0,66,5,7,12,6,8,14,7,0.265725,0.294497,42.592877,10,0.000688
FMK,FMK,,900900,70,0dUyjgCyjfj5eMx6bX2TWf,0,66,19,18,37,32,35,67,7,0.304784,0.34305,8184.989944,10,0.0023
C.R.O,C.R.O,,985688,70,4puAp107dCehraE47QXVQX,0,66,15,14,29,37,21,58,7,0.271105,0.30629,3787.012201,10,0.001799
Moonkey,Moonkey,,85985,51,3qiQUUvazYmo7tBgQeb2rf,0,66,4,10,14,4,13,17,7,0.279646,0.311923,750.561418,10,0.000585
Dani Martín,Dani Martín,,773876,63,3AIPhNgeF9S1Kyg9Yy3UQW,0,66,14,9,23,21,15,36,7,0.283053,0.309774,3856.11459,6,0.001438
Manuel Carrasco,Manuel Carrasco,,1866267,64,7qAoXV4U0qDxQAUqhszjAA,0,66,7,4,11,10,7,17,8,0.251592,0.269986,194.312217,6,0.000991
Malú,Malú,,1525791,61,3TLGNOdp1UWYMnV5XG9HkR,0,66,12,13,25,13,22,35,7,0.282244,0.310838,2610.926574,6,0.001543
Armando Manzanero,Armando Manzanero,,615242,56,5lODCkFdEtpPn3YxfmyLfT,0,13,10,1,11,14,1,15,1,1,1,192.031786,6,0.000891
Greeicy,Greeicy,,5703186,69,5dbaLmK5SHLLg8Z4CcTJpX,0,66,20,24,44,35,39,74,6,0.335599,0.376941,5491.417211,2,0.002077
Chayanne,Chayanne,,6376417,70,1JbemQ1fPt2YmSLjAFhPBv,0,66,1,1,2,1,1,2,7,0.263333,0.286272,42.988643,6,0.000232
Cami,Cami,,739843,64,3VCrybIJKH7UurbDcZbMmn,0,66,3,5,8,6,11,17,7,0.256994,0.274129,1354.702061,2,0.000695
Paulina Rubio,Paulina Rubio,,2402107,66,1d6dwipPrsFSJVmFTTdFSS,0,66,7,6,13,11,19,30,7,0.294776,0.324708,1123.624342,6,0.000594
Alvaro Soler,Alvaro Soler,,1600011,70,2urF8dgLVfDjunO0pcHUEe,0,66,6,6,12,8,9,17,7,0.288637,0.313885,236.257045,2,0.000743
Mocedades,Mocedades,,565338,55,4Sm7JCttzWMwHJtb3UJ8SY,0,66,7,9,16,13,15,28,7,0.276902,0.30126,2019.902372,6,0.000736
Antonio José,Antonio José,,481639,61,1dbp04JzZ81JXlMGupCnJ8,0,66,8,10,18,11,17,28,7,0.306083,0.335573,1308.835377,2,0.000809
Bacilos,Bacilos,,1493927,66,1mux8L6xg2Cmrc7k0wQczl,0,66,1,2,3,1,4,5,7,0.262371,0.279982,3.365881,2,0.000283
"Héctor Acosta ""El Torito""","Héctor Acosta ""El Torito""",,688126,57,4TCAAIMmeZXCTVlHUsicOn,0,66,5,8,13,6,15,21,7,0.288216,0.317061,568.437757,3,0.000467
Bhavi,Bhavi,,944752,65,7fT2Me47PQ8T7954PKrcwR,0,66,17,18,35,25,33,58,7,0.28448,0.321745,4016.520953,10,0.002013
Ptazeta,Ptazeta,,109606,64,5UN0rzL594mWY2RbOtZqIN,0,66,10,8,18,10,8,18,7,0.286025,0.312312,4046.164216,10,0.001261
Snow Tha Product,Snow Tha Product,,531490,63,3p3jPcp8b7WL9XYj4xlsWj,0,66,9,4,13,12,4,16,7,0.256494,0.282758,558.702989,2,0.001048
Dread Mar I,Dread Mar I,,2297351,69,1aw0Cdl1DIrtUrUA6fGbAR,0,66,5,3,8,6,3,9,7,0.27421,0.294442,459.213972,10,0.000659
ACRU,ACRU,,291986,50,0bYQe0JDIjxkSHQoXlfngl,0,66,3,3,6,3,3,6,7,0.238311,0.258734,43.705061,10,0.000592
LIT killah,LIT killah,,3675571,74,1vqR17Iv8VFdzure1TAXEq,0,66,13,18,31,27,33,60,6,0.30632,0.346224,1865.186381,10,0.001356
Sammy & Falsetto,Sammy & Falsetto,,310705,51,6AT27ojKlBuZToFIGwQZDc,0,66,4,12,16,5,16,21,7,0.286647,0.324876,44.494649,0,0.000343
Jeeiph,Jeeiph,,197269,53,6ZtLRqHEkAXPWVw0eRbDac,0,66,9,9,18,10,20,30,7,0.280639,0.314192,186.15389,0,0.000849
Big Soto,Big Soto,,794828,66,2TQ4CGgxxCWHqa9yYIGDoU,0,66,27,25,52,62,50,112,6,0.320747,0.367342,10535.855796,2,0.002661
Lali,Lali,,1361280,66,22P1OY4TRFRwhP0q29loQ8,0,66,9,8,17,14,13,27,6,0.296324,0.325802,2928.42725,6,0.001164
Jd Pantoja,Jd Pantoja,,3292225,57,7yjRUA0Iz3VI4Kqa5oPJZK,0,66,9,6,15,12,8,20,7,0.270178,0.300048,179.869879,0,0.000955
Rubén Blades,Rubén Blades,,1188323,62,5BwMgvRwlq61SmknvsVIQj,0,17,10,0,10,12,0,12,0,0,0,0,6,0.001537
Gilberto Santa Rosa,Gilberto Santa Rosa,,2138315,67,27vNK840zYq6IfDijHPsv1,0,66,17,12,29,27,19,46,7,0.277778,0.303095,5532.769019,6,0.001381
Lele Pons,Lele Pons,,1108371,61,6i3DxIlAqnDkwELLw4aVrx,0,66,7,8,15,9,8,17,6,0.295327,0.328882,182.492458,0,0.00067
Jerry Rivera,Jerry Rivera,,1403781,64,7wOZy3KdFVVINgNFFxkxwO,0,42,3,0,3,5,0,5,0,0,0,0,6,0.000392
Gloria Estefan,Gloria Estefan,,626644,64,5IFCkqu9J6xdWeYMk5I889,0,66,2,6,8,5,8,13,8,0.258339,0.279427,4050.296903,6,0.000346
Amaia Montero,Amaia Montero,,1025631,57,4LbuSjHhhAddvN44qXpRJo,0,66,7,1,8,12,1,13,8,0.21975,0.230731,156.907904,6,0.000691
Luciano Pereyra,Luciano Pereyra,,1827739,63,6ZZ2DeepA3GpoGU4KwqSlU,0,66,7,11,18,9,18,27,7,0.301412,0.330995,4065.280217,6,0.001033
Mon Laferte,Mon Laferte,,4673827,71,4boI7bJtmB1L3b1cuL75Zr,0,66,15,9,24,22,14,36,7,0.297552,0.324738,7808.162275,6,0.002434
Cultura Profética,Cultura Profética,,1624990,63,65HuWBUC1d8ty1q6J42Nfi,0,66,3,1,4,4,1,5,7,0.251352,0.267104,162.655488,2,0.000557
Nelly Furtado,Nelly Furtado,,3237874,74,2jw70GZXlAI8QzWeY2bgRc,0,66,3,8,11,8,18,26,7,0.281841,0.306902,370.702335,6,0.000529
Fito Paez,Fito Paez,,1289893,63,1bZNv4q3OxYq7mmnLha7Tu,0,66,10,5,15,16,7,23,7,0.260812,0.280048,3594.603107,6,0.001229
El Búho,El Búho,,113245,51,1I7FVmvisCtSFzmm87mbLR,0,32,2,1,3,2,1,3,1,1,1,785,6,0.000519
Fanny Lu,Fanny Lu,,846702,58,6GRC8segVAr34gm6pjfSoQ,0,66,8,9,17,10,11,21,7,0.293353,0.324066,8702.951337,3,0.001042
Yuri,Yuri,,1922303,64,4OgNARLQSC4yy7Dsa5cqxx,0,66,15,22,37,24,34,58,7,0.312747,0.354033,6764.964711,6,0.002883
Lérica,Lérica,,68520,61,4d3kmfoZBTuUPSUjgP45uo,0,66,15,15,30,20,24,44,6,0.315118,0.351603,1960.931651,6,0.001335
Polimá Westcoast,Polimá Westcoast,,261294,77,768O5GliF0bqscyghggrbE,0,66,19,12,31,36,17,53,7,0.288637,0.323683,4727.333015,10,0.002779
vf7,vf7,,52996,53,6bxjoq64Y0HTfMc4GIbpyJ,0,66,6,11,17,7,16,23,6,0.288006,0.323186,188.366145,0,0.000658
Juanfran,Juanfran,,124339,53,7zY0DMisq1oYXvNNgGwHBY,0,66,5,8,13,6,9,15,7,0.275645,0.305901,104.333911,0,0.000686
Ecko,Ecko,,992787,62,2Jb9jVnCpWkXtoGznFJ6bF,0,66,16,15,31,21,22,43,7,0.292593,0.331248,4637.886083,10,0.001487
Pepe Aguilar,Pepe Aguilar,,3677951,69,03Yb3iBy9GCifXiATEFcit,0,66,8,4,12,11,4,15,8,0.247107,0.267307,1339.295402,6,0.001342
Lila Downs,Lila Downs,,375336,58,3mXI2gpwWnNO9qbQG3n3EP,0,66,14,11,25,17,16,33,7,0.280939,0.30934,4970.156052,6,0.001456
Pedro Fernández,Pedro Fernández,,1653607,59,24dYJ8P3YuFihvMcElFUWh,0,66,6,1,7,11,2,13,8,0.246183,0.260978,175.372138,6,0.000516
Reyli Barba,Reyli Barba,,1505831,63,69BUYvpG9MbjCyIZfsFdhJ,0,66,14,14,28,22,14,36,8,0.273356,0.30332,9224.530964,6,0.001399
Daniela Romo,Daniela Romo,,841129,58,6gvh8pQI316iafbHiT7B3y,0,66,3,8,11,8,10,18,8,0.258086,0.282835,145.357605,6,0.00035
Leonel García,Leonel García,,657565,63,3t7UqWteBBmHXkcVhMSyay,0,66,23,20,43,34,30,64,7,0.30408,0.339467,10418.053445,6,0.002086
Pandora,Pandora,,268876,58,44nb9BaqV2jVvxKCaXHwlP,0,66,9,10,19,16,14,30,7,0.287273,0.315585,1655.008455,6,0.000669
Gian Marco,Gian Marco,,1169459,61,2gDqGAadPIPiA7LtmNn74g,0,66,9,6,15,11,7,18,7,0.270363,0.294943,1180.32054,6,0.000697
Edith Márquez,Edith Márquez,,1065516,61,7afXSXOa8dE3c2C5XIguAv,0,66,9,4,13,11,4,15,8,0.255333,0.272771,274.012341,6,0.000708
Francisco Céspedes,Francisco Céspedes,,213088,53,54jti4nqabEAlBvIDU2zt8,0,27,4,0,4,5,0,5,0,0,0,0,6,0.000358
DEKKO,DEKKO,,370078,68,6ZvYYrrfpb1Z7kICDyxWQE,0,66,6,6,12,7,7,14,7,0.27364,0.302028,54.50002,2,0.000598
Dayme y El High,Dayme y El High,,236161,52,4JreHVYyb6GqE2BU03Kx96,0,66,12,26,38,14,34,48,7,0.312253,0.360075,1026.471512,0,0.001199
Camila,Camila,,3617038,69,2gRP1Ezbtj3qrERnd0XasU,0,66,5,5,10,6,5,11,8,0.248819,0.268395,376.739121,6,0.000961
La Joaqui,La Joaqui,,112591,56,60XHOAhvEBiV6BGBOv8ClM,0,66,1,2,3,1,4,5,8,0.240268,0.259998,39.4945,10,0.000288
Canserbero,Canserbero,,4819393,70,1wGIhYkKWSq4yACtTkCkSX,0,66,2,2,4,2,3,5,8,0.209382,0.223376,397.459368,2,0.000543
McKlopedia,McKlopedia,,221320,56,1PNgAcUW6UgN59okEaTpvG,0,66,10,6,16,14,6,20,7,0.252881,0.276555,6079.966218,2,0.002396
Rapsusklei,Rapsusklei,,310111,51,451DVjaBuGYfvDfvG9MxaG,0,66,9,9,18,12,12,24,8,0.231604,0.254662,6203.469827,13,0.002224
Jowell,Jowell,,134149,51,6TASDj2ogOKQptnxgEvrcP,0,66,12,7,19,24,8,32,7,0.256911,0.285756,361.210066,3,0.00132
Ñejo & Dalmata,Ñejo & Dalmata,,1183920,62,1ykothWH0xl8drRyJWuw7I,0,66,4,4,8,13,5,18,7,0.275838,0.306655,0.551162,0,0.000383
J-King y Maximan,J-King y Maximan,,151553,52,6UBb8ZUUyarsyod6snflAR,0,66,15,23,38,18,32,50,7,0.296881,0.342682,846.498844,3,0.00115
Carlitos Rossy,Carlitos Rossy,,256035,50,0FDJB5xf8i09jDjIg1qNED,0,66,6,22,28,39,47,86,7,0.300838,0.347122,1470.53622,0,0.000598
Nova y Jory,Nova y Jory,,785772,55,6ZK8loFAzWKSFe3b7Lrq4V,0,66,2,12,14,4,15,19,7,0.28407,0.319867,4.06569,0,0.000267
Olga Tañón,Olga Tañón,,724452,60,4pv1Jo4PbYI8LMADJoTWjE,0,66,7,1,8,8,2,10,7,0.267706,0.289268,132.518866,3,0.000649
Tito Nieves,Tito Nieves,,1111833,60,4vOycwLXdkMMzpZW04VW5m,0,66,6,3,9,11,5,16,8,0.253693,0.2731,1825.566825,6,0.001084
Lapiz Conciente,Lapiz Conciente,,251958,50,0UTsdD7VIsEB9i7a6DDx5t,0,66,9,10,19,10,11,21,7,0.292918,0.324867,1519.402074,13,0.00127
John C,John C,,210699,57,66lf5bQo2BIEue1pxfgxQS,0,66,7,2,9,12,3,15,8,0.211796,0.22761,127.497729,10,0.000764
Bunbury,Bunbury,,2077620,67,4uqzzJg3ww5eH7IgGV7DMT,0,66,13,6,19,22,6,28,8,0.23983,0.258139,5034.886037,6,0.002086
Caloncho,Caloncho,,644504,63,2z3KntXLyEF5Lvz1kpdBoA,0,66,4,4,8,6,5,11,8,0.241516,0.258552,1279.877942,6,0.000978
Esteman,Esteman,,261697,61,3ZtIhDSOuRkpDyqjx53X1R,0,66,8,9,17,9,13,22,7,0.271478,0.296148,4615.259507,6,0.001316
Chino & Nacho,Chino & Nacho,,2361856,64,5NS0854TqZQVoRmJKSWtFZ,0,66,4,11,15,7,26,33,7,0.297104,0.333496,508.474913,3,0.000458
Daniel Santacruz,Daniel Santacruz,,122741,53,4tLUnrSgMM7tT0zVs3wX61,0,66,3,4,7,5,5,10,7,0.266712,0.288846,1905.292531,11,0.000642
Pitizion,Pitizion,,101435,53,0GWdY55YF6xzN5L1A0X8nq,0,66,7,7,14,9,9,18,6,0.290655,0.318017,3475.539012,2,0.000912
Yannc,Yannc,,47436,52,3rqKgkODmiyDdimpz5D3y1,0,66,5,12,17,6,17,23,7,0.280142,0.316175,96.242535,0,0.000743
Flex,Flex,,235060,61,13VwGEitoK8J0qjNjbgeTN,0,66,4,6,10,6,8,14,7,0.283764,0.3105,818.866319,3,0.00049
Carlos Baute,Carlos Baute,,1686892,63,3smfreCkyJt7bShaTYpG77,0,66,8,11,19,11,19,30,7,0.306915,0.340371,1066.698168,6,0.000597
Midel,Midel,,325856,53,4EcIU574ksr6mC1GMEOe0p,0,66,7,7,14,10,13,23,7,0.256911,0.283406,165.165805,10,0.000933
Seven Kayne,Seven Kayne,,1100801,63,4C29ETLBPmYKYwtJUepbJz,0,66,7,13,20,8,18,26,7,0.27027,0.303264,398.701666,10,0.000901
Rusherking,Rusherking,,924115,71,3Apb2lGmGJaBmr0TTBJvIZ,0,66,15,14,29,28,24,52,7,0.287377,0.320244,6592.281663,10,0.002538
Zoé,Zoé,,4235523,71,6IdtcAwaNVAggwd6sCKgTI,0,68,0,1,1,0,1,1,9,0.193635,0.2028,0,6,0.0002
Santiago Cruz,Santiago Cruz,,878517,57,5ClJtuiNlr83ua45Dvpcf7,0,66,3,12,15,3,16,19,7,0.288743,0.316851,1667.093318,6,0.000546
Soledad,Soledad,,418712,58,0K59Fm1y7s3j498ueS4qzY,0,66,13,18,31,15,18,33,7,0.298903,0.332071,11418.480718,6,0.002203
Erik Rubin,Erik Rubin,,268738,53,43hb5av90CTCWFldaaTp7n,0,23,3,0,3,7,0,7,0,0,0,0,6,0.00048
Kumbia Kings,Kumbia Kings,,280546,53,3jO5UGHrEzfd5YIamfs7Ir,0,66,1,1,2,1,1,2,8,0.238887,0.256468,1.235802,6,0.000232
Joaquín Sabina,Joaquín Sabina,,2531335,66,4aeIWo5CMF1uRmqgJdwkZW,0,66,13,1,14,23,1,24,9,0.192308,0.203763,228.743536,6,0.001406
Nach,Nach,,772012,57,66ArjpKRgw8vYBf9yhktto,0,66,5,6,11,5,6,11,7,0.275549,0.296037,4492.472512,13,0.000559
Moderatto,Moderatto,,756518,63,5XsWrYhwadPBjW20qYbdZg,0,66,4,9,13,9,15,24,7,0.280939,0.307336,3841.602538,6,0.00044
Lasso,Lasso,,344779,72,3SCOuAxngTC1yGjKMcIPEd,0,66,9,4,13,15,9,24,6,0.275934,0.2977,900.587247,2,0.00092
Kaydy Cain,Kaydy Cain,,362875,62,4nXXIxTneJksvGXrlmX8oA,0,66,14,9,23,32,23,55,7,0.258254,0.288906,1798.021158,10,0.001531
DELLAFUENTE,DELLAFUENTE,,575101,63,4bJh7sMPcVRiqe5jlnsWQV,0,66,5,7,12,12,10,22,7,0.275549,0.300973,1008.902565,10,0.00067
Bejo,Bejo,,222623,66,0adJG3bdFTHCkTY28NkY4u,0,66,13,6,19,21,17,38,8,0.223227,0.246472,4651.001977,10,0.002164
Camin,Camin,,88046,58,3qndygm4Vx7bEW8tNyDKSY,0,66,9,9,18,12,14,26,7,0.261676,0.292788,1203.137705,13,0.001104
Monica Naranjo,Monica Naranjo,,617040,59,0zGM73sadbAOBLev02P8LO,0,66,2,1,3,3,2,5,9,0.193485,0.202424,30.552933,6,0.000554
Celso Piña,Celso Piña,,265200,57,6PmfbeAL7jAauFPNyQ5UPi,0,9,5,0,5,7,0,7,0,0,0,0,6,0.000891
María León,María León,,56399,56,132xFnGXTZoDfZWuMDE4tc,0,66,8,6,14,8,10,18,7,0.268616,0.294681,470.987306,6,0.000676
Intocable,Intocable,,2793788,72,108moq3rq6bm1M4Ypz0J02,0,66,5,2,7,5,2,7,7,0.233314,0.246832,306.90721,6,0.001024
Lucas Arnau,Lucas Arnau,,240920,52,5vLOlJcOKe9DfBC5LeLpSs,0,66,2,7,9,2,7,9,7,0.288111,0.313008,308.55652,6,0.000334
José Luis Perales,José Luis Perales,,1826639,63,5RwfJb8wxN1fuodcPORVxP,0,66,2,3,5,6,16,22,8,0.2252,0.2403,348.743332,6,0.000337
José Luis Rodríguez,José Luis Rodríguez,,829504,59,15YnmlNukYCFvwaFnoDwwV,0,66,1,7,8,3,10,13,7,0.273451,0.299753,844.334794,6,0.000267
Mercedes Sosa,Mercedes Sosa,,765730,57,2HvyR5FsU37QMqVzIbGwl7,0,66,7,17,24,13,20,33,7,0.289802,0.321386,6832.267887,6,0.001448
Camilo Sesto,Camilo Sesto,,3071949,64,2Cy7KBSkqu7otJfuMTWT7Y,0,66,1,5,6,2,5,7,8,0.261157,0.286097,121.970525,6,0.000267
Leo Dan,Leo Dan,,2104194,66,6qhOH2mrlqUDod9sWA5kR2,0,66,6,16,22,6,16,22,7,0.285096,0.318803,5976.910651,6,0.000814
Abel Pintos,Abel Pintos,,3172574,67,6HTUcOExehqydqa7C3usAa,0,66,18,10,28,28,12,40,7,0.265636,0.290892,6521.490705,6,0.002799
Yuridia,Yuridia,,2848729,70,5B8ApeENp4bE4EE3LI8jK2,0,66,7,5,12,11,5,16,8,0.27364,0.296789,459.923446,6,0.000673
WOS,WOS,,2853119,71,5YCc6xS5Gpj3EkaYGdjyNK,0,66,4,4,8,5,4,9,7,0.246952,0.266212,314.823976,10,0.000716
Leïti Sene,Leïti Sene,,31685,52,5FQJWdcKPAijmEi4uroZ4h,0,66,3,4,7,6,6,12,7,0.240414,0.262098,400.694862,10,0.00049
Manuel Medrano,Manuel Medrano,,2130309,65,0i5iO6icb7kxg48thi9gBM,0,66,4,3,7,6,3,9,8,0.239903,0.257722,97.09165,6,0.000658
Angel Y Khriz,Angel Y Khriz,,862702,63,7npqy7rgdX2D3yfVyWExKo,0,66,8,11,19,12,11,23,7,0.283866,0.32116,867.046445,3,0.000689
Casa De Leones,Casa De Leones,,532398,53,26YAHs5On4KQDNsU2cYFdL,0,65,1,0,1,1,0,1,0,0,0,0,3,0.000242
Super Yei,Super Yei,,356266,62,6HqgxkTt9KGyt27zYrwVan,0,66,1,20,21,1,58,59,7,0.298001,0.340645,9.566143,0,0.000242
Big Yamo,Big Yamo,,48426,59,1a2HwAlOE2wUPmNisvZxSw,0,64,1,0,1,1,0,1,0,0,0,0,3,0.000242
Ely Guerra,Ely Guerra,,364203,51,1ne2c2YEgt4MmJCJGCsfsZ,0,8,4,0,4,4,0,4,0,0,0,0,6,0.000859
Jorge Drexler,Jorge Drexler,,701468,64,4ssUf5gLb1GBLxi1BhPrVt,0,66,13,7,20,26,9,35,7,0.275838,0.298195,4885.924843,6,0.002011
Los Auténticos Decadentes,Los Auténticos Decadentes,,1718253,67,3HrbmsYpKjWH1lzhad7alj,0,66,8,18,26,10,23,33,7,0.270085,0.300844,7495.416513,6,0.000751
Panteon Rococo,Panteon Rococo,,2220594,65,11mqrDSFRRz8g0Wb3syJj5,0,66,4,6,10,5,7,12,8,0.248897,0.269242,1080.578003,6,0.000564
Kevin Johansen,Kevin Johansen,,330546,55,7qjoG7bwhAjSd7nJTcjgAk,0,66,1,5,6,3,10,13,8,0.253612,0.274363,78.025351,6,0.000323
Ximena Sariñana,Ximena Sariñana,,1262450,64,7plUpXSFcSJUZSiZAoXqr1,0,66,15,9,24,24,9,33,7,0.265546,0.291019,8219.614293,6,0.00273
León Larregui,León Larregui,,1716798,65,4ClsVDy2g7RKSSlvq8cF6d,0,66,3,1,4,3,1,4,8,0.229451,0.24131,129.335412,6,0.000689
Vicentico,Vicentico,,1392853,64,25THA9HUHoxpCT4LBp7UsZ,0,66,11,4,15,18,4,22,7,0.260125,0.282634,4091.764486,6,0.001292
Eddie Dee,Eddie Dee,,440572,56,7zLcnirfgw1VEHHshuGcDR,0,66,4,2,6,6,2,8,8,0.23463,0.25253,8.740748,3,0.000489
Oscar D'León,Oscar D'León,,1198259,57,1c84wItoiAe1pEbpJMqUmQ,0,66,5,2,7,5,3,8,9,0.215083,0.226171,302.516747,6,0.000754
Jesús Adrián Romero,Jesús Adrián Romero,,3381133,70,29SeiO68HQHBs7pDdWOvvX,0,66,6,6,12,11,9,20,9,0.232353,0.252784,4203.541111,8,0.001108
Marcos Vidal,Marcos Vidal,,343146,50,03CueHDpVcwXQZHeBlZUkd,0,66,4,2,6,6,2,8,8,0.220056,0.231043,1151.58234,8,0.000825
Marcela Gandara,Marcela Gandara,,1447690,63,2zF0KCQEt1O4Z9fWVUVi4T,0,66,9,5,14,13,6,19,9,0.207404,0.224273,1807.405301,8,0.001495
Alex Campos,Alex Campos,,1438392,61,6slyJwua5e5GuhuP82sTHR,0,66,15,14,29,21,22,43,8,0.260211,0.289931,11309.652074,8,0.002231
Lilly Goodman,Lilly Goodman,,1343461,61,6vetaGijEBK3wfhtCUWRBS,0,66,3,3,6,4,4,8,9,0.213341,0.228779,1447.814798,8,0.001057
Abel Zavala,Abel Zavala,,471959,52,0UH4eoqwQgADwRoaKtEKc1,0,66,1,1,2,2,1,3,10,0.171851,0.180774,0,8,0.000357
Rvfv,Rvfv,,289231,73,2CCgb0KApjfQDuTppovpf8,0,66,9,14,23,10,20,30,7,0.282546,0.31862,2355.764832,10,0.001186
Harry Nach,Harry Nach,,205675,64,0NnUMWDCDi1snuMja6IdxH,0,66,8,12,20,10,19,29,7,0.263158,0.297137,1212.970483,10,0.001339
ZARAMAY,ZARAMAY,,171197,56,3wsYquQ9CiMlYG54BUR2ff,0,66,5,9,14,5,9,14,7,0.274306,0.304901,2102.537138,10,0.000805
Cristian Castro,Cristian Castro,,2549100,69,2AZOALDIBORfbzKTuliwdJ,0,66,10,7,17,12,8,20,7,0.288743,0.314792,3014.553069,6,0.001387
Enrique Guzman,Enrique Guzman,,470880,53,4FeDV8T2wgjzYKBamSp7MG,0,66,2,9,11,2,10,12,8,0.272696,0.298487,251.185859,6,0.000278
Sergio Dalma,Sergio Dalma,,698408,57,7x6XYw3yCC67Pizi4o0wvZ,0,66,3,2,5,4,2,6,8,0.232353,0.246145,8.301773,6,0.000431
Dyango,Dyango,,773156,55,0PbO1lSBsJPgyqdEypJJVb,0,66,3,1,4,12,1,13,9,0.189721,0.197447,118.581857,6,0.000448
Miranda!,Miranda!,,841323,66,2eEmsgWmUFMbtU7agJpnjY,0,66,7,7,14,8,8,16,8,0.2528,0.27436,4192.762093,6,0.000934
Kinky,Kinky,,466403,55,4WOIfFwyvx22jM0eg2fpKv,0,66,7,2,9,7,5,12,7,0.243227,0.257064,1763.228415,6,0.000966
Tercer Cielo,Tercer Cielo,,1410412,60,2bimgkRmsxRhhuWsOnd5rz,0,66,3,3,6,5,5,10,9,0.204134,0.220243,591.905506,8,0.000373
Marcela Morelo,Marcela Morelo,,62636,51,63xFjf6Ww22O5gHrBP79G9,0,66,2,6,8,3,8,11,8,0.261936,0.28643,425.550971,6,0.000542
Ciro y los Persas,Ciro y los Persas,,846706,59,2Eo4Yaukt9d6dnZrY5hQKi,0,18,3,0,3,3,0,3,0,0,0,0,6,0.000577
Leiva,Leiva,,612481,63,5Hsv8dUHHOdnn72q4XIVz7,0,66,17,12,29,20,15,35,8,0.238024,0.262878,6649.774955,6,0.003377
Karina,Karina,,219276,57,1QZuAtDYNrk2QMogJulsyq,0,66,1,2,3,1,2,3,8,0.238959,0.254668,82.869102,6,0.000438
Nahuel Pennisi,Nahuel Pennisi,,78732,58,4IjHltwoSKbUeZLPeULyDe,0,66,4,1,5,4,2,6,8,0.209939,0.221272,53.886318,6,0.000635
Hombres G,Hombres G,,3160195,70,60uh2KYYSCqAgJNxcU4DA0,0,66,4,7,11,5,9,14,8,0.263597,0.289173,3017.314455,6,0.000712
Los Enanitos Verdes,Los Enanitos Verdes,,3077213,70,4TK1gDgb7QKoPFlzRrBRgR,0,66,4,2,6,4,4,8,9,0.211286,0.22521,1601.431879,6,0.000663
Ana Torroja,Ana Torroja,,594077,59,5YekZn3GGnPIURNA6RG124,0,66,10,8,18,16,11,27,8,0.27729,0.305068,2206.297296,6,0.001085
Bebe,Bebe,,427465,57,2byU53ebtTxcAnIRE814Ts,0,66,6,4,10,6,5,11,8,0.261676,0.280876,938.995538,6,0.000604
Vicente Garcia,Vicente Garcia,,383274,62,2Otnykd696YidQYfEGVmNq,0,66,5,3,8,7,4,11,8,0.231197,0.246126,401.273921,6,0.000852
Toño Rosario,Toño Rosario,,236097,50,4DjY0CaKAejJgghVHTaOUy,0,2,5,0,5,6,0,6,0,0,0,0,3,0.000958
Delaossa,Delaossa,,166547,60,5Uox3n7m4W2CoM9MmHPJwQ,0,66,9,11,20,28,21,49,7,0.259357,0.287095,6332.061574,10,0.001695
TAICHU,TAICHU,,66185,52,3ou3XMRNmyDSy6gnC1bSgN,0,66,3,3,6,4,4,8,7,0.251272,0.270766,1063.456067,10,0.001159
No Te Va Gustar,No Te Va Gustar,,1836500,66,4ZDoy7AWNgQVmX7T0u0B1j,0,66,3,4,7,4,6,10,7,0.259271,0.278749,722.235775,6,0.000374
León Gieco,León Gieco,,235620,52,5yoimVE1rbc3kAx4uwr7eq,0,66,9,5,14,18,7,25,8,0.225135,0.240879,2614.363758,6,0.001382
Marta Sánchez,Marta Sánchez,,321457,62,368rTiMKMrz3b03az6B14w,0,66,3,7,10,5,9,14,7,0.284377,0.309626,294.977241,6,0.000338
Sinfonico,Sinfonico,,112228,55,17vZy9fIIt6woqdWfc7UCy,0,66,7,7,14,9,13,22,8,0.250953,0.27942,76.503129,0,0.00083
