,spotify_id,name_id,name,followers,betweeness_centrality,group,unique_collabs,total_collabs,image
194,7K9rdoOJSiKXoVXPlSkGKT,Paty Cantú,Paty Cantú,2044880,3652.546067,5,26,71,https://i.scdn.co/image/ab6761610000e5eb5409fe5698ee423576bc03d2
195,2e4nwiX8ZCU09LGLOpeqTH,Laura Pausini,Laura Pausini,2060829,1202.203987,5,17,25,https://i.scdn.co/image/ab6761610000e5eba1ca264aff097f33f02a9938
196,0h1zs4CTlU9D2QtgPxptUD,Ricardo Arjona,Ricardo Arjona,9460924,66.069224,5,5,6,https://i.scdn.co/image/ab6761610000e5eb9b7e4f8e868dc2adfe6c3f4d
197,4PrinKSrmILmo0kERG0Ogn,Trina,Trina,921984,10.891266,1,4,5,https://i.scdn.co/image/ab6761610000e5eb305f5f33baf8e7d11ff8b753
198,1noWnd8QFQD9VLxWEeo4Zf,Don Miguelo,Don Miguelo,210462,629.245792,0,26,45,https://i.scdn.co/image/ab67616d0000b273ba89160205df90af1437e0b2
199,5fJsY7afrbsyzJj9wdzJMh,"Tito ""El Bambino""","Tito ""El Bambino""",3167911,7134.22257,0,75,129,https://i.scdn.co/image/ab6761610000e5eb872ada5da8b8d530702a84f0
200,2bxxlINUlcMQQb39K7IopR,Abraham Mateo,Abraham Mateo,1401940,1571.175414,3,20,63,https://i.scdn.co/image/ab6761610000e5eb5e4204f8cf61cf28d566fb6e
201,7Bb4i0RT3zaudzb8KvxTUQ,Amarion,Amarion,67437,903.572395,0,44,59,https://i.scdn.co/image/ab6761610000e5eb3624f047eaa3715031d224e0
202,6kq4GHwUcUojGIu0ziSNXf,Amenazzy,Amenazzy,2214665,1524.72971,0,46,73,https://i.scdn.co/image/ab6761610000e5eb68c96322a861979fad62198c
203,16Juw2gfa9IxEL3Vu69cH7,Yaga & Mackie,Yaga & Mackie,413158,750.671568,0,36,117,https://i.scdn.co/image/ab6761610000e5eb021c0743f56ff5fb6091205a
204,3NpG6SsHaQETkdQVZH6V1E,Kiko el Crazy,Kiko el Crazy,81331,1063.662894,0,45,71,https://i.scdn.co/image/ab6761610000e5eb03c9a58bd8f5484b484b447c
205,65jIUih0ZeTUJhSTRuYxpi,Omy de Oro,Omy de Oro,196671,182.283314,0,31,52,https://i.scdn.co/image/ab6761610000e5ebbfa1bf676b75a8473e157f3b
206,2QUvtLq6oQaX0LNsYY2fas,Cauty,Cauty,847513,1842.824116,0,57,186,https://i.scdn.co/image/ab6761610000e5ebf67bd71f5d5143352062d13b
207,4bw2Am3p9ji3mYsXNXtQcd,Piso 21,Piso 21,8278171,1677.553616,3,27,46,https://i.scdn.co/image/ab6761610000e5eb4500483a1ba2e4cb2f8bde67
208,1aWJsBQa67l72j1VT3D6Ow,Micro TDH,Micro TDH,1297460,1281.550971,0,18,42,https://i.scdn.co/image/ab6761610000e5ebd3848049ad1aea071af77b40
209,4m6ubhNsdwF4psNf3R8kwR,KHEA,KHEA,4265802,7731.177095,2,53,204,https://i.scdn.co/image/ab6761610000e5eb16d81001af30e58bd1d7de4f
210,53KTldaJ8tHSkYU3nigfwP,Fonseca,Fonseca,2345363,6375.787772,3,29,51,https://i.scdn.co/image/ab6761610000e5ebf415fc312ef01c6c82c2af39
211,2t7vyRN71qtQT18frElAnV,Maikel Delacalle,Maikel Delacalle,398552,3199.055521,3,25,73,https://i.scdn.co/image/ab6761610000e5eb9d451fcfcced5a4402304cdc
212,7okwEbXzyT2VffBmyQBWLz,Maná,Maná,8220428,157.384762,1,8,9,https://i.scdn.co/image/ab6761610000e5eb152dcec8175d19fb12eeb8e0
213,6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernández,Alejandro Fernández,5794046,2104.169682,3,21,43,https://i.scdn.co/image/ab6761610000e5eb452691cfa37fdd5b3417ed0d
214,4VVEpEhC8NcR7AqNEds42U,Chimbala,Chimbala,431284,2857.325385,0,39,94,https://i.scdn.co/image/ab6761610000e5ebf9e5460dec9c8cb301761a06
215,69UypehHabb68utzfjAVlV,Kany García,Kany García,1601196,7073.233002,5,31,39,https://i.scdn.co/image/ab6761610000e5ebea847a803f68d39eae07afa2
216,0n6sKrG0xKAf8xmdqeNGke,Los Legendarios,Los Legendarios,75832,1.870741,1,8,37,https://i.scdn.co/image/ab6761610000e5ebe2322e7cfdaf1bea3fff8e79
217,50sIhX3HytFEwQXZJLUZQE,Alejo,Alejo,22058,1084.425152,0,8,21,https://i.scdn.co/image/ab6761610000e5eb3cef38d5d22d0db8177ff38a
218,4NEYQeEYBUjfaXgDQGvFvu,Franco De Vita,Franco De Vita,4065485,12835.328994,5,32,49,https://i.scdn.co/image/ab6761610000e5eb21fb9c2d53162906b9c23035
219,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,Nelly Furtado,3220620,600.963368,3,15,20,https://i.scdn.co/image/ab6761610000e5eb4cd5711d0422af7209cdf37a
220,5aB4SpKYteOJ8pAleoKkg7,Hector & Tito,Hector & Tito,684661,105.671778,1,26,54,https://i.scdn.co/image/0e005c30e982cd454a6eef07c89b0ae07e0c6b94
221,7npqy7rgdX2D3yfVyWExKo,Angel Y Khriz,Angel Y Khriz,858671,843.484009,1,25,115,https://i.scdn.co/image/ab6761610000e5eb4f12341242c8c3167d5c2ae2
222,0IUvQ8DrCymt5IHywZsda2,John Eric,John Eric,63995,20.455753,1,15,104,https://i.scdn.co/image/ab6761610000e5eb37f836ccfca349c18b6129c3
223,5C4PDR4LnhZTbVnKWXuDKD,Morat,Morat,6244168,3552.030088,3,27,200,https://i.scdn.co/image/ab6761610000e5ebeb27e0d833dcc24c376cb24c
224,6k8mwkKJKKjBILo7ypBspl,Ana Mena,Ana Mena,492526,2247.174313,3,20,23,https://i.scdn.co/image/ab6761610000e5eb34a09797a7e38ad9330ace9c
225,7xeM7V59cA1X8GKyKKQV87,Sin Bandera,Sin Bandera,4828597,374.320938,5,9,13,https://i.scdn.co/image/ab6761610000e5ebc013c0aa8fcc3e50677f5544
226,264nbMzGPSkDZqTY8nXwCG,Tommy Torres,Tommy Torres,849446,1296.590557,5,17,26,https://i.scdn.co/image/ab6761610000e5eb3ad2fd00f1e96ce0219af074
227,6ModsWtBph2rE6zCTVxvZt,Maite Perroni,Maite Perroni,1137500,460.119214,3,9,13,https://i.scdn.co/image/ab6761610000e5ebf804d78460a2469d69283161
228,0XIKGBo9PnK1ApI5tZA60d,DaniLeigh,DaniLeigh,1008607,215.88297,0,5,9,https://i.scdn.co/image/ab6761610000e5eb22b2d4713c50ae25a7201429
229,6tkyhGe9hGI3Lcfo4gVh6Z,ChocQuibTown,ChocQuibTown,613489,681.126662,3,22,41,https://i.scdn.co/image/ab6761610000e5eb08bfb67cb13074395532f417
230,5cDfQlhT80II3f2ECXm6oA,Chanell,Chanell,18938,133.525582,0,11,16,https://i.scdn.co/image/ab6761610000e5ebfa5f3f3ba3565c52fe74bf61
231,2MRBDr0crHWE5JwPceFncq,Juan Gabriel,Juan Gabriel,6757359,4646.738073,5,20,51,https://i.scdn.co/image/022102638a204d6cb0bb6276ba2656f9c92bf2c3
232,0UWZUmn7sybxMCqrw9tGa7,Juanes,Juanes,3920771,4483.518078,3,34,107,https://i.scdn.co/image/ab6761610000e5eb250f1e78d9f8b375b33e5ad6
233,1hcdI2N1023RvSwLzTtdsp,Natalia Lafourcade,Natalia Lafourcade,3413844,11704.873767,5,39,76,https://i.scdn.co/image/ab6761610000e5eb00d55232d7308bcad3108e42
234,7Hf9AwMO37bSdxHb0FBGmO,Alejandra Guzman,Alejandra Guzman,3014082,1544.903421,3,12,52,https://i.scdn.co/image/ab6761610000e5ebff480914a36f06a1dca2c8e8
235,23wEWD21D4TPYiJugoXmYb,Thalia,Thalia,4050366,4888.896843,1,31,42,https://i.scdn.co/image/ab6761610000e5eb1afdb4b3c2ffc005d366134e
236,5IFCkqu9J6xdWeYMk5I889,Gloria Estefan,Gloria Estefan,624168,470.461481,5,9,18,https://i.scdn.co/image/ab6761610000e5ebcb6ddcef04b60c7078151ac7
237,2weA6hhVqTIN2gSn9PUB9U,Celia Cruz,Celia Cruz,471580,2728.836621,5,29,135,https://i.scdn.co/image/ab6761610000e5ebb58cbc73f2b755f60134c54b
238,4pv1Jo4PbYI8LMADJoTWjE,Olga Tañón,Olga Tañón,718852,1032.178825,1,15,12,https://i.scdn.co/image/ab6761610000e5eb8260eae50a89f1292772b441
239,4uoz4FUMvpeyGClFTTDBsD,Ricardo Montaner,Ricardo Montaner,5033178,566.320737,3,14,22,https://i.scdn.co/image/ab6761610000e5eba52d55f1b4af8cc18bd557be
240,6Hf2g14O2TP25JUNZuvIgn,Alicia Villarreal,Alicia Villarreal,663812,458.440724,5,6,14,https://i.scdn.co/image/ab6761610000e5eb8d3b06c21fc45ce54f0581e4
241,4mN0qcMxWX8oToqfDPM5yV,José José,José José,5081891,3638.256786,5,14,42,https://i.scdn.co/image/ab6761610000e5eb0c387e6ddb399d55a8e51341
242,1JbemQ1fPt2YmSLjAFhPBv,Chayanne,Chayanne,6346212,292.882184,5,6,8,https://i.scdn.co/image/ab6761610000e5ebe2efbe510ede3ecd9db620f0
243,1d6dwipPrsFSJVmFTTdFSS,Paulina Rubio,Paulina Rubio,2389591,531.355985,3,10,34,https://i.scdn.co/image/ab6761610000e5eb020121a20d0935ee98019469
244,1ZVoRDO29AlDXiMkRLMZSK,La Ley,La Ley,1284511,144.476083,5,6,3,https://i.scdn.co/image/809530f901c9697984f669b6f4a6fea1dc9762f6
245,43qxAkuKFB6fMNSeS5dO7Z,Ana Bárbara,Ana Bárbara,1011181,3563.656639,5,13,13,https://i.scdn.co/image/ab6761610000e5eb014a2e5468aac4777b1d0b8a
246,2gDqGAadPIPiA7LtmNn74g,Gian Marco,Gian Marco,1165022,1516.407857,5,16,17,https://i.scdn.co/image/ab6761610000e5eb4ea81c45c3e7f96244ece553
247,4OgNARLQSC4yy7Dsa5cqxx,Yuri,Yuri,1912973,2866.802428,5,20,104,https://i.scdn.co/image/ab6761610000e5eb08d697859c0b6ad074734d04
248,7mWCSSOYqm4E9mB7V4ot6S,Miguel Bosé,Miguel Bosé,2114624,5108.382805,5,34,70,https://i.scdn.co/image/ab6761610000e5eb7d888623c984600e6af1fdc5
249,15YnmlNukYCFvwaFnoDwwV,José Luis Rodríguez,José Luis Rodríguez,823334,1551.25767,5,14,29,https://i.scdn.co/image/ab6761610000e5ebc70544f7af8dcacedbd2dc75
250,5xd2Tg7Zo8755eCy8Gxkp8,Ha*Ash,Ha*Ash,6645390,1167.930745,5,17,25,https://i.scdn.co/image/ab6761610000e5ebe950e4a585ee924a874014f9
251,77aLk6J8ofnVxa1eXK9jiU,Matisse,Matisse,851617,2356.94304,3,20,24,https://i.scdn.co/image/ab6761610000e5eb52493594acd9b3678e9128a9
252,2O3v9rCTzLhPFaGaAVgZLt,Río Roma,Río Roma,2442815,1036.0925,5,23,34,https://i.scdn.co/image/ab6761610000e5eb68c2164a213ca52f65fbd22f
253,4RjamFQJNT8nVbTKXJDJgv,Kalimba,Kalimba,1794206,602.717209,3,9,13,https://i.scdn.co/image/ab6761610000e5eb714e207a203d62693c6587a4
254,32x1uogH2zajP85pzZAtuE,Axel,Axel,1317589,1878.154555,5,18,21,https://i.scdn.co/image/ab6761610000e5eb3e2431574940af06903aea6a
255,5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,Danny Ocean,4196788,312.157224,3,12,16,https://i.scdn.co/image/ab6761610000e5eb5f8bb457ee2815cc276ddb9d
256,52iwsT98xCoGgiGntTiR7K,Quevedo,Quevedo,308484,1266.127163,2,9,12,https://i.scdn.co/image/ab6761610000e5ebe69c72bc38dd096c7bd42270
257,0AqlFI0tz2DsEoJlKSIiT9,Emilia,Emilia,825757,701.275022,2,15,26,https://i.scdn.co/image/ab6761610000e5ebaf96d1453d77d1d758c224bd
258,716NhGYqD1jl2wI1Qkgq36,Bizarrap,Bizarrap,6150553,8314.018761,2,60,70,https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19
259,2IMZYfNi21MGqxopj9fWx8,Rels B,Rels B,3855968,3208.089865,2,25,27,https://i.scdn.co/image/ab6761610000e5eb0bb169e3c278dc073b43d074
260,2qWK8K2Jfh67UqtwY8tCW6,YSY A,YSY A,1041520,531.388744,2,25,36,https://i.scdn.co/image/ab6761610000e5eb3c8d2ce6ac7e9cfdf6ba2808
261,4IG1SDlwgNKzqTmjBrvY3K,Rei,Rei,147755,2381.427684,3,25,92,https://i.scdn.co/image/ab6761610000e5eb351497ab26eae0bc95d8d7c6
262,4puAp107dCehraE47QXVQX,C.R.O,C.R.O,974380,5096.507864,2,45,61,https://i.scdn.co/image/ab6761610000e5eb7482d3ee6fb2ae5b235dec27
263,1SiLK8gdECx2iEm2SSj0Bl,Ak4:20,Ak4:20,496046,185.712498,2,9,9,https://i.scdn.co/image/ab6761610000e5ebe5ea83b5de23a89904c83e81
264,5pughe5rcsOq3GF0utMOs5,DrefQuila,DrefQuila,948138,124.471893,2,11,11,https://i.scdn.co/image/ab6761610000e5ebd87ca8a7a2e6ce6f83d9f956
265,6Nl4VXcX86fBMO4YE6oYfN,Asan,Asan,103806,455.78601,2,15,23,https://i.scdn.co/image/ab6761610000e5ebc3657d934d8dcbbb1c9f2b78
266,01m2XZ7m7rAz6KY3scTdaV,Neo Pistea,Neo Pistea,974181,4558.930475,2,53,99,https://i.scdn.co/image/ab6761610000e5eb8c5dee7ae8ad5d42182997d6
267,48vP5SxlTO6yOI7SLKIOQV,Obie Wanshot,Obie Wanshot,27254,49.791058,2,13,19,https://i.scdn.co/image/ab6761610000e5ebd7d6d1ddf37e9298033bc0c4
268,5TYxZTjIPqKM8K8NuP9woO,C. Tangana,C. Tangana,2085761,12973.577919,2,37,79,https://i.scdn.co/image/ab6761610000e5ebdfb9d2cb6a43021d9002a10e
269,40lro6xpFS9TxV2uC7yvs4,Leebrian,Leebrian,29932,212.878751,0,17,22,https://i.scdn.co/image/ab6761610000e5ebb50d4ea42cc7abe2f1376b83
270,2zPvDg6LI6NHPQVQIESjfW,Lara91k,Lara91k,29850,2567.82374,0,13,18,https://i.scdn.co/image/ab6761610000e5eb3b990d389d3f168bcde55038
271,2IKdK6PbitvCiXt1t2bPU6,Mesita,Mesita,196912,1220.128998,2,13,19,https://i.scdn.co/image/ab6761610000e5ebc14086a25b6bdf4329420d0d
272,1OBizG9nrnHJkrL9NjnWYN,Lucho SSJ,Lucho SSJ,293557,902.307097,2,29,29,https://i.scdn.co/image/ab6761610000e5eb5cf1ef8b05cdec830fef81dc
273,4IC2X34tZmHG3VfTbpzvwL,Julianno Sosa,Julianno Sosa,212172,569.806533,2,14,33,https://i.scdn.co/image/ab6761610000e5eb30abfbcd5d54894e9340e649
274,0Yg29FX1M4ayqjXs0ttZFq,Young Cister,Young Cister,194622,100.361334,2,14,36,https://i.scdn.co/image/ab6761610000e5eb7aeaaab2c42cbebe82f3c77c
275,6H70hylNqfc86Omz8GoyDB,Tobi,Tobi,131989,11.04259,2,10,7,https://i.scdn.co/image/ab6761610000e5ebe0c5c2874cbd8a612b36c15b
276,348pk4o3EhKmsSahzuClSf,CA7RIEL,CA7RIEL,148181,79.83316,2,12,16,https://i.scdn.co/image/ab6761610000e5eb687600a13bb57ef13f075c64
277,0VZrPa7mWAYXH4CwmYk8Km,Kidd Keo,Kidd Keo,2217139,574.515414,2,12,27,https://i.scdn.co/image/ab6761610000e5eb939db8fa23c5ea603ed04554
278,25THA9HUHoxpCT4LBp7UsZ,Vicentico,Vicentico,1386600,847.764753,5,20,28,https://i.scdn.co/image/ab6761610000e5ebbb862018edbbaeaeb0f960d0
279,0Hkx0YcHHxDRRbH9WsSW0I,Marcianos Crew,Marcianos Crew,161682,214.732295,2,17,16,https://i.scdn.co/image/ab6761610000e5eb058b22aa62c696ce58ddf1d4
280,4D2d63igYEdzhzFnxrSow7,Frijo,Frijo,598505,458.765399,2,25,21,https://i.scdn.co/image/ab6761610000e5eb2363470ece148dcbc06c9525
281,2byU53ebtTxcAnIRE814Ts,Bebe,Bebe,426557,285.303045,5,11,18,https://i.scdn.co/image/ab6761610000e5eb8608e12e17314f7b7469a1c2
282,5LeiVcEnsZcwc133TUhJNW,Belinda,Belinda,1473593,208.052934,3,14,77,https://i.scdn.co/image/ab6761610000e5eb0bd2a5deecd7641dfd693e34
283,60uh2KYYSCqAgJNxcU4DA0,Hombres G,Hombres G,3136312,75.39988,5,6,7,https://i.scdn.co/image/ab6761610000e5eb04c4062671c216a926f425f2
284,4U7lXyKdSf1JbM1aXvsodC,La Oreja de Van Gogh,La Oreja de Van Gogh,2911303,695.507071,5,11,13,https://i.scdn.co/image/ab6761610000e5ebc9ea82332c05d870ce3cfe6e
285,7mUBMaZW1MXGswaneb0JTT,Macaco,Macaco,403093,6462.858513,5,22,28,https://i.scdn.co/image/ab6761610000e5ebefee3250a04917d78a21a6cc
286,368rTiMKMrz3b03az6B14w,Marta Sánchez,Marta Sánchez,319294,425.65519,3,10,16,https://i.scdn.co/image/ab6761610000e5eb0564f328f301441b8e640bd7
287,5B6H1Dq77AV1LZWrbNsuH5,Jarabe De Palo,Jarabe De Palo,1329141,213.062725,5,7,8,https://i.scdn.co/image/ab6761610000e5eb70f08f633c78d37071b55f7a
288,5kSJMVPcTITrSZxTrHllVN,Vanesa Martín,Vanesa Martín,956509,3179.378642,5,26,35,https://i.scdn.co/image/ab6761610000e5ebcc0d81132bd8d26c7d990b29
289,3AIPhNgeF9S1Kyg9Yy3UQW,Dani Martín,Dani Martín,769525,1292.685538,5,21,40,https://i.scdn.co/image/ab6761610000e5eb4af41d5ca296f24f760f9cc2
290,7qAoXV4U0qDxQAUqhszjAA,Manuel Carrasco,Manuel Carrasco,1859523,59.357857,5,11,28,https://i.scdn.co/image/ab6761610000e5ebe8824b7a6dffc7ac76c96ef2
291,5xSx2FM8mQnrfgM1QsHniB,Danna Paola,Danna Paola,3886599,4732.790838,3,22,101,https://i.scdn.co/image/ab6761610000e5ebfd42f7d16d0a5c30c09e50ea
292,3VCrybIJKH7UurbDcZbMmn,Cami,Cami,738407,2163.217012,5,19,87,https://i.scdn.co/image/ab6761610000e5ebe6034cb3c8300c09cd179fea
293,49Z1AvGeUaBSanPaOmplK6,Andrés Cepeda,Andrés Cepeda,2456524,1370.173158,3,22,39,https://i.scdn.co/image/ab6761610000e5eb0be096b2196b0bdb00cdd63e
294,2urF8dgLVfDjunO0pcHUEe,Alvaro Soler,Alvaro Soler,1593423,276.106469,3,8,27,https://i.scdn.co/image/ab6761610000e5eb4f66ae1f0b375991c6d9ca2d
295,3bvfu2KAve4lPHrhEFDZna,Lola Indigo,Lola Indigo,773948,3343.842284,3,23,206,https://i.scdn.co/image/ab6761610000e5eb96f3b815e734ee172bcdf245
296,4TCAAIMmeZXCTVlHUsicOn,"Héctor Acosta ""El Torito""","Héctor Acosta ""El Torito""",684638,701.158854,1,18,20,https://i.scdn.co/image/ab6761610000e5eb09852b1b82e758366f576bd0
297,5Y3MV9DZ0d87NnVm56qSY1,Tiago PZK,Tiago PZK,2204895,3000.326522,2,19,31,https://i.scdn.co/image/ab6761610000e5ebfa1929a26839ae468cf85f07
298,3p3jPcp8b7WL9XYj4xlsWj,Snow Tha Product,Snow Tha Product,529077,136.672882,2,13,13,https://i.scdn.co/image/ab6761610000e5eba7de9f1c290f2e932fe83d90
299,5UN0rzL594mWY2RbOtZqIN,Ptazeta,Ptazeta,107918,1202.024921,2,8,9,https://i.scdn.co/image/ab6761610000e5eb0a04d3ebf0fda9a2b3a568ec
300,2x7PC78TmgqpEIjaGAZ0Oz,Trueno,Trueno,3611515,783.610361,2,13,18,https://i.scdn.co/image/ab6761610000e5eb18af5b851999c50e3b7b1cb4
301,6cC67GpmPCjQjOYLpmOGhN,Dani Ribba,Dani Ribba,335424,22.755287,2,9,13,https://i.scdn.co/image/ab6761610000e5ebfb21766fb6dad831cc8b7f72
302,38epWdyauFwdRkldqUMfWE,Chucky73,Chucky73,135821,306.425,0,20,40,https://i.scdn.co/image/ab6761610000e5eb7e7f9f4544d5e3a2ee800f94
303,3wsYquQ9CiMlYG54BUR2ff,ZARAMAY,ZARAMAY,170412,2424.585085,2,18,16,https://i.scdn.co/image/ab6761610000e5eb549c7c08031606b62b600917
304,2TQ4CGgxxCWHqa9yYIGDoU,Big Soto,Big Soto,789233,5310.013386,0,53,160,https://i.scdn.co/image/ab6761610000e5ebfcc91102f40f5daed383740a
305,5wUO3A6DT4tO5UDz21kE2Y,Neutro Shorty,Neutro Shorty,653252,2876.225291,0,24,68,https://i.scdn.co/image/ab6761610000e5ebddfb98195479b7e1a754ce2b
306,4cJD9t5QBFTUQcd3xfbOb2,Dillom,Dillom,329161,49.035857,2,16,3,https://i.scdn.co/image/ab6761610000e5ebba72ab78c81d0ea16818843e
307,66lf5bQo2BIEue1pxfgxQS,John C,John C,210307,978.929269,2,8,13,https://i.scdn.co/image/ab6761610000e5eb88cce591764e5d0dc95fb563
308,6vPXtLmNd3mW0dd1Rb9eQ9,Don Patricio,Don Patricio,583731,1838.793758,3,17,49,https://i.scdn.co/image/ab6761610000e5eb9e855ed552647416afe0e9ed
309,3E7NGbzUGlOjgYY8nvtijR,Paco Amoroso,Paco Amoroso,122852,740.404727,2,7,15,https://i.scdn.co/image/ab6761610000e5ebdef9c708fa272ebed879c84c
310,6GEaxHZNiogI175zUr4KvH,Axel Fiks,Axel Fiks,31152,1006.688987,5,9,9,https://i.scdn.co/image/ab6761610000e5eb3f142b103c461a7ac165f68f
311,4C29ETLBPmYKYwtJUepbJz,Seven Kayne,Seven Kayne,1093254,816.054731,2,20,23,https://i.scdn.co/image/ab6761610000e5eb3d1ed5beb2d6e6257dfc9b42
312,0Xo4VFS3v07L0GwIVkZLfg,Homer El Mero Mero,Homer El Mero Mero,212332,7216.894175,2,39,36,https://i.scdn.co/image/ab6761610000e5ebff0d6c65e8237b1096a6697a
313,768O5GliF0bqscyghggrbE,Polimá Westcoast,Polimá Westcoast,252639,2432.766907,2,34,59,https://i.scdn.co/image/ab6761610000e5eb76af908f3cfcac6cf6b5c220
314,1vqR17Iv8VFdzure1TAXEq,LIT killah,LIT killah,3640317,2140.743087,2,21,27,https://i.scdn.co/image/ab6761610000e5eb67d0ad198019f83fe131304b
315,0bYQe0JDIjxkSHQoXlfngl,ACRU,ACRU,289532,114.360231,2,9,3,https://i.scdn.co/image/ab6761610000e5ebb4985306d52643aaa2b57008
316,15RLdM61VHtknTIYIuNviR,Blunted Vato,Blunted Vato,269922,35.174422,0,18,12,https://i.scdn.co/image/ab6761610000e5eba79e3018641653ae8b2bfceb
317,5l4GdLELvdnXZVT5g947i3,LOUTA,LOUTA,152863,1195.209606,5,9,7,https://i.scdn.co/image/ab6761610000e5eb80d72d75245d1e6c2441b87b
318,2Jb9jVnCpWkXtoGznFJ6bF,Ecko,Ecko,987766,1767.292526,0,33,96,https://i.scdn.co/image/ab6761610000e5ebd84d831dd03085bd459a8bb4
319,0adJG3bdFTHCkTY28NkY4u,Bejo,Bejo,221687,2589.908443,2,21,19,https://i.scdn.co/image/ab6761610000e5ebf3ba08ecd314e20cea240a45
320,4QmDIEVrROsBAad02Mlc1p,Estani,Estani,13052,533.800961,2,9,10,https://i.scdn.co/image/ab6761610000e5eb0bed14130f7bfe8abce1d346
321,0sHeKC0Zcxpz4wOHHE5oJ7,Jay Kalyl,Jay Kalyl,167125,491.752334,4,13,12,https://i.scdn.co/image/ab6761610000e5eb5fe9738550881f6f7e3dbb83
322,0OROVBEZCocg0FcgJpyBse,Alex Sensation,Alex Sensation,165903,15.170161,0,17,34,https://i.scdn.co/image/ab6761610000e5eb82e1d726d26d83643e0d2455
323,4LbuSjHhhAddvN44qXpRJo,Amaia Montero,Amaia Montero,1019704,738.314866,3,8,14,https://i.scdn.co/image/ab6761610000e5eb1887f68f59e3f555754ebf2e
324,5dbaLmK5SHLLg8Z4CcTJpX,Greeicy,Greeicy,5647395,1652.25153,1,24,166,https://i.scdn.co/image/ab6761610000e5eb3f92d719fe7223ad9fdd2be6
325,1phfTBIocBW3UwqcYjaEN6,Mike Bahía,Mike Bahía,2599436,1234.053383,1,23,58,https://i.scdn.co/image/ab6761610000e5eb051bb93744074bf628c71822
326,1bZNv4q3OxYq7mmnLha7Tu,Fito Paez,Fito Paez,1282796,2053.645591,5,26,31,https://i.scdn.co/image/ab6761610000e5eb48a2c040284bcba297a4e6a6
327,6GRC8segVAr34gm6pjfSoQ,Fanny Lu,Fanny Lu,841417,3589.417332,1,18,25,https://i.scdn.co/image/ab6761610000e5ebd68ffbdb2e562fdd4eb866b5
328,5BwMgvRwlq61SmknvsVIQj,Rubén Blades,Rubén Blades,1179200,1162.379195,5,19,16,https://i.scdn.co/image/ab6761610000e5ebdea0cd678edd47fe4b31e3c7
329,5vLOlJcOKe9DfBC5LeLpSs,Lucas Arnau,Lucas Arnau,239638,706.460869,5,6,6,https://i.scdn.co/image/ab6761610000e5eb4a237edd6d1813444225a8db
330,1vrahybrKylgwkjhbmOz94,Yera,Yera,56066,791.802761,3,21,120,https://i.scdn.co/image/ab6761610000e5eb9805a7d2689558400db9d9d6
331,6dexNK5MjEL8UvmA5MjSgg,Felipe Peláez,Felipe Peláez,1087833,201.191273,5,9,14,https://i.scdn.co/image/ab6761610000e5ebbc5af9dec3d59aba54b468fa
332,3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,Silvestre Dangond,3691918,2823.794203,5,22,26,https://i.scdn.co/image/ab6761610000e5eb28b853a1c78b14c2cbc5086d
333,22P1OY4TRFRwhP0q29loQ8,Lali,Lali,1340248,1528.535416,3,17,23,https://i.scdn.co/image/ab6761610000e5eb36bd1496e4f707f8a6a5774d
334,11YLRSsZA3YVuQQtHXKTlz,Rafa Pabön,Rafa Pabön,208523,3170.64484,0,60,90,https://i.scdn.co/image/ab6761610000e5eb02421a368a7cc3fcaf147c06
335,3HH6yOn1yJNZo3RY5zEfy5,Javiielo,Javiielo,249517,721.488223,0,19,34,https://i.scdn.co/image/ab6761610000e5eba27ac01599c4291434bb2b87
336,62lbdm09j0QUbWB7SqCJvt,Anonimus,Anonimus,263901,3359.566123,0,90,175,https://i.scdn.co/image/ab6761610000e5eb353d4cda36afbd18d4c7b186
337,5RwfJb8wxN1fuodcPORVxP,José Luis Perales,José Luis Perales,1813945,771.919035,5,6,23,https://i.scdn.co/image/4758fc2c8895a4889fe887ea7198dd7d4e14464f
338,72v53CufRiSyqcQ78KUQ5p,José Maria Napoleón,José Maria Napoleón,857555,589.281178,5,8,100,https://i.scdn.co/image/ab6761610000e5eb6333b5d807b82832930171bd
339,1dJyh390MvfYPuNbhnbSDs,María José,María José,2008005,3802.629937,5,33,135,https://i.scdn.co/image/ab6761610000e5eb1db427adcfc7b6ba896a378b
340,1dbp04JzZ81JXlMGupCnJ8,Antonio José,Antonio José,480558,894.363914,3,17,34,https://i.scdn.co/image/ab6761610000e5ebf426747381f6b2e75f2cca34
341,3zhijRRIZX2B6G2T7vJl9p,Mijares,Mijares,1632492,1018.942144,5,10,13,https://i.scdn.co/image/ab6761610000e5eb084fa23929cb593f08f8dfce
342,0txXDZCdXBzha20sgN1GRk,Karen Méndez,Karen Méndez,529499,825.421005,1,7,12,https://i.scdn.co/image/ab6761610000e5eb0494f2ac44a6a81ff7654afb
343,7f02bxFbZIOVdSbYRNYvLT,Jerry Di,Jerry Di,246603,499.1532,0,27,78,https://i.scdn.co/image/ab6761610000e5eb62bf24aea73d22f18f8b54fb
344,6AT27ojKlBuZToFIGwQZDc,Sammy & Falsetto,Sammy & Falsetto,309083,50.794236,0,19,24,https://i.scdn.co/image/4cd90c5d3de7d6fe736bc420bf217092a39741eb
