source,target,edge_track_name,spotify_track_name,spotify_artists,track_name_conincides,artists_coincides,id,preview
Nicky Jam,Messiah,Mi Fantasía (feat. Messiah),Mi Fantasía (feat. Messiah),"Nicky Jam, Messiah",TRUE,TRUE,0iyJTZnNXL4FLgEKPGG3R4,https://p.scdn.co/mp3-preview/39f88f7ea2d26c81cc7543891ef85db1cf2e7cdb?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Manuel Turizo,DM,DM,"Nicky Jam, Manuel Turizo",TRUE,TRUE,15JgmxSEGcupkAwSEidmly,https://p.scdn.co/mp3-preview/b59e0157a8de82699400b392da391d4f48c1e687?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Ñejo,Voy A Beber - Remix,Voy A Beber - Remix,"Nicky Jam, Ñejo",TRUE,TRUE,0OBshoie90ABJmXp76BIp5,https://p.scdn.co/mp3-preview/d92e013437d825cc6e470f608081132a41a242c0?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Darell,Perdóname,Perdóname,"Nicky Jam, Darell",TRUE,TRUE,24UXULlkYRgpgHjHfWqPO4,https://p.scdn.co/mp3-preview/2a4d8a8d45b5347f2178f29d932f82c4ad0c5fd2?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,J Alvarez,"Mamasita Que Tu Quieres (feat. Daddy Yankee, Zion, J Alvarez & DJ Nelson)",,,,,,FALSE
Nicky Jam,DJ Nelson,"Mamasita Que Tu Quieres (feat. Daddy Yankee, Zion, J Alvarez & DJ Nelson)",,,,,,FALSE
Nicky Jam,Farruko,La Calle Me Hizo,La Calle Me Hizo,"Nicky Jam, Daddy Yankee, Farruko, Ñejo, J Alvarez, Gotay ""El Autentiko"", Baby Rasta, Cosculluela, Benny Benni",TRUE,TRUE,2bMSUpA43qHGHnQRaXv8VL,https://p.scdn.co/mp3-preview/96367f7ee7a3e078933ec817eb29e31d46ebcea3?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Baby Rasta,La Calle Me Hizo,La Calle Me Hizo,"Nicky Jam, Daddy Yankee, Farruko, Ñejo, J Alvarez, Gotay ""El Autentiko"", Baby Rasta, Cosculluela, Benny Benni",TRUE,TRUE,2bMSUpA43qHGHnQRaXv8VL,https://p.scdn.co/mp3-preview/96367f7ee7a3e078933ec817eb29e31d46ebcea3?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Benny Benni,La Calle Me Hizo,La Calle Me Hizo,"Nicky Jam, Daddy Yankee, Farruko, Ñejo, J Alvarez, Gotay ""El Autentiko"", Baby Rasta, Cosculluela, Benny Benni",TRUE,TRUE,2bMSUpA43qHGHnQRaXv8VL,https://p.scdn.co/mp3-preview/96367f7ee7a3e078933ec817eb29e31d46ebcea3?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Luigi 21 Plus,Piensas en Mí - Remix,Piensas en Mí - Remix,"Nicky Jam, Luigi 21 Plus, Jory Boy, Yelsid",TRUE,TRUE,2Y9R0N6cCxKCcV8sQZ9MAc,https://p.scdn.co/mp3-preview/52bd0d0da3ce00a797e59341bd0aa1cb9b720a28?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Jory Boy,Piensas en Mí - Remix,Piensas en Mí - Remix,"Nicky Jam, Luigi 21 Plus, Jory Boy, Yelsid",TRUE,TRUE,2Y9R0N6cCxKCcV8sQZ9MAc,https://p.scdn.co/mp3-preview/52bd0d0da3ce00a797e59341bd0aa1cb9b720a28?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Don Chezina,La Conspiracion,La Conspiracion,"Nicky Jam, Polaco, Lito, Master Joe, Don Chezina, O.G. Black",TRUE,TRUE,0pr6LlI2rGdwy0oaEamXae,https://p.scdn.co/mp3-preview/599d085b447e4daef3a1774c7e47c0555095010f?cid=774b29d4f13844c495f206cafdad9c86
Nicky Jam,Trebol Clan,Sacando Chispa (feat. Trebol Clan & David Deambulante),Sacando Chispa (feat. Trebol Clan & David Deambulante),"Nicky Jam, Trebol Clan, David Deambulante",TRUE,TRUE,6SFLKn06pfrHDj7dZNtoRW,https://p.scdn.co/mp3-preview/194d817cedfff6c978d6d9fe500c53261713f209?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Nio Garcia,Se Menea,Se Menea,"Don Omar, Nio Garcia",TRUE,TRUE,5HcTzlBkN28RpLhehJPdAa,https://p.scdn.co/mp3-preview/13a23ff776d373c33b4bc205575964e3ef11daee?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Tego Calderon,Bandoleros,Bandoleros,"Don Omar, Tego Calderon",TRUE,TRUE,4BxzNZpcm1j3JczZzGNe2k,https://p.scdn.co/mp3-preview/f115957a8a6adb2dec5f6ce36383fc27fcf0c803?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Plan B,Hooka,Hooka,"Don Omar, Plan B",TRUE,TRUE,0BenZn1xELuxhb7Pjwyjxv,https://p.scdn.co/mp3-preview/f9888d9aeb5914d2fc5f0fa6207658dddac8e19d?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Natti Natasha,Dutty Love,Dutty Love,"Don Omar, Natti Natasha",TRUE,TRUE,1dUf0QW1RX54gte36xblK7,https://p.scdn.co/mp3-preview/06eaf77ba66a7aad659a962eb5dd9b233ac83a86?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Hector & Tito,Amor De Colegio,Amor De Colegio,"Don Omar, Hector & Tito",TRUE,TRUE,14TM4GQDBc7uQfBq1tzd78,https://p.scdn.co/mp3-preview/60dc8f5bc7ddca1935be2dd888e77bcec1d504ad?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Zion & Lennox,Te Quiero Pa´Mi,Te Quiero Pa´Mi,"Don Omar, Zion & Lennox",TRUE,TRUE,59LU4Lg77TmoKykd3kEhxQ,https://p.scdn.co/mp3-preview/3bb21a265645534a7a13015db7decd07ed067f6b?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Juan Magán,No Sigue Modas Aka Ella No Sigue Modas,No Sigue Modas Aka Ella No Sigue Modas,"Don Omar, Juan Magán",TRUE,TRUE,06B37Giq2O6q4bAzXp1Ex7,https://p.scdn.co/mp3-preview/0f5ba2c628fa51b9cc374f150afecc679d157fa4?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Wisin,Soy Yo,Soy Yo,"Don Omar, Wisin, Gente De Zona",TRUE,TRUE,20Ca0pIyUwu9jIUJ2sr5cg,https://p.scdn.co/mp3-preview/90667b5ddf7725ae05776d9f2ab13673255fca1b?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Gente De Zona,Soy Yo,Soy Yo,"Don Omar, Wisin, Gente De Zona",TRUE,TRUE,20Ca0pIyUwu9jIUJ2sr5cg,https://p.scdn.co/mp3-preview/90667b5ddf7725ae05776d9f2ab13673255fca1b?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Yandel,MySpace (feat. Wisin & Yandel),MySpace (feat. Wisin & Yandel),"Don Omar, Wisin, Yandel",TRUE,TRUE,6uoOKr3dxk9GVIhmJyQPMh,https://p.scdn.co/mp3-preview/dc55eaf7ea8db836b1c146042932d6a7f51f1fba?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Wisin & Yandel,My Space,My Space,"Don Omar, Wisin & Yandel",TRUE,TRUE,3zpGn3dWTFVLgJwf0Q2OA3,https://p.scdn.co/mp3-preview/45dfda5a4d634e999cddd5d60677f7dd3572ace2?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Trebol Clan,Tu Cuerpo Me Arrebata,Tu Cuerpo Me Arrebata,"Don Omar, Trebol Clan",TRUE,TRUE,7iaBCftpUSjnBERFcyQxO9,https://p.scdn.co/mp3-preview/c305dbf0557aa4771d6617e2ea73716675035865?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Zion,Ronca,Ronca,"Don Omar, Héctor ""El Father"", Zion",TRUE,TRUE,2zpKkdzcnNFq2e0661iAIl,https://p.scdn.co/mp3-preview/4ee87aee32e09b6c457d92036e3c325e8eec653a?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Farruko,Ramayama,Ramayama,"Don Omar, Farruko",TRUE,TRUE,6gokadtiVvFO0nuAoOLX98,https://p.scdn.co/mp3-preview/32640a11a327303469853cd51aba627de01ced5d?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Tempo,Desafio (Intro),Desafio (Intro),"Don Omar, Tempo, Tego Calderon, Angel Y Khriz, Baby Rasta & Gringo, Ivy Queen, John Eric, Jomar, Karel, Voltio, Las Guanabanas, Los Ganjas, Maestro, Mexicano 777, Nicky Jam, Street Boris, Wisin & Yandel, Zion & Lennox, Alexis y Fido",TRUE,TRUE,79h5FSU8pO9FjNfh6UPmsD,https://p.scdn.co/mp3-preview/fc35354d1bda7a56f4c6adff48fad5b622049ac8?cid=774b29d4f13844c495f206cafdad9c86
Don Omar,Angel Y Khriz,Desafio (Intro),Desafio (Intro),"Don Omar, Tempo, Tego Calderon, Angel Y Khriz, Baby Rasta & Gringo, Ivy Queen, John Eric, Jomar, Karel, Voltio, Las Guanabanas, Los Ganjas, Maestro, Mexicano 777, Nicky Jam, Street Boris, Wisin & Yandel, Zion & Lennox, Alexis y Fido",TRUE,TRUE,79h5FSU8pO9FjNfh6UPmsD,https://p.scdn.co/mp3-preview/fc35354d1bda7a56f4c6adff48fad5b622049ac8?cid=774b29d4f13844c495f206cafdad9c86
