id,label,interval,followers,popularity,id,componentnumber,strongcompnum,indegree,outdegree,unique_collabs,weighted_indegree,weighted_outdegree,total_collabs,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
Evan Craft,Evan Craft,,526244,58,4vEpUOtKWtpotWkuv0Vlx4,0,22,13,12,25,19,33,52,8,0.220189,0.245741,3093.916709,4,0.003138
Barak,Barak,,680477,58,2IzxJqK9NbSIdw7rQVW03P,0,22,3,8,11,6,19,25,8,0.219544,0.241043,125.889421,4,0.000747
Julio Melgar,Julio Melgar,,831786,59,5O46r5EwzdUL8RR1aM6yU2,0,22,6,3,9,8,3,11,9,0.176301,0.18784,151.566095,4,0.001564
Alex Zurdo,Alex Zurdo,,1265959,62,0WI8OfWCRvK4nGHmKfFQmd,0,22,15,16,31,20,55,75,8,0.245269,0.277644,7070.325585,4,0.002234
Miel San Marcos,Miel San Marcos,,1259895,62,7zpvy5B9gb5KprNUzNCOEE,0,22,10,13,23,17,18,35,9,0.205363,0.230065,1963.789136,4,0.003015
Funky,Funky,,606009,61,4B4YYJ0BAYBK86yxqQV7mu,0,22,8,7,15,28,14,42,8,0.249076,0.27464,3542.802029,4,0.001822
Marcos Brunet,Marcos Brunet,,513738,54,7cLoxFihGCVL3s1K3xHK4I,0,22,12,3,15,26,36,62,10,0.170503,0.183105,1373.796538,4,0.003759
Annette Moreno,Annette Moreno,,263292,50,3ECxfxbxwRMTXdy1I5HWJq,0,22,3,5,8,7,6,13,9,0.208282,0.226841,1536.537678,4,0.00072
Danny Berrios,Danny Berrios,,386048,50,3e6e7N2fMD8rtk2PBVyMkm,0,22,2,2,4,1,1,2,8,0.21195,0.226046,0,4,0.000382
Coti,Coti,,250928,63,1OUDQLymoysITxprkd0Qvj,0,22,7,10,17,6,34,40,7,0.266719,0.293595,1590.268933,5,0.000714
Dyango,Dyango,,768073,55,0PbO1lSBsJPgyqdEypJJVb,0,22,2,2,4,4,3,7,8,0.19929,0.211693,420.164332,5,0.000571
DEKKO,DEKKO,,360379,68,6ZvYYrrfpb1Z7kICDyxWQE,0,22,2,3,5,2,3,5,8,0.245627,0.268362,26.005248,3,0.000427
Jorge Villamizar,Jorge Villamizar,,93848,53,3zPWcnruZBNnrd22uS8UBy,0,22,2,4,6,4,4,8,7,0.248525,0.26892,98.159144,5,0.000337
Angela Torres,Angela Torres,,128075,53,6LZA6PhNCwUfHzqfpN1nYL,0,22,6,2,8,5,2,7,8,0.225042,0.244148,945.045645,0,0.000966
Juan Ingaramo,Juan Ingaramo,,61886,52,2XVoz4hoXgQ3C2BTGxl9V2,0,22,8,11,19,2,9,11,7,0.266193,0.291236,1289.300919,5,0.000517
Los Amigos Invisibles,Los Amigos Invisibles,,372501,60,5x3mrCTZmkoTXURN7pWdGN,0,22,4,5,9,3,5,8,7,0.25482,0.277805,335.067203,5,0.000409
Gepe,Gepe,,319710,55,1fHGzTSloWCtrlKfbLNVhM,0,22,2,3,5,3,4,7,8,0.219902,0.236045,11.560554,5,0.000382
Los Pericos,Los Pericos,,1124758,62,7FnZWGw9lwOr7WzieTKEPR,0,22,3,8,11,2,8,10,7,0.284869,0.308881,1911.202664,5,0.000329
Los Nocheros,Los Nocheros,,492488,54,2ydE5oBt6cwsDxH1TpIFmO,0,22,8,5,13,10,4,14,7,0.243673,0.262431,588.930338,5,0.000441
Sael,Sael,,27338,58,6Itjwvv5YmsC8ZcI5N4Jux,0,22,5,14,19,4,15,19,7,0.288651,0.330239,1415.892491,0,0.000756
Corina Smith,Corina Smith,,141952,53,7mXfsy3lF4kU0f2KTNKSr8,0,22,4,12,16,2,15,17,7,0.289146,0.329324,64.76252,0,0.00035
Lapiz Conciente,Lapiz Conciente,,250601,50,0UTsdD7VIsEB9i7a6DDx5t,0,22,8,11,19,17,11,28,7,0.28095,0.31394,1295.793391,0,0.001226
Grupo Extra,Grupo Extra,,150043,57,4L5SLCIDWPPNGzrLraYCOS,0,22,4,4,8,6,3,9,8,0.247158,0.266428,395.029326,3,0.000525
Danny Romero,Danny Romero,,387472,55,30HlKUFTsqlFQsPfyv2yuM,0,22,3,11,14,6,19,25,7,0.288651,0.326593,468.519309,3,0.000332
Carlos Baute,Carlos Baute,,1681357,63,3smfreCkyJt7bShaTYpG77,0,22,2,12,14,3,27,30,7,0.304702,0.338431,373.817604,3,0.000355
Baby Bash,Baby Bash,,788905,61,12PSlydMSjEHzSCj9X5qv7,0,22,15,15,30,7,13,20,8,0.264314,0.291686,4526.317733,2,0.001554
Lérica,Lérica,,68059,61,4d3kmfoZBTuUPSUjgP45uo,0,22,3,13,16,4,142,146,7,0.302378,0.336636,408.732107,3,0.000302
Playa Limbo,Playa Limbo,,1593860,58,6XmHtVhgpE33VHFEp2V1P8,0,22,3,1,4,2,1,3,8,0.220333,0.234499,26.816687,5,0.000325
Pimpinela,Pimpinela,,1594385,60,7E7CVSqFdLyh0K4AE9uTMo,0,22,2,3,5,2,5,7,7,0.241577,0.260456,633.266721,5,0.00059
Fito y Fitipaldis,Fito y Fitipaldis,,1581242,65,1tZ99AnqyjgrmPwLfGU5eo,0,22,2,1,3,1,33,34,8,0.230585,0.244855,28.22821,5,0.000263
Elefante,Elefante,,1543658,66,5oYHL2SijkMY52gKIhYJNb,0,22,4,5,9,3,3,6,8,0.240114,0.256738,264.392975,1,0.000367
Edgar Oceransky,Edgar Oceransky,,154291,54,6genEcweKnEZ92TZvdeLFl,0,22,3,7,10,11,7,18,7,0.270249,0.29344,1013.551967,5,0.00041
La Unión,La Unión,,450107,56,2Ax9wZpdlg4r2zkc3pcI8U,0,22,2,1,3,3,1,4,9,0.185522,0.194176,2156.452138,5,0.000337
Fer Palacio,Fer Palacio,,1487418,62,4frBEXn8nhWzOVwfCSpuYB,0,22,3,4,7,2,2,4,9,0.218618,0.236334,242.550439,2,0.000297
Bacilos,Bacilos,,1484989,65,1mux8L6xg2Cmrc7k0wQczl,0,22,1,2,3,1,4,5,7,0.272654,0.290939,360.363192,3,0.000382
Wolfine,Wolfine,,1455381,58,2OnKRchqP7tT0FzTvWIFI7,0,22,1,3,4,2,8,10,8,0.262973,0.292163,2.395456,0,0.000304
Marcos Witt,Marcos Witt,,1380839,61,4x7kxyIgzgtrHYDQ8SCzo2,0,22,12,7,19,17,7,24,9,0.188268,0.206491,1362.946549,4,0.002187
Eddy Herrera,Eddy Herrera,,419025,56,4yNdrUaF54csrLixVTnqzC,0,22,4,4,8,1,5,6,8,0.236657,0.256668,49.786745,4,0.000257
Seth Condrey,Seth Condrey,,66884,50,4DeiqSO9kyWDr1KuQTYMVg,0,22,3,2,5,6,2,8,9,0.198061,0.214842,275.047494,4,0.001193
Su Presencia,Su Presencia,,212410,55,2gaFnEQydJdWNkT17NLZm3,0,22,4,2,6,9,6,15,8,0.21235,0.227777,0,4,0.000671
Essential Worship,Essential Worship,,19484,50,5ovBCDCRU118CMxJ1KpAOw,0,22,3,3,6,6,9,15,9,0.18031,0.193834,90.808692,4,0.000619
Christian Daniel,Christian Daniel,,75648,51,2fC8dVxeS2bsfIDvFj1M4V,0,22,3,5,8,4,6,10,8,0.275552,0.302665,459.634707,1,0.000594
Anahí,Anahí,,662214,68,0TeVa4xdLB8vdzjsvKH6Ri,0,22,1,2,3,1,9,10,7,0.270249,0.292995,32.901713,1,0.000299
El Tri,El Tri,,1390002,61,3HgZDevp7GspkLUAa5cKne,0,22,2,9,11,1,9,10,7,0.283074,0.313579,251.261693,1,0.000262
La Sonora Matancera,La Sonora Matancera,,190286,55,01p7Homi0d4XxZ06f2NYYD,0,22,3,2,5,29,42,71,9,0.177555,0.186046,107.56032,5,0.001402
Un Corazón,Un Corazón,,378811,58,4UGA0TDpRVVt2SCz8FZOMm,0,22,6,8,14,6,33,39,9,0.198586,0.219906,1698.158339,4,0.001522
Danilo Montero,Danilo Montero,,827856,56,2a48vLoCcVkOMcCSqXreOF,0,22,10,8,18,13,19,32,8,0.213561,0.233612,3024.467298,4,0.002442
Marco Barrientos,Marco Barrientos,,1258206,60,4VYSLPSI9yb8qkUpKyVQSJ,0,22,7,9,16,11,20,31,9,0.187639,0.206529,693.100762,4,0.001935
Johnny Prez,Johnny Prez,,147677,50,6gm3ZEpugRTHbtEn3A6Siw,0,22,4,8,12,4,10,14,8,0.2554,0.286265,7.928081,1,0.000337
ChiChi Peralta,ChiChi Peralta,,532899,60,5GNSVtCq2hiXDx7jUA5Iou,0,22,1,2,3,2,2,4,8,0.239772,0.255322,736.887031,4,0.000507
Sabino,Sabino,,588443,65,0zgFL90nGTrH2iOMD8Vysy,0,22,6,5,11,7,3,10,8,0.222003,0.238284,1314.944652,5,0.001424
Nicola Cruz,Nicola Cruz,,310007,52,0OltT51j3hIkgaDJqqPzDn,0,22,7,2,9,4,1,5,9,0.196501,0.207264,590.171259,5,0.001011
OV7,OV7,,1309826,59,5zaT4Qu9otu6z4oyWjRqM2,0,22,7,12,19,18,62,80,7,0.261342,0.287548,921.868992,5,0.000949
Kabah,Kabah,,782647,58,61hAcjvvUS6EXMpeeHwaDi,0,22,5,7,12,44,21,65,7,0.268419,0.294369,573.353919,5,0.000687
Fey,Fey,,1024388,58,3uC20p2EoNm5LYtzSVWdkL,0,22,4,7,11,8,16,24,8,0.230585,0.249299,42.263206,5,0.000633
Calo,Calo,,367632,56,2Qm12OdHFDHSpWhBMpO16L,0,22,7,7,14,23,81,104,7,0.246255,0.268359,491.050257,5,0.000918
The Sacados,The Sacados,,114234,50,55n0yLUMpJbCd20oPNRbo6,0,22,6,5,11,13,8,21,8,0.230585,0.249299,9.694382,5,0.000785
Magneto,Magneto,,866004,58,5v287QKYZ7Dyuw4CNzv89p,0,22,5,11,16,13,26,39,8,0.25367,0.280599,1274.385018,5,0.000711
Fabiana Cantilo,Fabiana Cantilo,,340340,53,5R6YR0pasdxlynyq0Abq7x,0,22,6,5,11,3,4,7,8,0.201917,0.212931,35.701037,5,0.000654
Luis Alberto Spinetta,Luis Alberto Spinetta,,686565,57,1MuQ2m2tg7naeRGAOxYZer,0,22,7,7,14,12,6,18,8,0.204057,0.216403,89.511818,5,0.001065
Pedro Aznar,Pedro Aznar,,290575,54,2FFrhWZS9vJsh2UvxYPRr6,0,22,9,8,17,21,8,29,8,0.248617,0.269925,776.630828,5,0.001112
Kike Pavón,Kike Pavón,,294574,52,2TkDdk47FGnvxcjQGDdPd0,0,22,8,8,16,11,7,18,9,0.204119,0.222758,217.305986,4,0.001502
Samuel Hernández,Samuel Hernández,,445125,52,17XxPdvl2MD39MnT9zhNjU,0,22,4,5,9,5,4,9,9,0.203441,0.219593,11.028683,4,0.000521
Musiko,Musiko,,157886,54,4A03xFVufDpEqOY9fQlFue,0,22,11,7,18,13,6,19,9,0.20338,0.21984,1499.002929,4,0.002524
Lead,Lead,,102082,50,5pyTY6jmdDNfKmmlo92Vfd,0,22,4,8,12,12,9,21,9,0.18128,0.199189,79.736215,4,0.000716
Girl Ultra,Girl Ultra,,111737,50,7i1CyQ1fogh4bkj3EPj3ls,0,22,4,3,7,4,4,8,8,0.212887,0.225876,490.420201,5,0.001519
Belanova,Belanova,,993805,62,3oNy8cjBtJzLC07I70sklp,0,22,1,1,2,1,1,2,8,0.210823,0.223419,97.396919,5,0.00037
Sergio Vargas,Sergio Vargas,,348177,52,4EzD52bDFGZTEeEucKHtDs,0,22,4,1,5,9,7,16,9,0.185063,0.194324,59.863251,5,0.000538
Tony Vega,Tony Vega,,736793,56,3Yg61bt7pZYX1bbMXEj8oY,0,22,7,5,12,4,2,6,8,0.227472,0.242719,78.843501,5,0.00076
Charles Ans,Charles Ans,,1180330,68,5lYeiQxUTcGKVgAuTqbTeL,0,22,9,4,13,9,8,17,8,0.2053,0.217225,2095.693963,5,0.002989
M2H,M2H,,139659,50,7bWN0FHvLppK8ozEH6exdi,0,22,4,4,8,6,4,10,8,0.231059,0.25006,979.220537,2,0.001351
Simpson Ahuevo,Simpson Ahuevo,,238553,56,6viZnVSHavFUcW0blu6Mvw,0,22,1,4,5,2,2,4,9,0.184962,0.19431,57.101761,5,0.001071
Gondwana,Gondwana,,984300,59,4nSgEvZncnC5oNPVrtwnLd,0,22,2,1,3,2,1,3,8,0.201495,0.211608,154.817778,5,0.000269
Emanero,Emanero,,57547,59,2BTS8Np1YzPQuXjgdlqsBB,0,22,5,4,9,9,5,14,8,0.232896,0.25221,1457.101193,2,0.000585
Dvicio,Dvicio,,1035828,62,2KxjMGXFgX1vt9grpbD3xI,0,22,3,9,12,3,19,22,6,0.287543,0.314812,294.840241,3,0.000728
Joe Vasconcellos,Joe Vasconcellos,,263624,53,4sGC7K2rSpWrWudBgYPMce,0,22,3,2,5,2,3,5,7,0.251774,0.271284,946.262086,5,0.000666
Moonkey,Moonkey,,85641,50,3qiQUUvazYmo7tBgQeb2rf,0,22,7,12,19,4,12,16,7,0.272764,0.305412,797.425085,2,0.000843
Recycled J,Recycled J,,183514,59,4bWHA8fMNjzfGPQqnh5D6y,0,22,14,9,23,34,94,128,8,0.234435,0.258932,774.04577,2,0.001326
Selecta,Selecta,,14712,50,1m9WPOccw8sizsVYUhSVjZ,0,22,4,10,14,77,13,90,8,0.261544,0.29184,527.904103,2,0.000937
Israel B,Israel B,,46256,57,16M8fuShcwX8uBDdmFZH9B,0,22,20,11,31,32,11,43,8,0.257252,0.278361,4161.615546,2,0.002133
Bardero$,Bardero$,,294384,58,5Q2fyL2TcdUY9IqKTkGk5G,0,22,8,6,14,5,18,23,8,0.227242,0.247838,70.449401,2,0.000603
Sergio Dalma,Sergio Dalma,,695371,57,7x6XYw3yCC67Pizi4o0wvZ,0,22,1,2,3,1,2,3,8,0.242533,0.259458,0,5,0.000381
Harry Nach,Harry Nach,,202781,64,0NnUMWDCDi1snuMja6IdxH,0,22,8,5,13,21,5,26,8,0.268955,0.299887,406.868042,1,0.001215
Luck Ra,Luck Ra,,247504,62,4kcQWQDK0u9AftVSpdrAgk,0,22,5,7,12,2,5,7,9,0.212753,0.229809,208.022123,2,0.000625
MYA,MYA,,468864,62,5Rj6rNR8zIlUUDCs1OyPmW,0,22,3,14,17,2,27,29,7,0.296004,0.33037,1275.127966,2,0.000366
Vicente Garcia,Vicente Garcia,,382100,62,2Otnykd696YidQYfEGVmNq,0,22,5,2,7,6,5,11,8,0.206432,0.217963,60.332256,5,0.000517
Elsa y Elmar,Elsa y Elmar,,147431,62,5nKGeITSNCVP76muyOlszy,0,22,7,1,8,10,1,11,8,0.179494,0.187421,546.477495,5,0.001071
Mœnia,Mœnia,,725418,62,3QmmtMrEf7aQrsd1VtejAV,0,22,3,6,9,7,12,19,8,0.235007,0.256804,118.710583,5,0.000516
Sentidos Opuestos,Sentidos Opuestos,,864169,54,1xJAOe5igcfHGUbMHxsTBq,0,22,5,4,9,17,7,24,7,0.255206,0.27683,541.75394,5,0.000706
Chusterfield,Chusterfield,,26375,51,3m6N2XBSZqfkujRvGYcdi8,0,22,4,4,8,1,1,2,9,0.169773,0.176747,87.434268,2,0.000283
Majo y Dan,Majo y Dan,,236070,55,0cEa9u1e3cDLXCZxxiuEmi,0,22,2,5,7,2,7,9,10,0.170073,0.182973,83.899056,4,0.000575
Alex Bueno,Alex Bueno,,213881,55,7esCoLcCoCK7FPa9casAH4,0,22,2,2,4,10,2,12,8,0.22686,0.243793,725.652311,5,0.000745
Ilegales,Ilegales,,125392,50,1hMa6SwU2t8eUEETAAbk9z,0,22,6,3,9,3,4,7,8,0.24825,0.270632,1101.623433,5,0.000992
Los Hermanos Rosario,Los Hermanos Rosario,,236885,50,40FzPNKgu0k9VMvvidiKCl,0,22,4,2,6,34,2,36,8,0.23724,0.256065,859.093559,5,0.001189
Aterciopelados,Aterciopelados,,681905,56,3MqjsWDLhq8SyY6N3PE8yW,0,22,2,6,8,1,8,9,7,0.26746,0.286834,162.053986,5,0.000262
Raly Barrionuevo,Raly Barrionuevo,,163919,50,0mdD8YXAyJDJ2BHxIKF0Yf,0,22,10,7,17,2,3,5,8,0.218973,0.230661,688.378587,5,0.000548
Yung Beef,Yung Beef,,313586,63,1rTUwYS38LkQTlT2fhikch,0,22,20,27,47,15,45,60,7,0.271665,0.306627,2041.715011,2,0.001034
Simon la Letra,Simon la Letra,,100767,61,6hYxQDiGct9yfRlSEv3F8a,0,22,1,1,2,1,2,3,8,0.217841,0.234312,0,2,0.000489
Golpe a Golpe,Golpe a Golpe,,402035,51,0nqpXa8bkBlWgS9FKhNCuj,0,22,2,8,10,1,11,12,7,0.278282,0.310962,25.693943,0,0.000339
Jeeiph,Jeeiph,,195835,53,6ZtLRqHEkAXPWVw0eRbDac,0,22,3,10,13,2,131,133,7,0.288651,0.326593,67.045899,0,0.000304
King Lil G,King Lil G,,393372,55,6L3x3if9RVimruryD9LoFb,0,22,6,3,9,2,1,3,9,0.209122,0.221692,0,2,0.000589
Rvfv,Rvfv,,281449,73,2CCgb0KApjfQDuTppovpf8,0,22,6,8,14,7,9,16,7,0.275327,0.305638,698.95931,3,0.000787
Nach,Nach,,770361,57,66ArjpKRgw8vYBf9yhktto,0,22,2,40,42,2,206,208,6,0.359467,0.410856,1764.77785,1,0.000292
Ms Nina,Ms Nina,,140433,52,43Hr2FjhVehkROIIEb7EfQ,0,22,4,2,6,2,4,6,8,0.225117,0.24444,216.284749,2,0.000515
Natos y Waor,Natos y Waor,,674953,62,1QJbbsxg2wqidJj51d3otw,0,22,7,15,22,6,29,35,8,0.244913,0.274995,847.389512,2,0.000919
El Jincho,El Jincho,,247085,55,2w1wJcGdJQ4Lw08oKBnDsw,0,22,13,11,24,13,9,22,8,0.251586,0.277985,2612.893142,0,0.001505
Denom,Denom,,120514,51,0fwnNjAay5ZHP5bAd63g8Y,0,22,10,19,29,11,12,23,8,0.230113,0.257705,3362.054995,2,0.000827
Blasfem,Blasfem,,6255,56,4FActBvkmDc8h3sI5vbMPZ,0,22,5,12,17,46,14,60,9,0.219258,0.245524,1258.322669,2,0.001246
Arce,Arce,,294647,51,7eH1UUCyxL8Wf9PztvvPJ6,0,22,2,7,9,2,10,12,7,0.265354,0.286979,1009.665276,2,0.000408
Dulce,Dulce,,390098,50,6ZYIXbXuZWooEUSJlRtew2,0,22,1,4,5,1,23,24,8,0.239602,0.257947,0,5,0.000385
Little Jesus,Little Jesus,,335601,57,5p1ARDx76hnOXoeigLIKit,0,22,4,5,9,5,7,12,8,0.213561,0.227533,417.235317,5,0.001552
Ceky Viciny,Ceky Viciny,,135534,53,5UopXhshFFqRIMfeZrBclq,0,22,12,18,30,50,57,107,7,0.283551,0.327038,536.636355,0,0.001328
Café Quijano,Café Quijano,,343392,56,2ECP3nWC88LaFz4oQzTo3Z,0,22,1,6,7,3,10,13,7,0.272433,0.296319,103.129607,5,0.000282
Daniela Spalla,Daniela Spalla,,111970,57,2VSRhqonKsL7KRAIk8SMmt,0,22,3,3,6,14,8,22,9,0.159602,0.166813,221.713529,5,0.00057
Flans,Flans,,604859,59,4zbqGb99bANxJBsvwRr2zT,0,22,1,1,2,2,1,3,9,0.214445,0.230666,9.747851,5,0.000278
Super Yei,Super Yei,,354562,62,6HqgxkTt9KGyt27zYrwVan,0,22,1,25,26,1,76,77,7,0.28927,0.338809,30.978335,0,0.000403
SFDK,SFDK,,584143,57,56n1NeXsTOOxjX3Z4lVMTJ,0,22,8,14,22,6,11,17,8,0.234353,0.251145,1161.236519,2,0.001369
Morodo,Morodo,,421772,53,2OnH4HpywAxWkSOEsyjdjn,0,22,13,5,18,4,1,5,9,0.195249,0.207752,107.961913,2,0.001298
Rapsusklei,Rapsusklei,,309252,51,451DVjaBuGYfvDfvG9MxaG,0,22,10,9,19,12,9,21,8,0.218264,0.234819,3132.351056,2,0.003027
ToteKing,ToteKing,,237285,51,224rbIjYbXaTI7lnP2ZMNJ,0,22,18,20,38,8,11,19,8,0.242533,0.268774,3344.047688,2,0.002207
Green Valley,Green Valley,,250651,51,1v7iZcyrm4fHfsEBiseomy,0,22,11,7,18,7,9,16,8,0.239943,0.258224,2196.802271,2,0.001511
Pepe : Vizio,Pepe : Vizio,,28590,50,4rvJ0Ktz2X2Erea9XUHxfu,0,22,5,9,14,5,11,16,8,0.239007,0.262283,240.568531,2,0.000671
LOWLIGHT,LOWLIGHT,,10589,53,7LHU5Uga349zOVMpDPf4ij,0,22,10,7,17,13,20,33,8,0.232494,0.254167,388.713723,2,0.001539
Ayax y Prok,Ayax y Prok,,562657,61,5Ypafuz95Xk09YDf4tgAvU,0,22,4,13,17,9,57,66,8,0.230664,0.256777,492.691758,2,0.000545
Dollar Selmouni,Dollar Selmouni,,66919,55,2544NCTfffschCn1NZVMSb,0,22,7,8,15,11,11,22,8,0.224368,0.245955,790.34446,2,0.00094
Foyone,Foyone,,156956,52,1F2erLLqRHbaFvEYHeVIHJ,0,22,16,16,32,14,26,40,8,0.229018,0.254898,2861.293817,2,0.001586
Hard GZ,Hard GZ,,207290,56,79N4S7UXdjo2fAh3OHJQuB,0,22,9,11,20,16,59,75,8,0.217841,0.237717,450.097931,2,0.000561
Juancho Marqués,Juancho Marqués,,138165,51,5JcO3FHEBbWTQMUHmWtU2g,0,22,12,13,25,5,4,9,9,0.222589,0.242429,118.901628,2,0.00059
Easy-S,Easy-S,,43852,50,4oNsvVnFz4HQ0UPpPFSuJX,0,22,9,5,14,12,8,20,10,0.191043,0.204097,124.239686,2,0.001117
Living,Living,,70550,51,2miffAnnUvKSyB9ykA2su9,0,22,3,1,4,3,1,4,10,0.165724,0.176553,0,4,0.000629
Los Abuelos De La Nada,Los Abuelos De La Nada,,514472,60,5R3NywPPOyhLfdvutgg0me,0,22,1,5,6,1,6,7,8,0.227395,0.243645,2156.452138,5,0.000509
Benjamín Amadeo,Benjamín Amadeo,,90137,50,6GYXfifD78PYARjZzxQzrG,0,22,2,7,9,1,8,9,7,0.274207,0.297135,694.75906,5,0.00033
Natalie Perez,Natalie Perez,,189757,61,1Y99HOeRzRc27my6NJE3rE,0,22,5,4,9,4,5,9,8,0.241491,0.26025,589.073295,5,0.000489
Los Tipitos,Los Tipitos,,435096,52,1SykQGBiBwkQ1fcGpJ1BJt,0,22,4,7,11,2,8,10,8,0.239347,0.25854,331.709336,5,0.00033
Toma Tu Lugar,Toma Tu Lugar,,168970,52,7xJZNfI5Yks87tn3ebHy9h,0,22,2,2,4,35,10,45,11,0.145698,0.153098,0,4,0.00182
Johnny Pacheco,Johnny Pacheco,,190817,50,09947uhj2ZwU9mFXK5v50o,0,22,6,4,10,15,45,60,8,0.198177,0.210451,968.478893,5,0.001069
Rojo,Rojo,,458637,52,5NvKO965JkIJanRuKQPVN6,0,22,3,2,5,1,2,3,8,0.231218,0.24525,1015.870344,4,0.000375
Los Claxons,Los Claxons,,448376,55,4AgfaZvOiSS97uy5ekQ7bf,0,22,3,1,4,2,1,3,8,0.209447,0.221289,24.482058,5,0.00028
La Zowi,La Zowi,,153296,52,1jB62pOe5WpGiHOBDtKBBG,0,22,7,5,12,7,2,9,8,0.217911,0.234559,4.813266,2,0.000389
JC el Diamante,JC el Diamante,,25189,50,1FxsUemFullSXJpySUsT0J,0,22,1,1,2,1,1,2,9,0.208217,0.22019,18.613956,3,0.000321
Generación 12,Generación 12,,419331,55,1w76rpst0I6hGUgCR2B33C,0,22,2,11,13,15,16,31,8,0.219974,0.244505,124.566995,4,0.000407
Los Manseros Santiagueños,Los Manseros Santiagueños,,224798,52,0IAWTLWnUIzKVQDTGoYJk2,0,22,4,3,7,1,1,2,9,0.179829,0.186628,0,5,0.000296
Lennis Rodriguez,Lennis Rodriguez,,56106,55,4Rzu63KnqMsThOdfkrJk1Z,0,22,7,5,12,7,8,15,8,0.262768,0.287154,1331.853031,3,0.000974
Rawayana,Rawayana,,395765,56,2AbQwU2cuEGfD465wCXlg2,0,22,4,5,9,2,5,7,8,0.22625,0.244233,848.449914,5,0.000448
Yiyo Sarante,Yiyo Sarante,,392750,58,2rwLjVHS15sfzciKXXNbgA,0,22,2,1,3,1,1,2,8,0.219472,0.233992,0,0,0.00042
La Factoria,La Factoria,,296579,65,4VsbQvC84B8Z3IsBY1HLQy,0,22,3,4,7,8,87,95,8,0.244824,0.270056,658.518075,6,0.000575
Mach & Daddy,Mach & Daddy,,102399,51,5Q1vijNjTVhQBoVrZVXms8,0,22,2,3,5,4,7,11,9,0.218194,0.236977,8.148218,6,0.000411
Gloosito,Gloosito,,20061,52,1MXug5KOetEEQjjvCPWwIm,0,22,5,6,11,2,2,4,8,0.219902,0.2386,0,2,0.000396
Kabasaki,Kabasaki,,4287,54,4rO00pQq33bIv73QyJdivX,0,22,13,11,24,12,18,30,8,0.24825,0.274723,2330.601858,2,0.001451
Saramalacara,Saramalacara,,106143,54,3QchzUOTSCKWmaRGEEiuir,0,22,6,2,8,5,1,6,10,0.156417,0.163791,1348.750866,2,0.001143
Soto Asa,Soto Asa,,112482,58,6gyhsZUy2fzzWZBRVPmOw4,0,22,5,5,10,2,10,12,8,0.237491,0.261078,8.633063,2,0.000285
El Búho,El Búho,,112791,51,1I7FVmvisCtSFzmm87mbLR,0,22,8,8,16,2,3,5,8,0.244469,0.265695,760.964628,5,0.001227
Karina,Karina,,216167,56,1QZuAtDYNrk2QMogJulsyq,0,22,1,3,4,1,2,3,8,0.213224,0.228713,463.618487,4,0.000529
Miranda,Miranda,,66331,50,0DjGDEVSQsodFbL1bMVPRs,0,22,9,19,28,5,25,30,6,0.294838,0.329896,2993.098031,5,0.000637
Cyril Kamer,Cyril Kamer,,55186,57,3J1MhhyXLJRNRZVrx11Lbf,0,22,2,3,5,2,2,4,8,0.230506,0.247799,103.638008,2,0.000272
Quantic,Quantic,,288709,59,5ZMwoAjeDtLJ0XRwRTgaK8,0,22,1,4,5,1,7,8,8,0.22894,0.248661,738.501448,5,0.000677
Milly,Milly,,43925,53,7kXCcNRLEnblbTAppPraBp,0,22,4,17,21,3,35,38,7,0.287298,0.328578,167.91166,0,0.000387
Eix,Eix,,30731,57,384MqcXCGGFh9UcjI5Tpc5,0,22,2,29,31,1,45,46,7,0.299157,0.349551,25.516352,0,0.000267
King Savagge,King Savagge,,94020,68,7DXregrznS25AM30UY9sUU,0,22,2,2,4,2,1,3,8,0.214445,0.229082,52.154504,2,0.000579
Chano,Chano,,136873,54,14lvrkdaXxggonwjKZpePM,0,22,1,4,5,1,12,13,8,0.247976,0.26558,108.43641,5,0.000298
Nekxum,Nekxum,,1859,52,4gZwJrNP5NG3KGS2dRcS5c,0,22,2,2,4,13,3,16,8,0.246255,0.268278,2.491109,0,0.000427
JC Reyes,JC Reyes,,64735,64,0FwnPHExlRRxEZPLAi5tmG,0,22,6,3,9,6,7,13,8,0.233784,0.254317,983.150531,0,0.001118
Calero LDN,Calero LDN,,114477,50,0VD8vX2wvCYYD0SMFCZeRR,0,22,12,12,24,6,2,8,8,0.199173,0.210365,871.096019,2,0.000912
Nikone,Nikone,,233894,53,105iYV1T7lf8Rysxo0KzfD,0,22,4,4,8,12,9,21,8,0.199881,0.212961,686.131108,2,0.000372
Lupita's Friends,Lupita's Friends,,4899,50,7gGKjAXKRyDUhSUhFDIaAW,0,22,9,15,24,46,17,63,7,0.240542,0.259919,849.978579,2,0.000407
Atomic Otro Way,Atomic Otro Way,,110616,58,05i5DIXDf4Ai4NEPEi3uBZ,0,22,4,1,5,3,1,4,9,0.216164,0.230732,6.824132,0,0.000588
Walls,Walls,,94692,55,6tvDaHOPNWfkc9Q8IghqSR,0,22,3,5,8,2,4,6,8,0.210559,0.222056,1877.663861,2,0.000679
Abhir Hathi,Abhir Hathi,,12663,65,2D8UzkIVdg1bj0Iqz6gjk0,0,22,5,5,10,2,10,12,9,0.199941,0.215104,76.016015,2,0.001073
