,spotify_id,name_id,name,followers,popularity,betweeness_centrality,group,unique_collabs,total_collabs,image
263,4PrinKSrmILmo0kERG0Ogn,Trina,Trina,925995,55,0.0,6,2,4,https://i.scdn.co/image/ab6761610000e5eb305f5f33baf8e7d11ff8b753
264,72R3RMGmSmzG57R7OUaDaN,Toby Love,Toby Love,580223,52,491.335541,3,14,21,https://i.scdn.co/image/ab6761610000e5ebb28d8611e2dd7854d77d8cc9
265,3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,Ovy On The Drums,161215,70,486.265915,2,25,31,https://i.scdn.co/image/ab6761610000e5eb4bb8dc84b665069642ed381e
266,1aWJsBQa67l72j1VT3D6Ow,Micro TDH,Micro TDH,1307751,67,1781.590429,2,24,47,https://i.scdn.co/image/ab6761610000e5ebd3848049ad1aea071af77b40
267,64CJy4LTJjFj7lcDxTECn2,FABRO,FABRO,6762,52,174.607577,10,10,11,https://i.scdn.co/image/ab6761610000e5eb46ce3979f5472594b30083e1
268,5Rj6rNR8zIlUUDCs1OyPmW,MYA,MYA,472464,62,7357.791192,10,31,45,https://i.scdn.co/image/ab6761610000e5eb3e748a80dfef04c3494af36a
269,4aSlfXDn9R60UlbZEboBUy,YOVNGCHIMI,YOVNGCHIMI,31719,55,17.606207,0,11,12,https://i.scdn.co/image/ab6761610000e5eb4d8c21b6356b53bc4e374ce9
270,7mXfsy3lF4kU0f2KTNKSr8,Corina Smith,Corina Smith,142821,53,184.721927,0,22,26,https://i.scdn.co/image/ab6761610000e5eb44e8e4bc1f4de805a806cf0c
271,38epWdyauFwdRkldqUMfWE,Chucky73,Chucky73,137291,60,2216.477322,0,34,37,https://i.scdn.co/image/ab6761610000e5eb7e7f9f4544d5e3a2ee800f94
272,2t7vyRN71qtQT18frElAnV,Maikel Delacalle,Maikel Delacalle,400346,61,7452.420122,10,40,48,https://i.scdn.co/image/ab6761610000e5eb9d451fcfcced5a4402304cdc
273,53KTldaJ8tHSkYU3nigfwP,Fonseca,Fonseca,2361061,67,7295.162353,6,29,46,https://i.scdn.co/image/ab6761610000e5ebf415fc312ef01c6c82c2af39
274,0AspLZGQkP38yddNoD0pLn,Mario Bautista,Mario Bautista,1642207,59,237.419418,2,15,21,https://i.scdn.co/image/ab6761610000e5eb9062037c3e483e41b9be0957
275,4VVEpEhC8NcR7AqNEds42U,Chimbala,Chimbala,435273,67,1011.603531,13,40,54,https://i.scdn.co/image/ab6761610000e5ebf9e5460dec9c8cb301761a06
276,2biH2I1TvZlIIIc5W14oIJ,"Franco ""El Gorilla""","Franco ""El Gorilla""",276050,58,2794.79227,3,44,84,https://i.scdn.co/image/ab6761610000e5eb604bb37c53f3b4a250527ac2
277,32x1uogH2zajP85pzZAtuE,Axel,Axel,1323631,57,2203.397978,6,13,18,https://i.scdn.co/image/ab6761610000e5eb3e2431574940af06903aea6a
278,4NEYQeEYBUjfaXgDQGvFvu,Franco De Vita,Franco De Vita,4095541,68,7456.477205,6,31,40,https://i.scdn.co/image/ab6761610000e5eb21fb9c2d53162906b9c23035
279,2MRBDr0crHWE5JwPceFncq,Juan Gabriel,Juan Gabriel,6791318,73,8649.360671,6,35,53,https://i.scdn.co/image/022102638a204d6cb0bb6276ba2656f9c92bf2c3
280,3NIZFmehJM8YiGpCdihlck,LA INDIA,LA INDIA,766387,57,4167.298748,6,11,18,https://i.scdn.co/image/ab6761610000e5eb252d4c6ef84e1efcd9825500
281,0WZOmdnCln6FK6GM9e2tGm,Redimi2,Redimi2,1822557,63,13134.968985,8,28,86,https://i.scdn.co/image/ab6761610000e5ebf44e0586f36d65e94fce58e8
282,0IUvQ8DrCymt5IHywZsda2,John Eric,John Eric,64537,58,69.492996,3,14,15,https://i.scdn.co/image/ab6761610000e5eb37f836ccfca349c18b6129c3
283,5aB4SpKYteOJ8pAleoKkg7,Hector & Tito,Hector & Tito,689768,58,234.061999,3,14,21,https://i.scdn.co/image/0e005c30e982cd454a6eef07c89b0ae07e0c6b94
284,6ModsWtBph2rE6zCTVxvZt,Maite Perroni,Maite Perroni,1141894,68,1015.162933,7,16,44,https://i.scdn.co/image/ab6761610000e5ebf804d78460a2469d69283161
285,7xeM7V59cA1X8GKyKKQV87,Sin Bandera,Sin Bandera,4858017,69,625.071552,6,10,13,https://i.scdn.co/image/ab6761610000e5ebc013c0aa8fcc3e50677f5544
286,49Z1AvGeUaBSanPaOmplK6,Andrés Cepeda,Andrés Cepeda,2474747,63,3810.503277,6,24,35,https://i.scdn.co/image/ab6761610000e5eb0be096b2196b0bdb00cdd63e
287,3lY9Fxceu60W1rbon7PkuF,Omar Montes,Omar Montes,435747,70,6883.155238,10,41,55,https://i.scdn.co/image/ab6761610000e5ebb482ef57eda2cd57e7661446
288,6k8mwkKJKKjBILo7ypBspl,Ana Mena,Ana Mena,498723,70,4676.585376,6,26,29,https://i.scdn.co/image/ab6761610000e5eb34a09797a7e38ad9330ace9c
289,2KxjMGXFgX1vt9grpbD3xI,Dvicio,Dvicio,1039932,61,270.6438,6,16,28,https://i.scdn.co/image/ab6761610000e5ebf200f3431af03c6dc230d806
290,12lHTAdc9T204lw5qPtasv,Foreign Teck,Foreign Teck,7510,53,1.774008,0,10,11,https://i.scdn.co/image/ab6761610000e5eb54ab334a203e461238a46c7e
291,1phfTBIocBW3UwqcYjaEN6,Mike Bahía,Mike Bahía,2617727,66,2645.852875,2,33,54,https://i.scdn.co/image/ab6761610000e5eb051bb93744074bf628c71822
292,0XIKGBo9PnK1ApI5tZA60d,DaniLeigh,DaniLeigh,1014196,61,41.589058,0,6,8,https://i.scdn.co/image/ab6761610000e5eb22b2d4713c50ae25a7201429
293,5cDfQlhT80II3f2ECXm6oA,Chanell,Chanell,19513,52,8.584822,0,11,14,https://i.scdn.co/image/ab6761610000e5ebfa5f3f3ba3565c52fe74bf61
294,2gKYxTUOqw9aPt7ljMwSHT,Orishas,Orishas,422498,55,1120.501487,6,15,17,https://i.scdn.co/image/ab6761610000e5eb53719f3b53a4ed3ec4829222
295,2uyweLa0mvPZH6eRzDddeB,Rocío Dúrcal,Rocío Dúrcal,3202048,68,1816.554075,6,23,43,https://i.scdn.co/image/2ae2272c989c4a0921f0dd99240ef51784fda6f3
296,3tAICgiSR5PfYY4B8qsoAU,Andrés Calamaro,Andrés Calamaro,1997190,68,17297.448588,6,33,56,https://i.scdn.co/image/ab6761610000e5ebed165e2586ad0d13b2bc078b
297,1dJyh390MvfYPuNbhnbSDs,María José,María José,2022376,68,8083.227339,6,39,57,https://i.scdn.co/image/ab6761610000e5eb1db427adcfc7b6ba896a378b
298,41ESHLayJ5sDKjAOv6cMhe,Ana Gabriel,Ana Gabriel,3115386,69,0.0,6,3,8,https://i.scdn.co/image/6197e7c6b9dd409219abf5e5cbe1973002dad331
299,4mN0qcMxWX8oToqfDPM5yV,José José,José José,5113031,73,2739.310381,6,27,38,https://i.scdn.co/image/ab6761610000e5eb0c387e6ddb399d55a8e51341
300,72v53CufRiSyqcQ78KUQ5p,José Maria Napoleón,José Maria Napoleón,861944,60,55.200658,6,5,14,https://i.scdn.co/image/ab6761610000e5eb6333b5d807b82832930171bd
301,2DmYtFBKcxb3ajwWWgA576,Emmanuel,Emmanuel,2201565,66,3594.497671,6,15,20,https://i.scdn.co/image/ab6761610000e5eb12cfa437464e4180eb0a23fc
302,1hcdI2N1023RvSwLzTtdsp,Natalia Lafourcade,Natalia Lafourcade,3438843,72,13482.935032,6,37,57,https://i.scdn.co/image/ab6761610000e5eb00d55232d7308bcad3108e42
303,5pZE9tgrhmIGWAsJZ7YxNK,Luny Tunes,Luny Tunes,1370179,60,1336.653541,3,26,67,https://i.scdn.co/image/ab6761610000e5ebde69c6f9babffc5943550723
304,7rOlQwf8OuFLFQp4aydjBt,Paloma Mami,Paloma Mami,1044393,72,125.165557,10,5,5,https://i.scdn.co/image/ab6761610000e5eb30d02875f56b6eb0cda976d9
305,5xd2Tg7Zo8755eCy8Gxkp8,Ha*Ash,Ha*Ash,6683404,72,2954.16389,6,20,25,https://i.scdn.co/image/ab6761610000e5ebe950e4a585ee924a874014f9
306,7mWCSSOYqm4E9mB7V4ot6S,Miguel Bosé,Miguel Bosé,2127467,68,5527.904943,6,32,52,https://i.scdn.co/image/ab6761610000e5eb7d888623c984600e6af1fdc5
307,77aLk6J8ofnVxa1eXK9jiU,Matisse,Matisse,855615,69,3046.978209,6,23,26,https://i.scdn.co/image/ab6761610000e5eb52493594acd9b3678e9128a9
308,2O3v9rCTzLhPFaGaAVgZLt,Río Roma,Río Roma,2453373,68,1604.216421,6,25,31,https://i.scdn.co/image/ab6761610000e5eb68c2164a213ca52f65fbd22f
309,4RjamFQJNT8nVbTKXJDJgv,Kalimba,Kalimba,1802473,60,1955.859062,6,15,19,https://i.scdn.co/image/ab6761610000e5eb714e207a203d62693c6587a4
310,7f02bxFbZIOVdSbYRNYvLT,Jerry Di,Jerry Di,248939,62,1653.23035,0,41,63,https://i.scdn.co/image/ab6761610000e5eb62bf24aea73d22f18f8b54fb
311,5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,Danny Ocean,4223513,78,322.4672,0,19,24,https://i.scdn.co/image/ab6761610000e5eb5f8bb457ee2815cc276ddb9d
312,6NAhbfEqeWELwfjH391Vz0,Bulova,Bulova,131962,50,2211.66477,13,29,39,https://i.scdn.co/image/ab6761610000e5eb2ded1511978619168d08f677
313,4z19QMyPVRwbd4Fs2LisBa,Darkiel,Darkiel,1041470,63,1238.251761,0,45,84,https://i.scdn.co/image/ab6761610000e5ebbf92faabcb1fcfdda014fc78
314,1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,Jesse & Joy,6506624,73,723.085319,6,17,20,https://i.scdn.co/image/ab6761610000e5ebaa2e120075652341890059e9
315,5kSJMVPcTITrSZxTrHllVN,Vanesa Martín,Vanesa Martín,961343,64,2492.180007,6,26,36,https://i.scdn.co/image/ab6761610000e5ebcc0d81132bd8d26c7d990b29
316,52iwsT98xCoGgiGntTiR7K,Quevedo,Quevedo,349982,84,1977.806717,10,15,19,https://i.scdn.co/image/ab6761610000e5eba2d7b5e4e64caf0eca1a82ce
317,1SiLK8gdECx2iEm2SSj0Bl,Ak4:20,Ak4:20,505243,67,75.11239,10,7,7,https://i.scdn.co/image/ab6761610000e5ebe5ea83b5de23a89904c83e81
318,2IMZYfNi21MGqxopj9fWx8,Rels B,Rels B,3897937,78,3710.32147,10,26,31,https://i.scdn.co/image/ab6761610000e5eb0bb169e3c278dc073b43d074
319,6Nl4VXcX86fBMO4YE6oYfN,Asan,Asan,105818,58,578.920209,10,20,32,https://i.scdn.co/image/ab6761610000e5ebc3657d934d8dcbbb1c9f2b78
320,2zPvDg6LI6NHPQVQIESjfW,Lara91k,Lara91k,30553,50,1564.59889,10,10,13,https://i.scdn.co/image/ab6761610000e5eb3b990d389d3f168bcde55038
321,2qWK8K2Jfh67UqtwY8tCW6,YSY A,YSY A,1057643,70,1073.023012,10,21,35,https://i.scdn.co/image/ab6761610000e5eb3c8d2ce6ac7e9cfdf6ba2808
322,4IG1SDlwgNKzqTmjBrvY3K,Rei,Rei,151782,68,892.698562,10,20,30,https://i.scdn.co/image/ab6761610000e5eb351497ab26eae0bc95d8d7c6
323,1OBizG9nrnHJkrL9NjnWYN,Lucho SSJ,Lucho SSJ,295253,59,2340.890049,10,24,35,https://i.scdn.co/image/ab6761610000e5eb5cf1ef8b05cdec830fef81dc
324,48vP5SxlTO6yOI7SLKIOQV,Obie Wanshot,Obie Wanshot,27531,54,30.056489,10,11,19,https://i.scdn.co/image/ab6761610000e5ebd7d6d1ddf37e9298033bc0c4
325,01m2XZ7m7rAz6KY3scTdaV,Neo Pistea,Neo Pistea,979798,62,5749.212382,10,45,75,https://i.scdn.co/image/ab6761610000e5eb8c5dee7ae8ad5d42182997d6
326,4IC2X34tZmHG3VfTbpzvwL,Julianno Sosa,Julianno Sosa,217372,69,1149.477457,10,12,29,https://i.scdn.co/image/ab6761610000e5eb30abfbcd5d54894e9340e649
327,0Yg29FX1M4ayqjXs0ttZFq,Young Cister,Young Cister,198675,68,563.420898,10,17,29,https://i.scdn.co/image/ab6761610000e5eb097f2036dd293b408d2cea4b
328,6H70hylNqfc86Omz8GoyDB,Tobi,Tobi,132698,52,692.092618,10,14,17,https://i.scdn.co/image/ab6761610000e5ebe0c5c2874cbd8a612b36c15b
329,2IKdK6PbitvCiXt1t2bPU6,Mesita,Mesita,197858,61,1964.133467,10,14,27,https://i.scdn.co/image/ab6761610000e5ebc14086a25b6bdf4329420d0d
330,348pk4o3EhKmsSahzuClSf,CA7RIEL,CA7RIEL,149097,54,471.768104,10,8,24,https://i.scdn.co/image/ab6761610000e5eb687600a13bb57ef13f075c64
331,0VZrPa7mWAYXH4CwmYk8Km,Kidd Keo,Kidd Keo,2234672,69,3752.646356,4,9,34,https://i.scdn.co/image/ab6761610000e5eb939db8fa23c5ea603ed04554
332,0Hkx0YcHHxDRRbH9WsSW0I,Marcianos Crew,Marcianos Crew,162361,52,324.6219,10,9,16,https://i.scdn.co/image/ab6761610000e5eb058b22aa62c696ce58ddf1d4
333,6cC67GpmPCjQjOYLpmOGhN,Dani Ribba,Dani Ribba,340502,61,42.592877,10,12,14,https://i.scdn.co/image/ab6761610000e5ebfb21766fb6dad831cc8b7f72
334,0dUyjgCyjfj5eMx6bX2TWf,FMK,FMK,900900,70,8184.989944,10,37,67,https://i.scdn.co/image/ab6761610000e5ebd4b856da002039eb8ce1805a
335,4puAp107dCehraE47QXVQX,C.R.O,C.R.O,985688,70,3787.012201,10,29,58,https://i.scdn.co/image/ab6761610000e5eb7482d3ee6fb2ae5b235dec27
336,3qiQUUvazYmo7tBgQeb2rf,Moonkey,Moonkey,85985,51,750.561418,10,14,17,https://i.scdn.co/image/ab6761610000e5ebb8e29f2dcafd7434ef2dd215
337,3AIPhNgeF9S1Kyg9Yy3UQW,Dani Martín,Dani Martín,773876,63,3856.11459,6,23,36,https://i.scdn.co/image/ab6761610000e5eb4af41d5ca296f24f760f9cc2
338,7qAoXV4U0qDxQAUqhszjAA,Manuel Carrasco,Manuel Carrasco,1866267,64,194.312217,6,11,17,https://i.scdn.co/image/ab6761610000e5ebe8824b7a6dffc7ac76c96ef2
339,3TLGNOdp1UWYMnV5XG9HkR,Malú,Malú,1525791,61,2610.926574,6,25,35,https://i.scdn.co/image/ab6761610000e5ebdda586db241bf0f6e0535f91
340,5lODCkFdEtpPn3YxfmyLfT,Armando Manzanero,Armando Manzanero,615242,56,192.031786,6,11,15,https://i.scdn.co/image/ab6761610000e5ebbada8e184bd77e4484d5f0c3
341,5dbaLmK5SHLLg8Z4CcTJpX,Greeicy,Greeicy,5703186,69,5491.417211,2,44,74,https://i.scdn.co/image/ab6761610000e5eb3f92d719fe7223ad9fdd2be6
342,1JbemQ1fPt2YmSLjAFhPBv,Chayanne,Chayanne,6376417,70,42.988643,6,2,2,https://i.scdn.co/image/ab6761610000e5ebe2efbe510ede3ecd9db620f0
343,3VCrybIJKH7UurbDcZbMmn,Cami,Cami,739843,64,1354.702061,2,8,17,https://i.scdn.co/image/ab6761610000e5ebe6034cb3c8300c09cd179fea
344,1d6dwipPrsFSJVmFTTdFSS,Paulina Rubio,Paulina Rubio,2402107,66,1123.624342,6,13,30,https://i.scdn.co/image/ab6761610000e5eb020121a20d0935ee98019469
345,2urF8dgLVfDjunO0pcHUEe,Alvaro Soler,Alvaro Soler,1600011,70,236.257045,2,12,17,https://i.scdn.co/image/ab6761610000e5eb4f66ae1f0b375991c6d9ca2d
346,4Sm7JCttzWMwHJtb3UJ8SY,Mocedades,Mocedades,565338,55,2019.902372,6,16,28,https://i.scdn.co/image/ab6761610000e5ebf1f84eda0a59383aedc5bcbc
347,1dbp04JzZ81JXlMGupCnJ8,Antonio José,Antonio José,481639,61,1308.835377,2,18,28,https://i.scdn.co/image/ab6761610000e5ebf426747381f6b2e75f2cca34
348,1mux8L6xg2Cmrc7k0wQczl,Bacilos,Bacilos,1493927,66,3.365881,2,3,5,https://i.scdn.co/image/ab6761610000e5eb2297c714549631dbd9a24024
349,4TCAAIMmeZXCTVlHUsicOn,"Héctor Acosta ""El Torito""","Héctor Acosta ""El Torito""",688126,57,568.437757,3,13,21,https://i.scdn.co/image/ab6761610000e5eb09852b1b82e758366f576bd0
350,7fT2Me47PQ8T7954PKrcwR,Bhavi,Bhavi,944752,65,4016.520953,10,35,58,https://i.scdn.co/image/ab6761610000e5eb851ae4ad6527c02b397337a4
351,5UN0rzL594mWY2RbOtZqIN,Ptazeta,Ptazeta,109606,64,4046.164216,10,18,18,https://i.scdn.co/image/ab6761610000e5eb0a04d3ebf0fda9a2b3a568ec
352,3p3jPcp8b7WL9XYj4xlsWj,Snow Tha Product,Snow Tha Product,531490,63,558.702989,2,13,16,https://i.scdn.co/image/ab6761610000e5eba7de9f1c290f2e932fe83d90
353,1aw0Cdl1DIrtUrUA6fGbAR,Dread Mar I,Dread Mar I,2297351,69,459.213972,10,8,9,https://i.scdn.co/image/ab6761610000e5eb2d7e2fd5cf6d093294dfab6e
354,0bYQe0JDIjxkSHQoXlfngl,ACRU,ACRU,291986,50,43.705061,10,6,6,https://i.scdn.co/image/ab6761610000e5ebb4985306d52643aaa2b57008
355,1vqR17Iv8VFdzure1TAXEq,LIT killah,LIT killah,3675571,74,1865.186381,10,31,60,https://i.scdn.co/image/ab6761610000e5eb67d0ad198019f83fe131304b
356,6AT27ojKlBuZToFIGwQZDc,Sammy & Falsetto,Sammy & Falsetto,310705,51,44.494649,0,16,21,https://i.scdn.co/image/4cd90c5d3de7d6fe736bc420bf217092a39741eb
357,6ZtLRqHEkAXPWVw0eRbDac,Jeeiph,Jeeiph,197269,53,186.15389,0,18,30,https://i.scdn.co/image/ab6761610000e5ebaffb1ff4c5c90d1bcbff3023
358,2TQ4CGgxxCWHqa9yYIGDoU,Big Soto,Big Soto,794828,66,10535.855796,2,52,112,https://i.scdn.co/image/ab6761610000e5ebfcc91102f40f5daed383740a
359,22P1OY4TRFRwhP0q29loQ8,Lali,Lali,1361280,66,2928.42725,6,17,27,https://i.scdn.co/image/ab6761610000e5eb36bd1496e4f707f8a6a5774d
360,7yjRUA0Iz3VI4Kqa5oPJZK,Jd Pantoja,Jd Pantoja,3292225,57,179.869879,0,15,20,https://i.scdn.co/image/ab6761610000e5eb5e7555acb14b80f9e79c8561
361,5BwMgvRwlq61SmknvsVIQj,Rubén Blades,Rubén Blades,1188323,62,0.0,6,10,12,https://i.scdn.co/image/ab6761610000e5ebdea0cd678edd47fe4b31e3c7
362,27vNK840zYq6IfDijHPsv1,Gilberto Santa Rosa,Gilberto Santa Rosa,2138315,67,5532.769019,6,29,46,https://i.scdn.co/image/ab6761610000e5eb641d131db6eedeb6fa77e811
363,6i3DxIlAqnDkwELLw4aVrx,Lele Pons,Lele Pons,1108371,61,182.492458,0,15,17,https://i.scdn.co/image/ab6761610000e5eb99cbf685383bb1d6db59b056
364,7wOZy3KdFVVINgNFFxkxwO,Jerry Rivera,Jerry Rivera,1403781,64,0.0,6,3,5,https://i.scdn.co/image/ab6761610000e5eb58f5558a4dbb6d809bae1e6f
365,5IFCkqu9J6xdWeYMk5I889,Gloria Estefan,Gloria Estefan,626644,64,4050.296903,6,8,13,https://i.scdn.co/image/ab6761610000e5ebcb6ddcef04b60c7078151ac7
366,4LbuSjHhhAddvN44qXpRJo,Amaia Montero,Amaia Montero,1025631,57,156.907904,6,8,13,https://i.scdn.co/image/ab6761610000e5eb1887f68f59e3f555754ebf2e
367,6ZZ2DeepA3GpoGU4KwqSlU,Luciano Pereyra,Luciano Pereyra,1827739,63,4065.280217,6,18,27,https://i.scdn.co/image/ab6761610000e5eb501452b1e16776dba96b5cde
368,4boI7bJtmB1L3b1cuL75Zr,Mon Laferte,Mon Laferte,4673827,71,7808.162275,6,24,36,https://i.scdn.co/image/ab6761610000e5eba0cf570a96052c5243dcd4b6
369,65HuWBUC1d8ty1q6J42Nfi,Cultura Profética,Cultura Profética,1624990,63,162.655488,2,4,5,https://i.scdn.co/image/ab6761610000e5ebc0e6ef1328f6e2d4b20cfd3c
370,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,Nelly Furtado,3237874,74,370.702335,6,11,26,https://i.scdn.co/image/ab6761610000e5eb4cd5711d0422af7209cdf37a
371,1bZNv4q3OxYq7mmnLha7Tu,Fito Paez,Fito Paez,1289893,63,3594.603107,6,15,23,https://i.scdn.co/image/ab6761610000e5eb48a2c040284bcba297a4e6a6
372,1I7FVmvisCtSFzmm87mbLR,El Búho,El Búho,113245,51,785.0,6,3,3,https://i.scdn.co/image/ab6761610000e5eb47873d612508daa55adfc587
373,6GRC8segVAr34gm6pjfSoQ,Fanny Lu,Fanny Lu,846702,58,8702.951337,3,17,21,https://i.scdn.co/image/ab6761610000e5ebd68ffbdb2e562fdd4eb866b5
374,4OgNARLQSC4yy7Dsa5cqxx,Yuri,Yuri,1922303,64,6764.964711,6,37,58,https://i.scdn.co/image/ab6761610000e5eb08d697859c0b6ad074734d04
375,4d3kmfoZBTuUPSUjgP45uo,Lérica,Lérica,68520,61,1960.931651,6,30,44,https://i.scdn.co/image/ab6761610000e5ebce4d1d7eab65a93569a2886b
376,768O5GliF0bqscyghggrbE,Polimá Westcoast,Polimá Westcoast,261294,77,4727.333015,10,31,53,https://i.scdn.co/image/ab6761610000e5eb76af908f3cfcac6cf6b5c220
377,6bxjoq64Y0HTfMc4GIbpyJ,vf7,vf7,52996,53,188.366145,0,17,23,https://i.scdn.co/image/ab6761610000e5eb256416ec38d69db00f28182d
378,7zY0DMisq1oYXvNNgGwHBY,Juanfran,Juanfran,124339,53,104.333911,0,13,15,https://i.scdn.co/image/ab6761610000e5ebbef5b9ac1a9d20214eade811
379,2Jb9jVnCpWkXtoGznFJ6bF,Ecko,Ecko,992787,62,4637.886083,10,31,43,https://i.scdn.co/image/ab6761610000e5ebd84d831dd03085bd459a8bb4
380,03Yb3iBy9GCifXiATEFcit,Pepe Aguilar,Pepe Aguilar,3677951,69,1339.295402,6,12,15,https://i.scdn.co/image/ab6761610000e5eb6b204aa054bc0ce378462976
381,3mXI2gpwWnNO9qbQG3n3EP,Lila Downs,Lila Downs,375336,58,4970.156052,6,25,33,https://i.scdn.co/image/ab6761610000e5eb5341360a8dfbde93f727e747
382,24dYJ8P3YuFihvMcElFUWh,Pedro Fernández,Pedro Fernández,1653607,59,175.372138,6,7,13,https://i.scdn.co/image/bd77e376a84d6042c021399de0ec3f300dacd84a
383,69BUYvpG9MbjCyIZfsFdhJ,Reyli Barba,Reyli Barba,1505831,63,9224.530964,6,28,36,https://i.scdn.co/image/ab6761610000e5ebc2ab48da78edcd1f929eb096
384,6gvh8pQI316iafbHiT7B3y,Daniela Romo,Daniela Romo,841129,58,145.357605,6,11,18,https://i.scdn.co/image/ab6761610000e5eb14ddb86dcb0887b8479b4c86
385,3t7UqWteBBmHXkcVhMSyay,Leonel García,Leonel García,657565,63,10418.053445,6,43,64,https://i.scdn.co/image/ab6761610000e5eb6ae5accfce3af95725a80b75
386,44nb9BaqV2jVvxKCaXHwlP,Pandora,Pandora,268876,58,1655.008455,6,19,30,https://i.scdn.co/image/ab6761610000e5eb1fc64f81515cd5d1a08c0bab
387,2gDqGAadPIPiA7LtmNn74g,Gian Marco,Gian Marco,1169459,61,1180.32054,6,15,18,https://i.scdn.co/image/ab6761610000e5eb4ea81c45c3e7f96244ece553
388,7afXSXOa8dE3c2C5XIguAv,Edith Márquez,Edith Márquez,1065516,61,274.012341,6,13,15,https://i.scdn.co/image/ab6761610000e5eb1d4621cdfd025be285e2cfdd
389,54jti4nqabEAlBvIDU2zt8,Francisco Céspedes,Francisco Céspedes,213088,53,0.0,6,4,5,https://i.scdn.co/image/ab6761610000e5eb72732d0f6007b00c6544fd37
390,6ZvYYrrfpb1Z7kICDyxWQE,DEKKO,DEKKO,370078,68,54.50002,2,12,14,https://i.scdn.co/image/ab6761610000e5eb4a4ca27e5aaeaa355e140c86
391,4JreHVYyb6GqE2BU03Kx96,Dayme y El High,Dayme y El High,236161,52,1026.471512,0,38,48,https://i.scdn.co/image/ab6761610000e5eb6010e5e6e5c0ef91c5d4f7cf
392,2gRP1Ezbtj3qrERnd0XasU,Camila,Camila,3617038,69,376.739121,6,10,11,https://i.scdn.co/image/ab6761610000e5eb74dc5cfab4be58a97ab61d35
393,60XHOAhvEBiV6BGBOv8ClM,La Joaqui,La Joaqui,112591,56,39.4945,10,3,5,https://i.scdn.co/image/ab6761610000e5eb1eab49a3319fcdc0f5f811d3
394,1wGIhYkKWSq4yACtTkCkSX,Canserbero,Canserbero,4819393,70,397.459368,2,4,5,https://i.scdn.co/image/ab6761610000e5eba91405d63c939682e4efdcbc
395,1PNgAcUW6UgN59okEaTpvG,McKlopedia,McKlopedia,221320,56,6079.966218,2,16,20,https://i.scdn.co/image/ab6761610000e5eb694816ed931f729d5effe689
396,451DVjaBuGYfvDfvG9MxaG,Rapsusklei,Rapsusklei,310111,51,6203.469827,13,18,24,https://i.scdn.co/image/ab6761610000e5eb6b615e13073a7fe9cf9dad64
397,6TASDj2ogOKQptnxgEvrcP,Jowell,Jowell,134149,51,361.210066,3,19,32,https://i.scdn.co/image/ab6761610000e5eb72ed00b47de529c724bb64c2
398,1ykothWH0xl8drRyJWuw7I,Ñejo & Dalmata,Ñejo & Dalmata,1183920,62,0.551162,0,8,18,https://i.scdn.co/image/ab67616d0000b2734a2cfa7ff9391b0b9d83fab1
399,6UBb8ZUUyarsyod6snflAR,J-King y Maximan,J-King y Maximan,151553,52,846.498844,3,38,50,https://i.scdn.co/image/ab6761610000e5eb9e37198ae7bd14f898e35ccd
400,0FDJB5xf8i09jDjIg1qNED,Carlitos Rossy,Carlitos Rossy,256035,50,1470.53622,0,28,86,https://i.scdn.co/image/ab6761610000e5eba27dc91963fe26a981bdbcdd
401,6ZK8loFAzWKSFe3b7Lrq4V,Nova y Jory,Nova y Jory,785772,55,4.06569,0,14,19,https://i.scdn.co/image/ab67616d0000b2735c773ae14a1460b04ae8ab04
402,4pv1Jo4PbYI8LMADJoTWjE,Olga Tañón,Olga Tañón,724452,60,132.518866,3,8,10,https://i.scdn.co/image/ab6761610000e5eb8260eae50a89f1292772b441
403,4vOycwLXdkMMzpZW04VW5m,Tito Nieves,Tito Nieves,1111833,60,1825.566825,6,9,16,https://i.scdn.co/image/ab6761610000e5eb75c86c08848892e3996655cb
404,0UTsdD7VIsEB9i7a6DDx5t,Lapiz Conciente,Lapiz Conciente,251958,50,1519.402074,13,19,21,https://i.scdn.co/image/ab6761610000e5eb62b108db4f058e282208abd3
405,66lf5bQo2BIEue1pxfgxQS,John C,John C,210699,57,127.497729,10,9,15,https://i.scdn.co/image/ab6761610000e5eb88cce591764e5d0dc95fb563
406,4uqzzJg3ww5eH7IgGV7DMT,Bunbury,Bunbury,2077620,67,5034.886037,6,19,28,https://i.scdn.co/image/ab6761610000e5ebfbd4d3ee2ef5070e0aa234c0
407,2z3KntXLyEF5Lvz1kpdBoA,Caloncho,Caloncho,644504,63,1279.877942,6,8,11,https://i.scdn.co/image/ab6761610000e5ebe051a92b55113af37e881a91
408,3ZtIhDSOuRkpDyqjx53X1R,Esteman,Esteman,261697,61,4615.259507,6,17,22,https://i.scdn.co/image/ab6761610000e5eba13eeedbbad39601b0a13de9
409,5NS0854TqZQVoRmJKSWtFZ,Chino & Nacho,Chino & Nacho,2361856,64,508.474913,3,15,33,https://i.scdn.co/image/ab6761610000e5ebcd07df3b3284d11536a1b00b
410,4tLUnrSgMM7tT0zVs3wX61,Daniel Santacruz,Daniel Santacruz,122741,53,1905.292531,11,7,10,https://i.scdn.co/image/ab6761610000e5eb32a06509a9fadda25868e328
