,source,target,weight,track_name,artists,preview,source_id,target_id,track_id
8483,Soge Culebra,Sebastián Cortés,1,calor - remix,"daniel sabater, Soge Culebra, Sebastián Cortés, Vic Mirallas",https://p.scdn.co/mp3-preview/1b9cefbdf393da70266ca7131230c1ba1511187d?cid=774b29d4f13844c495f206cafdad9c86,2SNfNJDsahTSVFwgxposF5,3BCFlhrVzBKHbzBnWr13d9,4VSczQZKlJkKK1RcFBftj2
8484,Soge Culebra,Walls,1,Cuando me mirabas (feat. Walls & Pol Granch),"Soge Culebra, Walls, Pol Granch",https://p.scdn.co/mp3-preview/f23293b703caf503bed537ad06c03bf9be63d633?cid=774b29d4f13844c495f206cafdad9c86,2SNfNJDsahTSVFwgxposF5,6tvDaHOPNWfkc9Q8IghqSR,1akEaxH5bcmb6AnT22zgWk
8485,Soge Culebra,Alex Ubago,1,Maldito miedo (feat. Soge Culebra),"Alex Ubago, Soge Culebra",https://p.scdn.co/mp3-preview/44cf130b0519cd61166778be66beb6dc00e422ca?cid=774b29d4f13844c495f206cafdad9c86,2SNfNJDsahTSVFwgxposF5,2tY2GFdhH0Wa2VBvsxew5X,1oGkFC08hfifH5qkgTlOzT
8486,Tranzas,Luny Tunes,1,La BebeYYY,"Zurdok, Tranzas, Luny Tunes",https://p.scdn.co/mp3-preview/62b2ff1d3427295893bcdaf77a351ad05bab61d9?cid=774b29d4f13844c495f206cafdad9c86,1GfaAWKfZE9hrYS8IqkWKB,5pZE9tgrhmIGWAsJZ7YxNK,6Wj9iG2myfKr6fHslzihvu
8487,Pepe : Vizio,Bejo,2,Marcha - Remix,"Pepe : Vizio, Bejo, Pedro LaDroga, Chacho Brodas",https://p.scdn.co/mp3-preview/2b886672e905d35f718d6cdee9263cd63f5cbd63?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,0adJG3bdFTHCkTY28NkY4u,2vg6NORBcfnHr5lAF53hQM
8488,Pepe : Vizio,Camin,1,Tentándome (00:12 am),"Pepe : Vizio, Camin, David Marley",https://p.scdn.co/mp3-preview/a5814b65dcea90f4349ad663e15b2df3b0e4ca25?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,3qndygm4Vx7bEW8tNyDKSY,4TGP3qK980h7BxvXOKU1vz
8489,Pepe : Vizio,DELLAFUENTE,1,Mentiras,"Pepe : Vizio, DELLAFUENTE, KIDDO",https://p.scdn.co/mp3-preview/64725da558e828c19dc89aca4ce05025a0209e75?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,4bJh7sMPcVRiqe5jlnsWQV,7hTAPDYgLvk4bdidaVteZ2
8490,Pepe : Vizio,Rels B,1,No Es Igual,"Pepe : Vizio, Rels B, KIDDO, Flavio Rodriguez",https://p.scdn.co/mp3-preview/d1164f0ae7e381670392bafd7c5d35da9109eef8?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,2IMZYfNi21MGqxopj9fWx8,7nUCwLw4TJvqmsIDq8kyky
8491,Pepe : Vizio,Cookin Soul,1,Relajao,"Pepe : Vizio, KIDDO, Cookin Soul",https://p.scdn.co/mp3-preview/d950f6469fcd80b572e8ba039a4c442d134a8e1a?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,06s35sbFfZJUEwFjAaZfiW,01Vs1zVUGqzrbv18aMIRNA
8492,Pepe : Vizio,Don Patricio,1,Simple,"Pepe : Vizio, Don Patricio, VMENSESBRVND",https://p.scdn.co/mp3-preview/1e104e862cd415e86099ce466826ae7ea78d7ba6?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,6vPXtLmNd3mW0dd1Rb9eQ9,5JPD5vrHi5G2G3bRsVuxaz
8493,Pepe : Vizio,Delaossa,1,El Patio,"Pepe : Vizio, Delaossa, KIDDO",https://p.scdn.co/mp3-preview/5d05407aab0172c5fcd468c74896a712a8e5876b?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,5Uox3n7m4W2CoM9MmHPJwQ,0PtLrH95CQ2lKf6pym5LmA
8494,Pepe : Vizio,Denom,1,Con el Demonio,"Denom, Pepe : Vizio, Los del Control",https://p.scdn.co/mp3-preview/89ca376d591b5f23a55636dc6da9e0c3af82b121?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,0fwnNjAay5ZHP5bAd63g8Y,1dNjzsNlQXOq2ro5IbpZjH
8495,Pepe : Vizio,Kabasaki,2,La + Bellaka,"Kabasaki, Yassir, Pepe : Vizio",https://p.scdn.co/mp3-preview/d323ae4a08722c8d65f3e4f2cb416ec13d6161dc?cid=774b29d4f13844c495f206cafdad9c86,4rvJ0Ktz2X2Erea9XUHxfu,4rO00pQq33bIv73QyJdivX,4dQAYNj5lu1j0EDrtysOlO
8496,Pepe : Vizio,Selecta,1,Pa Poder,,,4rvJ0Ktz2X2Erea9XUHxfu,1m9WPOccw8sizsVYUhSVjZ,
8497,Cabas,Andrés Calamaro,1,Lo Que Dejamos Atras,"Cabas, Andrés Calamaro",https://p.scdn.co/mp3-preview/e5ed7cd1e5910aa9d1d275f707fdee684d384bd1?cid=774b29d4f13844c495f206cafdad9c86,3W4lVkySjtIvd67UUg0F3i,3tAICgiSR5PfYY4B8qsoAU,3IomnA4Sue4JC7i7XF345W
8498,Cabas,Bunbury,2,Bolita De Trapo,"Cabas, Bunbury",https://p.scdn.co/mp3-preview/350e53f2ecde355c6df087590df42d76b2ee334c?cid=774b29d4f13844c495f206cafdad9c86,3W4lVkySjtIvd67UUg0F3i,4uqzzJg3ww5eH7IgGV7DMT,1WN60t0Q63H6RyG8wLmMcN
8499,Cabas,Orishas,1,He pecado (feat. Bunbury y Orishas),"Cabas, Bunbury, Orishas",https://p.scdn.co/mp3-preview/fdf525742355fc3c0e69620e4d2631a2e8b21fee?cid=774b29d4f13844c495f206cafdad9c86,3W4lVkySjtIvd67UUg0F3i,2gKYxTUOqw9aPt7ljMwSHT,6UIHk7W6LNSRsMmu5hUdjb
8500,Cabas,Descemer Bueno,1,Rompe Los Niveles,"Cabas, Descemer Bueno",https://p.scdn.co/mp3-preview/e35a5252b87f13c8e6a8c579adc196979ce16609?cid=774b29d4f13844c495f206cafdad9c86,3W4lVkySjtIvd67UUg0F3i,5luyt0SUvGkDMY4ILP6Qhl,2zP8GCl332Vxtx0XTi8M4H
8501,Hillsong en Español,Un Corazón,1,"Indescribable (feat. Un Corazón, WHATUPRG)",,,3phVKYqeq84Ai91CHTQfNq,4UGA0TDpRVVt2SCz8FZOMm,
8502,Hillsong en Español,Marcos Witt,1,Sobrenatural,"Hillsong en Español, Marcos Witt",https://p.scdn.co/mp3-preview/aee3efe97ff98e86ef137147cb2c8b6a3a1099e4?cid=774b29d4f13844c495f206cafdad9c86,3phVKYqeq84Ai91CHTQfNq,4x7kxyIgzgtrHYDQ8SCzo2,7Gq7a4Ci7Jycxm0vUQ7dwy
8503,Hillsong en Español,Marco Barrientos,1,Cantamos Aleluya,"Hillsong en Español, Marco Barrientos",https://p.scdn.co/mp3-preview/f987e68c9db24d94cd748a792eb75a364e3fe962?cid=774b29d4f13844c495f206cafdad9c86,3phVKYqeq84Ai91CHTQfNq,4VYSLPSI9yb8qkUpKyVQSJ,3374Sue882MeOk2PJ6iYmT
8504,Hillsong en Español,Alex Campos,1,Te Alabaré,"Hillsong en Español, Alex Campos",https://p.scdn.co/mp3-preview/56142e26103f5eec711850d250e6b3c12d9c6fad?cid=774b29d4f13844c495f206cafdad9c86,3phVKYqeq84Ai91CHTQfNq,6slyJwua5e5GuhuP82sTHR,7cntFZT8Ckz9YJ49D1ZyyI
8505,Las Pelotas,Raly Barrionuevo,2,Capitán América - En Vivo,"Las Pelotas, Emiliano Brancciari, Raly Barrionuevo",https://p.scdn.co/mp3-preview/c2a484bfbfde1720c63225a83c09c133fdab2de7?cid=774b29d4f13844c495f206cafdad9c86,1Qv4E1VgZOGnOYd99Kp5Bs,0mdD8YXAyJDJ2BHxIKF0Yf,6v9n4qF0KNnWupzRtWS2Q5
8506,Ayax y Prok,Blasfem,15,Zenit,"Ayax y Prok, Blasfem",https://p.scdn.co/mp3-preview/5bdbd85bdd99298ffc176ceb61ff4fe9122d6ce9?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,4FActBvkmDc8h3sI5vbMPZ,01T6sBu7sH9ptbJcDw43Go
8507,Ayax y Prok,Dollar Selmouni,3,Guajiro,"Ayax y Prok, Dollar Selmouni, Dj Keru",https://p.scdn.co/mp3-preview/e543da8c13fbc804abd5e46883f43ebe82a0945b?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,2544NCTfffschCn1NZVMSb,609cIr1XRRW2CugWafHTWi
8508,Ayax y Prok,Foyone,4,"Criminal (feat. Hueco Prods, FERNANDOCOSTA, Hard GZ, Foyone)","Ayax y Prok, FERNANDOCOSTA, Foyone, Hard GZ, Hueco Prods",https://p.scdn.co/mp3-preview/9727a39a8a2c5b56d523881f02ab3f0ded191808?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,1F2erLLqRHbaFvEYHeVIHJ,4ErUYzcJhKf7S4mqJKjldP
8509,Ayax y Prok,Israel B,1,Casino,"Ayax y Prok, FERNANDOCOSTA, Israel B",https://p.scdn.co/mp3-preview/a1ec9af9308249cee1cb197d4f047b539cb45bc3?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,16M8fuShcwX8uBDdmFZH9B,3ADahHcnPqi7AODqngGjcQ
8510,Ayax y Prok,LOWLIGHT,3,Esto es el Prok,"Ayax y Prok, Sceno, LOWLIGHT, Blasfem",https://p.scdn.co/mp3-preview/5b547a8a1624844440d808d264a8be4ca97f0bd5?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,7LHU5Uga349zOVMpDPf4ij,5Vk9F4a8uPcEuEHh8VHox4
8511,Ayax y Prok,Homer El Mero Mero,2,Pura Sangre,"Ayax y Prok, Homer El Mero Mero",https://p.scdn.co/mp3-preview/6589240ae2bc622bd197d0bd41c2129f35e3332c?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,0Xo4VFS3v07L0GwIVkZLfg,1cP8eoSwHqC8XZIIdZfa8f
8512,Ayax y Prok,Cookin Soul,1,Amigos (feat. Cookin Soul),"Ayax y Prok, Cookin Soul",https://p.scdn.co/mp3-preview/bfd11cd78f6ac17d70bc14b952e81057e5f797dc?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,06s35sbFfZJUEwFjAaZfiW,1MUFi8meZqxPCefkgTk88A
8513,Ayax y Prok,Hard GZ,2,"Criminal (feat. Hueco Prods, FERNANDOCOSTA, Hard GZ, Foyone)","Ayax y Prok, FERNANDOCOSTA, Foyone, Hard GZ, Hueco Prods",https://p.scdn.co/mp3-preview/9727a39a8a2c5b56d523881f02ab3f0ded191808?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,79N4S7UXdjo2fAh3OHJQuB,4ErUYzcJhKf7S4mqJKjldP
8514,Ayax y Prok,Juancho Marqués,1,"Ay, si juzgásemos... (feat. Juancho Marqués, Sceno)","Ayax y Prok, Juancho Marqués, Sceno",https://p.scdn.co/mp3-preview/e2cfbf82a4b6ad7aee3ef0d5312bea2c46c72672?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,5JcO3FHEBbWTQMUHmWtU2g,0ceIpovyd7tAQdiT5Xb97e
8515,Ayax y Prok,Easy-S,1,Funeral,"Ayax y Prok, Easy-S",https://p.scdn.co/mp3-preview/a26a491affa40b857a320a10496e95d09d6b26bc?cid=774b29d4f13844c495f206cafdad9c86,5Ypafuz95Xk09YDf4tgAvU,4oNsvVnFz4HQ0UPpPFSuJX,1lNcmA6Wmgls8m8Ee1oHHb
8516,Blasfem,Ayax y Prok,9,La Isla del Encanto (feat. FERNANDOCOSTA),"Blasfem, Ayax y Prok, FERNANDOCOSTA",https://p.scdn.co/mp3-preview/cbd6a0d308b4ac3bcd1344bd858263003fd89ed0?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,5Ypafuz95Xk09YDf4tgAvU,5ZTqmIutlqPTWR7fJ2ipWp
8517,Blasfem,Recycled J,1,Palomas,"Blasfem, Recycled J",https://p.scdn.co/mp3-preview/85fa13252236831a1acfa2616a9696c788afe57f?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,4bWHA8fMNjzfGPQqnh5D6y,5UWelqcMu7haiXz4A7encR
8518,Blasfem,Dollar Selmouni,2,Pide lo que quieras,"Blasfem, Dollar Selmouni",https://p.scdn.co/mp3-preview/9fb74d99a8f3b0a590aea4e433fb97eb211728eb?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,2544NCTfffschCn1NZVMSb,6uEXT9v9uFWHeS0uHxV0oA
8519,Blasfem,Hard GZ,1,XXL,"Blasfem, Hard GZ",https://p.scdn.co/mp3-preview/26a9eed7f1527adfee406e56bc6bb6bce9d4d222?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,79N4S7UXdjo2fAh3OHJQuB,1CMsTXLikr4GO45AIoqH2t
8520,Blasfem,Easy-S,1,Burnout,"Blasfem, Easy-S",https://p.scdn.co/mp3-preview/1011b3fa113039e9ea3f9cd23bc5b9a12df9ccec?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,4oNsvVnFz4HQ0UPpPFSuJX,0gCGg1BngnzigEwm0XUJ7C
8521,Blasfem,Bejo,2,Lo que hay,"Blasfem, Bejo, Geni Colegui",https://p.scdn.co/mp3-preview/21136d36a9fa095f0453b7bef556f6157ced09d2?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,0adJG3bdFTHCkTY28NkY4u,5nVvLT78CYsuny5LDDIOOo
8522,Blasfem,Foyone,4,Man On The Moon,"Foyone, Sceno, Blasfem",https://p.scdn.co/mp3-preview/d865f69c7fa53672cf5c8b8658dd4f6494699b6f?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,1F2erLLqRHbaFvEYHeVIHJ,51H6AVeUAybOfvVukBMVqQ
8523,Blasfem,Juancho Marqués,1,Luna Menguante,"Blasfem, Juancho Marqués",https://p.scdn.co/mp3-preview/988c13278d1bb827e44145553cba1b7deb86d048?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,5JcO3FHEBbWTQMUHmWtU2g,1ZHbODwUBoXoBVRYBWrfCq
8524,Blasfem,Homer El Mero Mero,1,Criminales,"Blasfem, Homer El Mero Mero",https://p.scdn.co/mp3-preview/c15a7441232031c18756f1306e8e4c84750b4bce?cid=774b29d4f13844c495f206cafdad9c86,4FActBvkmDc8h3sI5vbMPZ,0Xo4VFS3v07L0GwIVkZLfg,2CF1e963WG1rXJyVDNYx0s
8525,Cookin Soul,Bejo,5,GUAGUAGUA,"Bejo, Cookin Soul, Mucho Muchacho",https://p.scdn.co/mp3-preview/fefe6d94df7349be78f047ec4b18c6398d80c765?cid=774b29d4f13844c495f206cafdad9c86,06s35sbFfZJUEwFjAaZfiW,0adJG3bdFTHCkTY28NkY4u,4ZB3gR99d4EFIu1TNBPOt9
8526,Hard GZ,Nikone,8,Lo Real,"Hard GZ, Nikone, Dualy",https://p.scdn.co/mp3-preview/cb3d6e46948d7f9793b0eac7c200022bb75879fe?cid=774b29d4f13844c495f206cafdad9c86,79N4S7UXdjo2fAh3OHJQuB,105iYV1T7lf8Rysxo0KzfD,6Z1tZjQzSgEVoLYc5FE7pw
8527,Hard GZ,Lupita's Friends,20,Love,"Hard GZ, Lupita's Friends, Lil GZ, Tee Amara",https://p.scdn.co/mp3-preview/c1b89d3b7052057e829a8a6c8a81086df84a806a?cid=774b29d4f13844c495f206cafdad9c86,79N4S7UXdjo2fAh3OHJQuB,7gGKjAXKRyDUhSUhFDIaAW,3wm27SCXXbKtLVv1B6JLFN
8528,Hard GZ,Delaossa,1,Dime Cuánto,"Hard GZ, Lupita's Friends, Delaossa",https://p.scdn.co/mp3-preview/5443136f0aac5d82339b6ae850e41af3707ffbb6?cid=774b29d4f13844c495f206cafdad9c86,79N4S7UXdjo2fAh3OHJQuB,5Uox3n7m4W2CoM9MmHPJwQ,3n3TDn3kaH4Avp8NG7LVtq
8529,Hard GZ,ToteKing,1,Escuela,"Hard GZ, Lil GZ, ToteKing",https://p.scdn.co/mp3-preview/6e92a8b9f356b9c0cdc16b5605a039793120fcbe?cid=774b29d4f13844c495f206cafdad9c86,79N4S7UXdjo2fAh3OHJQuB,224rbIjYbXaTI7lnP2ZMNJ,5S3Y12ouNYbYLHbHJ5PnB8
8530,Hard GZ,Dollar Selmouni,1,Cae la Noche,"Hard GZ, Dollar Selmouni",https://p.scdn.co/mp3-preview/999be09df78e36e1d5896d31e97b75227f4205ae?cid=774b29d4f13844c495f206cafdad9c86,79N4S7UXdjo2fAh3OHJQuB,2544NCTfffschCn1NZVMSb,5o7b90Y6y5kSrB15Tbjnip
8531,Easy-S,J.Moods,8,La Placita,"Delaossa, Easy-S, J.Moods",https://p.scdn.co/mp3-preview/3c808ce9f34fe6c6bf4e338aa8afc5c726f14ba7?cid=774b29d4f13844c495f206cafdad9c86,4oNsvVnFz4HQ0UPpPFSuJX,7q3hzOFspDedtkyBi1Azc8,5ZmmNBKHKLDureKMGrRHCJ
8532,Easy-S,Delaossa,10,La Placita,"Delaossa, Easy-S, J.Moods",https://p.scdn.co/mp3-preview/3c808ce9f34fe6c6bf4e338aa8afc5c726f14ba7?cid=774b29d4f13844c495f206cafdad9c86,4oNsvVnFz4HQ0UPpPFSuJX,5Uox3n7m4W2CoM9MmHPJwQ,5ZmmNBKHKLDureKMGrRHCJ
8533,Easy-S,Cruz Cafuné,2,Too Late Freestyle - Remix,"Easy-S, Cruz Cafuné, Abhir Hathi",https://p.scdn.co/mp3-preview/a4e6e87a89ea38400f4993003d8f14464906ce1c?cid=774b29d4f13844c495f206cafdad9c86,4oNsvVnFz4HQ0UPpPFSuJX,0jeYkqwckGJoHQhhXwgzk3,2Ed9a8vUMrmlE50ImGlG1G
8534,Easy-S,ToteKing,3,Brindis,"ToteKing, Easy-S",https://p.scdn.co/mp3-preview/bc609ac98c0b0999a41c7e8990184757068cbe00?cid=774b29d4f13844c495f206cafdad9c86,4oNsvVnFz4HQ0UPpPFSuJX,224rbIjYbXaTI7lnP2ZMNJ,0A7D6XTMWcwrzdSjhBIx0D
8535,Easy-S,Abhir Hathi,1,Too Late Freestyle - Remix,"Easy-S, Cruz Cafuné, Abhir Hathi",https://p.scdn.co/mp3-preview/a4e6e87a89ea38400f4993003d8f14464906ce1c?cid=774b29d4f13844c495f206cafdad9c86,4oNsvVnFz4HQ0UPpPFSuJX,2D8UzkIVdg1bj0Iqz6gjk0,2Ed9a8vUMrmlE50ImGlG1G
8536,Easy-S,Ayax y Prok,1,Funeral,,,4oNsvVnFz4HQ0UPpPFSuJX,5Ypafuz95Xk09YDf4tgAvU,
8537,Easy-S,Lupita's Friends,1,777 - Remix,"Lupita's Friends, Easy-S, Delaossa",https://p.scdn.co/mp3-preview/bbec67cc98be6108d77c8e94f98f52221f492630?cid=774b29d4f13844c495f206cafdad9c86,4oNsvVnFz4HQ0UPpPFSuJX,7gGKjAXKRyDUhSUhFDIaAW,10kvUjvTiyyhWVtetEGjDs
8538,Stan Getz,Antônio Carlos Jobim,9,Doralice - Stereo Version,"Stan Getz, João Gilberto, Antônio Carlos Jobim",https://p.scdn.co/mp3-preview/d77c85479958fb84b7dc2ce57b786858869ecc56?cid=774b29d4f13844c495f206cafdad9c86,0FMucZsEnCxs5pqBjHjIc8,3pO5VjZ4wOHCMBXOvbMISG,0Vl3xr9O5Tm41eTQIOZVSY
8539,Karen Méndez,FMK,2,Tú no entiendes,"Karen Méndez, FMK",https://p.scdn.co/mp3-preview/5cec45d1565ca5ec52c03e32c2a1fb75fdde2497?cid=774b29d4f13844c495f206cafdad9c86,0txXDZCdXBzha20sgN1GRk,0dUyjgCyjfj5eMx6bX2TWf,0cWfvxTjynyLmYPwoUiM5o
8540,Karen Méndez,Fuego,1,Tóxico,"Karen Méndez, Fuego",https://p.scdn.co/mp3-preview/6892f2a4d3d55843047b8ad3c9eb2baa896e74ed?cid=774b29d4f13844c495f206cafdad9c86,0txXDZCdXBzha20sgN1GRk,7wU2WGCJ8HxkekHHE2QLul,4L1DGTFwv4IUndLo0Ib2PF
8541,Karen Méndez,Alex Rose,1,Tu Turno - Alex Rose Remix,"Karen Méndez, Juacko, Alex Rose",https://p.scdn.co/mp3-preview/0f6ea34b931311b9b8844fe1662b301185ba235f?cid=774b29d4f13844c495f206cafdad9c86,0txXDZCdXBzha20sgN1GRk,2DspEsT7UXGKd2VaaedgG4,69GAy8DWTseHKJ7y0cEEKH
8542,Living,Marcos Witt,1,Grande (A Dios El Padre) feat. Marcos Witt,"Living, Marcos Witt",https://p.scdn.co/mp3-preview/db482ab66be0d750aa60ebc70df5ad063e565ecc?cid=774b29d4f13844c495f206cafdad9c86,2miffAnnUvKSyB9ykA2su9,4x7kxyIgzgtrHYDQ8SCzo2,1SJex2GHpZdR6EuuA2kC6u
8543,Living,Un Corazón,3,La sombra de tus alas feat. Un Corazón (Ver Acústica),"Living, Un Corazón, Melannie Betancourth, Lucas Consuegra, Jorge Sachez",https://p.scdn.co/mp3-preview/47e6732c8f8e4d1e387f0cf373bb130fc57adfee?cid=774b29d4f13844c495f206cafdad9c86,2miffAnnUvKSyB9ykA2su9,4UGA0TDpRVVt2SCz8FZOMm,1LdsjMcsmy7nkDqoKa7NnV
8544,Living,Lead,1,Mi Rey feat. LEAD,"Living, Lead, Diego Sandoval/Pedro Pablo Quintero",https://p.scdn.co/mp3-preview/0faf3f3d990c77e692054d075efcc5f649c135db?cid=774b29d4f13844c495f206cafdad9c86,2miffAnnUvKSyB9ykA2su9,5pyTY6jmdDNfKmmlo92Vfd,5odhbfqdyJDENqBUJg3SYH
8545,Living,Evan Craft,3,Inagotable feat. Evan Craft (Ver Acústica),"Living, Melannie Betancourth, Evan Craft",https://p.scdn.co/mp3-preview/dbbd27f86c90a04ca91e5ab99bdaa323a9f27eac?cid=774b29d4f13844c495f206cafdad9c86,2miffAnnUvKSyB9ykA2su9,4vEpUOtKWtpotWkuv0Vlx4,33d0OgjcOD0WSfmeql75Ap
8546,Sandra Echeverria,Marc Anthony,2,La Fuerza Del Destino (with Marc Anthony),"Sandra Echeverria, Marc Anthony",https://p.scdn.co/mp3-preview/939b69a2d95ea13b4c93534ab1de7a9ea74728f2?cid=774b29d4f13844c495f206cafdad9c86,0LfJXLNpLGZtn4OAki9W31,4wLXwxDeWQ8mtUIRPxGiD6,28L9MeoW3DabVhjZYZjJ95
8547,Los Abuelos De La Nada,Natalie Perez,2,Himno de Mi Corazón,"Los Abuelos De La Nada, Hilda Lizarazu, Natalie Perez",https://p.scdn.co/mp3-preview/5a07d9d8c5956b6cd4fee7da693bf5cc325259e8?cid=774b29d4f13844c495f206cafdad9c86,5R3NywPPOyhLfdvutgg0me,1Y99HOeRzRc27my6NJE3rE,3t5XB1iIGY2tXReruRsOPW
8548,Los Abuelos De La Nada,Bandalos Chinos,1,Guindilla Ardiente,"Los Abuelos De La Nada, Bandalos Chinos",https://p.scdn.co/mp3-preview/d7b02983c7e9405733c2eb246d81887aab6bec20?cid=774b29d4f13844c495f206cafdad9c86,5R3NywPPOyhLfdvutgg0me,0wn2qDKzeFlhjRUtJAwJjp,1VGQCKOMbR9351aiQiA9t5
8549,Los Abuelos De La Nada,El Kuelgue,2,No Se Desesperen,"Los Abuelos De La Nada, El Kuelgue",https://p.scdn.co/mp3-preview/53fbf5ee1b0f9dab4743c6e92c17051aeb07f95b?cid=774b29d4f13844c495f206cafdad9c86,5R3NywPPOyhLfdvutgg0me,6jRUKVZllu1wtgXHbqvUmT,16fQJH72y7KPoLEzIaFXxG
8550,Los Abuelos De La Nada,Benjamín Amadeo,2,Costumbres Argentinas,"Los Abuelos De La Nada, Benjamín Amadeo",https://p.scdn.co/mp3-preview/0d5e5b08f4579de3331b19cb16d61d236b8fe59f?cid=774b29d4f13844c495f206cafdad9c86,5R3NywPPOyhLfdvutgg0me,6GYXfifD78PYARjZzxQzrG,2TVoSla9U8YNknhcgojnfn
8551,Los Abuelos De La Nada,Los Tipitos,2,Tristeza de la Ciudad,"Los Abuelos De La Nada, Los Tipitos",https://p.scdn.co/mp3-preview/834b658f95ef1771515e4cd967b5066b37479fe8?cid=774b29d4f13844c495f206cafdad9c86,5R3NywPPOyhLfdvutgg0me,1SykQGBiBwkQ1fcGpJ1BJt,1jHZji2QbWWHa7q83hxTAl
8552,Benjamín Amadeo,Monsieur Periné,1,Iluminábamos (feat. Monsieur Periné),"Benjamín Amadeo, Monsieur Periné",https://p.scdn.co/mp3-preview/d18be14787e4726f3c727de0f3dced15e06f7d7a?cid=774b29d4f13844c495f206cafdad9c86,6GYXfifD78PYARjZzxQzrG,36KsCCwgI0Dep97yVJWmkK,4vkfRQ5XMhl0KYVFoR3YxS
8553,Benjamín Amadeo,Los Auténticos Decadentes,2,Las Flores (feat. Los Auténticos Decadentes),"Benjamín Amadeo, Los Auténticos Decadentes",https://p.scdn.co/mp3-preview/d0531145f7f403688516f899819b86ed8ef65dac?cid=774b29d4f13844c495f206cafdad9c86,6GYXfifD78PYARjZzxQzrG,3HrbmsYpKjWH1lzhad7alj,6HOoeolSylzuUcPXLlbPtK
8554,Benjamín Amadeo,Coti,2,Magnetismo,"Benjamín Amadeo, Coti",https://p.scdn.co/mp3-preview/db85c79732857f2e12306773052daf40b145fc32?cid=774b29d4f13844c495f206cafdad9c86,6GYXfifD78PYARjZzxQzrG,1OUDQLymoysITxprkd0Qvj,0yEdx8dzmiC6MggGn6X2Ho
8555,Benjamín Amadeo,Macaco,1,Tierra Firme Remix,"Benjamín Amadeo, Macaco, Los Pericos",https://p.scdn.co/mp3-preview/1bef7ce23e328b1234bafc64fd1c2e7e1f256eb3?cid=774b29d4f13844c495f206cafdad9c86,6GYXfifD78PYARjZzxQzrG,7mUBMaZW1MXGswaneb0JTT,5kQsLYW6IHsLBfCzOfp5Ay
8556,Benjamín Amadeo,Los Pericos,1,Tierra Firme Remix,"Benjamín Amadeo, Macaco, Los Pericos",https://p.scdn.co/mp3-preview/1bef7ce23e328b1234bafc64fd1c2e7e1f256eb3?cid=774b29d4f13844c495f206cafdad9c86,6GYXfifD78PYARjZzxQzrG,7FnZWGw9lwOr7WzieTKEPR,5kQsLYW6IHsLBfCzOfp5Ay
8557,Benjamín Amadeo,Miranda!,1,Cálido y Rojo,"Benjamín Amadeo, Miranda!",https://p.scdn.co/mp3-preview/4ffb25c8b75cdbb2ba1120ae83c61de42a0167e1?cid=774b29d4f13844c495f206cafdad9c86,6GYXfifD78PYARjZzxQzrG,2eEmsgWmUFMbtU7agJpnjY,5yRTj6MBGjZveBkJpkw6Jl
